#REFERENCE 3 197.8729540 -1.3410060
220 -68.7274607 605.7257556 0.503799 0.498145 6.37719 0.2000 13.14 
219 784.3148773 -524.5332965 0.501547 0.498857 58.30752 0.2000 13.10 
218 -464.4330454 627.7939957 0.502250 0.498533 38.20582 0.2000 13.01 
217 646.0528714 922.7785007 0.501203 0.499106 143.33221 0.2000 12.94 
216 -259.1164472 -516.0303093 0.503976 0.498023 151.76794 0.2000 12.94 
215 -737.3873810 -88.9645844 0.502220 0.498418 95.90338 0.2000 12.90 
214 419.2996966 632.0059187 0.502382 0.498517 144.46325 0.2000 12.79 
213 -88.1411242 192.6940915 0.517986 0.497960 20.37241 0.2000 12.72 
212 -437.3417407 410.3851371 0.503331 0.498025 48.54120 0.2000 12.71 
211 439.1513402 -372.9073294 0.503508 0.498032 52.39804 0.2000 12.69 
210 -420.5061476 -797.8906309 0.501864 0.498768 150.52822 0.2000 12.69 
209 624.8214981 914.5362399 0.501242 0.499084 143.98136 0.2000 12.67 
208 713.9122519 -209.2211619 0.502202 0.498468 75.11305 0.2000 12.67 
207 -389.7676225 -201.1512253 0.505229 0.497399 115.11222 0.2000 12.54 
206 -37.5784363 749.5805832 0.502682 0.498497 2.69137 0.2000 12.54 
205 -266.7461263 -538.1530295 0.503733 0.498089 152.05953 0.2000 12.53 
204 -535.6237007 -643.9672913 0.502031 0.498642 138.11812 0.2000 12.52 
203 526.0523416 800.9257986 0.501604 0.498884 144.91820 0.2000 12.45 
202 -740.8975418 899.8876083 0.501118 0.499142 40.97294 0.2000 12.44 
201 814.2748574 -39.1843051 0.501875 0.498627 87.72771 0.2000 12.42 
200 955.5222092 671.8824811 0.501070 0.499155 123.62545 0.2000 12.38 
199 746.8533952 -706.3149782 0.501374 0.498980 48.78441 0.2000 12.36 
198 140.9169095 -458.9705910 0.505272 0.497849 19.30331 0.2000 12.35 
197 -48.6656363 -743.4884839 0.502741 0.498487 176.60925 0.2000 12.35 
196 -511.4421503 449.4272460 0.502705 0.498271 50.35888 0.2000 12.33 
195 -4.6748806 -563.4168390 0.504302 0.498064 0.44640 0.2000 12.27 
194 980.8957557 -160.0775055 0.501358 0.498939 81.56911 0.2000 12.25 
193 -209.0580531 558.3416828 0.503730 0.498067 21.69023 0.2000 12.24 
192 940.9414020 85.0519838 0.501472 0.498865 95.08496 0.2000 12.24 
191 -628.8592370 -772.6917425 0.501508 0.498916 138.86703 0.2000 12.16 
190 177.9639609 -347.4908941 0.506855 0.497624 29.97120 0.2000 12.11 
189 846.9046155 857.1377206 0.501040 0.499190 133.70603 0.2000 12.09 
188 -675.2088132 -235.1369006 0.502404 0.498344 107.49206 0.2000 12.03 
187 180.6484532 921.8139896 0.501764 0.498854 167.91953 0.2000 11.95 
186 -17.5822704 642.0178628 0.503486 0.498242 1.07506 0.2000 11.90 
185 781.4962175 -654.6889281 0.501379 0.498969 52.19333 0.2000 11.89 
184 -714.5571271 -438.1675880 0.501909 0.498638 119.45865 0.2000 11.88 
183 -262.3382522 -86.0587349 0.509690 0.496786 106.71036 0.2000 11.84 
182 -445.0275819 151.6769040 0.504531 0.497484 71.80313 0.2000 11.73 
181 316.9516688 -261.7211516 0.505747 0.497541 53.41116 0.2000 11.69 
180 -101.4094066 61.8099074 0.529977 0.504261 53.75552 0.2000 11.61 
179 -403.8021053 192.1006725 0.504939 0.497392 65.56841 0.2000 11.66 
178 951.7686035 -489.5028346 0.501229 0.499039 64.50044 0.2000 11.67 
177 847.2306673 -625.4130608 0.501292 0.499015 55.60199 0.2000 11.65 
176 -210.1248088 754.0655871 0.502409 0.498553 16.51170 0.2000 11.35 
175 -519.1029357 -513.3532913 0.502508 0.498398 132.39744 0.2000 11.19 
174 -719.3472373 -174.7594276 0.502250 0.498411 102.26674 0.2000 11.16 
173 507.1865708 135.5048511 0.503741 0.497841 104.15279 0.2000 11.16 
172 904.7068738 -452.0021902 0.501352 0.498961 65.19664 0.2000 11.11 
171 136.4353465 730.0461564 0.502639 0.498489 168.26057 0.2000 10.99 
170 -331.3035434 -22.5282132 0.507355 0.496845 92.92604 0.2000 10.93 
169 -305.8476271 480.8950160 0.503819 0.497954 34.13340 0.2000 10.80 
168 -440.3466947 788.0166042 0.501803 0.498779 30.72485 0.2000 10.77 
167 325.0860727 734.4915808 0.502229 0.498614 154.44741 0.2000 10.54 
166 -689.2104255 574.9143572 0.501706 0.498764 51.70535 0.2000 10.52 
165 -357.2914928 525.6764301 0.503184 0.498158 35.92738 0.2000 10.44 
164 -24.2266879 -331.4563364 0.509356 0.497718 177.34724 0.2000 10.41 
163 483.8582315 -242.9203702 0.503685 0.497905 65.61533 0.2000 10.35 
162 698.3286813 657.8179898 0.501537 0.498886 131.47073 0.2000 10.35 
161 175.7460363 -201.8001050 0.510589 0.497575 44.35352 0.2000 10.33 
160 728.8381000 329.6430799 0.501978 0.498597 113.03162 0.2000 10.33 
159 -605.5504179 436.1030688 0.502294 0.498441 55.72920 0.2000 10.22 
158 785.8049434 -398.8917256 0.501706 0.498752 64.97494 0.2000 10.21 
157 -552.0468029 793.0452201 0.501574 0.498882 36.44105 0.2000 10.17 
156 -78.2340416 -710.4406602 0.502951 0.498419 173.89306 0.2000 10.05 
155 41.7044554 -73.5130622 0.536396 0.508139 34.48414 0.2000 9.95 
154 50.3857903 927.2030810 0.501839 0.498835 176.39508 0.2000 10.00 
153 700.3309622 880.1013753 0.501195 0.499104 139.78454 0.2000 10.01 
152 -615.2574130 -224.7712111 0.502772 0.498173 108.26274 0.2000 9.95 
151 824.7555686 722.7191619 0.501213 0.499073 129.55292 0.2000 9.94 
150 -635.6944325 426.2341181 0.502190 0.498486 57.57408 0.2000 9.94 
149 414.8745608 -541.8907338 0.502817 0.498334 40.07120 0.2000 9.91 
148 577.2963133 567.6319345 0.502053 0.498620 132.54790 0.2000 9.82 
147 209.4300943 271.3988730 0.507741 0.497467 139.84622 0.2000 9.69 
146 677.3693290 -642.1831864 0.501621 0.498839 48.82607 0.2000 9.67 
145 406.2070479 -586.8822773 0.502647 0.498411 37.23558 0.2000 9.65 
144 -668.1284593 -234.1675669 0.502443 0.498325 107.59425 0.2000 9.50 
143 -628.1944062 277.9162157 0.502553 0.498275 67.10856 0.2000 9.44 
142 933.5239912 372.4429275 0.501348 0.498956 110.69394 0.2000 9.41 
141 544.3570543 -662.4443703 0.501918 0.498708 41.82211 0.2000 9.38 
140 814.0096638 -569.6707989 0.501422 0.498933 57.07638 0.2000 9.33 
139 -706.2631664 -411.1819764 0.501984 0.498593 118.16431 0.2000 9.32 
138 968.4908312 619.1105122 0.501094 0.499135 121.16337 0.2000 9.29 
137 475.7879975 -17.7440464 0.504273 0.497667 88.45922 0.2000 9.19 
136 613.4067264 -74.5482438 0.502910 0.498131 83.95509 0.2000 9.18 
135 -680.3749866 701.8508102 0.501500 0.498899 45.70621 0.2000 9.12 
134 -614.7457470 -541.1001057 0.502046 0.498600 129.13662 0.2000 9.01 
133 -152.0483029 -774.0355026 0.502493 0.498570 168.52785 0.2000 8.98 
132 -234.0091640 -415.0344760 0.505323 0.497718 149.00428 0.2000 8.84 
131 416.2587786 -661.4089440 0.502301 0.498562 34.58326 0.2000 8.80 
130 689.5567550 24.7976151 0.502445 0.498333 92.22664 0.2000 8.77 
129 -363.6704088 -103.8514793 0.506265 0.497095 104.23698 0.2000 8.58 
128 597.0782792 82.3813118 0.503019 0.498086 97.59191 0.2000 8.52 
127 -150.1900782 955.0869413 0.501698 0.498889 9.43438 0.2000 8.40 
126 796.8768474 -98.2502812 0.501927 0.498601 83.75735 0.2000 8.39 
125 -711.5585583 122.8805454 0.502317 0.498367 80.31982 0.2000 8.37 
124 87.4779181 -357.1406448 0.507828 0.497667 16.08408 0.2000 8.31 
123 511.0916196 85.3279349 0.503789 0.497814 99.09779 0.2000 8.30 
122 -415.3653129 -806.4186019 0.501848 0.498777 151.09604 0.2000 8.30 
121 955.3815349 122.4580696 0.501426 0.498894 97.08568 0.2000 8.24 
120 -22.6651332 -657.5115139 0.503363 0.498293 178.65025 0.2000 8.21 
119 -377.0152220 -454.6788868 0.503620 0.498021 138.09259 0.2000 8.16 
118 488.5525085 -669.5335600 0.502055 0.498655 38.53140 0.2000 8.16 
117 -657.5962458 304.1631551 0.502347 0.498379 66.19929 0.2000 8.14 
116 315.0436983 -502.1536266 0.503603 0.498110 34.77018 0.2000 8.09 
115 -53.2755364 -282.8421177 0.511462 0.497850 170.93697 0.2000 8.03 
114 169.5034773 229.3594057 0.509877 0.497509 140.92273 0.2000 7.99 
113 58.1323644 880.5128925 0.502008 0.498759 175.64244 0.2000 7.97 
112 802.1961183 -268.3801774 0.501795 0.498687 72.99175 0.2000 7.94 
111 813.0112128 347.4999311 0.501674 0.498761 111.95012 0.2000 7.77 
110 -541.0081294 -171.9059065 0.503450 0.497880 105.87201 0.2000 7.63 
109 400.4493271 -314.8922816 0.504191 0.497826 54.60072 0.2000 7.63 
108 587.7285742 490.3000664 0.502218 0.498525 127.90234 0.2000 7.63 
107 37.2683215 -184.5179653 0.518168 0.499091 14.31761 0.2000 7.57 
106 -695.1738439 -472.9521777 0.501914 0.498643 122.11206 0.2000 7.53 
105 -623.1512711 -783.4467226 0.501498 0.498924 139.52455 0.2000 7.51 
104 -17.2784088 -669.7330474 0.503260 0.498322 179.16655 0.2000 7.48 
103 93.2487665 -580.1297598 0.503944 0.498126 10.68440 0.2000 7.46 
102 197.9544716 -515.3839023 0.504203 0.498022 23.32127 0.2000 7.41 
101 472.9318587 -710.7120641 0.501972 0.498702 35.97853 0.2000 7.37 
100 631.0374053 352.8440913 0.502356 0.498423 117.61210 0.2000 7.35 
99 920.8752294 35.8546295 0.501533 0.498826 92.34576 0.2000 7.35 
98 300.0180554 490.5931315 0.503746 0.498060 146.42083 0.2000 7.34 
97 411.5821972 844.1254245 0.501696 0.498854 152.38028 0.2000 7.34 
96 585.2540823 -466.0584067 0.502305 0.498481 53.92156 0.2000 7.30 
95 -90.7055295 747.7373459 0.502649 0.498498 7.12540 0.2000 7.29 
94 545.0743648 -810.2019765 0.501564 0.498905 36.12422 0.2000 7.28 
93 822.7467589 -797.6445138 0.501139 0.499124 47.95253 0.2000 7.23 
92 737.4678726 383.6542940 0.501870 0.498661 116.04190 0.2000 7.17 
91 -738.1938868 -706.6593385 0.501410 0.498954 131.71551 0.2000 7.10 
90 131.4659241 -646.5594266 0.503253 0.498301 13.08571 0.2000 7.05 
89 818.9073756 397.1357664 0.501604 0.498807 114.55665 0.2000 7.02 
88 264.1438684 -728.4621185 0.502434 0.498553 21.86395 0.2000 7.02 
87 -514.6268562 -57.0374986 0.503898 0.497679 95.21848 0.2000 6.96 
86 -123.2944239 280.2536877 0.510340 0.497199 23.42369 0.2000 6.89 
85 737.4212986 -387.2737689 0.501876 0.498661 64.26816 0.2000 6.88 
84 681.8781343 852.4955021 0.501258 0.499065 139.61281 0.2000 6.71 
83 584.8136077 -550.1572083 0.502086 0.498601 49.21197 0.2000 6.70 
82 -631.9033683 597.0292354 0.501819 0.498713 48.24936 0.2000 6.68 
81 -225.0724915 763.6106382 0.502333 0.498581 17.42144 0.2000 6.67 
