Catalog of Fluxes for Abell 2218 using /data/mercado/SPIRE/hermes_clusters/a2218_PSW_nr_1.fits 
Mean percent error of XID flux with HeDam Flux is: 113.47734263724601 
Source Num     Pixel x          Pixel y     HeDam Flux         XID flux     DAO flux     Peak Flux 
397              66.92278       154.50757       0.00000          0.00598        0.01065        0.01179  
398              109.46341       154.41066       0.00518          0.00253        0.00922        0.01312  
399              178.34823       155.19024       0.00000          0.01609        0.01110        0.00903  
400              189.70769       155.28029       0.00000          0.00318        0.01291        0.01113  
401              197.44124       155.48563       0.00000          0.00700        0.01263        0.00911  
402              208.32137       154.56796       0.00526          0.00176        0.00873        0.00911  
403              222.33777       155.11405       0.00000          0.00849        0.00979        0.00960  
404              50.49418       155.80020       0.00655          0.00476        0.00701        0.00992  
405              81.18572       154.98164       0.00000          0.02460        0.00744        0.02668  
406              86.75137       156.69957       0.00000          0.00546        0.00671        0.01266  
407              98.10591       155.34086       0.00988          0.00225        0.01313        0.01266  
408              101.25198       156.77165       0.00693          0.00240        0.00542        0.01312  
409              130.00952       155.45772       0.01320          0.00843        0.02552        0.01342  
410              37.68819       156.36478       0.00000          0.01330        0.01295        0.01256  
411              90.61832       156.74543       0.00019          0.00670        0.01907        0.01266  
412              144.75254       157.25127       0.02918          0.01988        0.02970        0.02668  
413              238.52056       156.94653       0.00000          0.01263        0.01416        0.01313  
414              242.14947       156.36963       0.00000          0.00585        0.00712        0.01313  
415              63.79967       158.12386       0.00000          0.01785        0.01955        0.01179  
416              153.69393       157.37436       0.00000          0.00202        0.00692        0.02252  
417              176.16647       158.24545       0.00000          0.00735        0.00615        0.00903  
418              186.55724       158.27112       0.00549          0.00372        0.00863        0.01113  
419              195.01725       157.57728       0.00000          0.00706        0.01166        0.01060  
420              215.79999       157.60165       0.00000          0.00614        0.01115        0.00960  
421              43.50640       159.02509       0.00000          0.00854        0.00923        0.01256  
422              159.73386       158.87943       0.01999          0.00384        0.02321        0.02252  
423              201.05301       159.09885       0.00000          0.00259        0.00629        0.00911  
424              104.64425       160.18246       0.02075          0.00524        0.01942        0.01312  
425              117.44964       160.03455       0.00000          0.00330        0.00949        0.01027  
426              221.83060       159.73151       0.00000          0.07727        0.03868        0.00960  
427              39.41271       161.09290       0.00000          0.01601        0.01145        0.01256  
428              52.21547       160.64977       0.00845          0.00320        0.01163        0.01412  
429              68.64999       161.57897       0.01721          0.00601        0.02135        0.01177  
430              84.83912       162.10698       0.00000          0.01100        0.00802        0.01055  
431              137.74562       160.31254       0.00000          0.00250        0.00661        0.02668  
432              166.01411       160.44727       0.00000          0.00707        0.04602        0.01983  
433              99.81704       161.93580       0.00000          0.00181        0.01226        0.01312  
434              109.48052       161.91065       0.00000          0.00279        0.01339        0.00881  
435              129.29099       162.17840       0.04522          0.03078        0.04010        0.01106  
436              231.23590       162.90289       0.00422          0.02624        0.01346        0.01117  
437              77.83869       163.39600       0.04268          0.02624        0.04467        0.02584  
438              173.49795       163.58003       0.00545          0.00151        0.00995        0.01983  
439              182.43645       163.30011       0.00000          0.00682        0.01255        0.01555  
440              250.07601       163.38333       0.01006          0.00829        0.01696        0.02498  
441              89.19656       164.55058       0.03961          0.01440        0.03599        0.01055  
442              198.13882       163.16817       0.00000          0.00196        0.00511        0.01060  
443              219.15039       164.21802       0.00000          0.02068        0.01033        0.02299  
444              40.65557       166.18450       0.00000          0.05505        0.02954        0.00940  
445              55.86408       164.82815       0.00845          0.00234        0.00544        0.01412  
446              70.59555       164.20944       0.01721          0.00471        0.00709        0.01177  
447              139.68005       165.65187       0.00965          0.00190        0.01265        0.01342  
448              158.27816       165.11799       0.01961          0.00726        0.01785        0.01611  
449              223.00769       165.67771       0.00000          0.02420        0.00633        0.01028  
450              233.16388       163.69416       0.00422          0.03664        0.01495        0.01332  
451              239.91577       165.59553       0.00000          0.00211        0.00444        0.06792  
452              116.97745       166.21541       0.04395          0.01563        0.04340        0.01080  
453              143.78603       166.79126       0.00000          0.00243        0.00518        0.01772  
454              254.89368       165.27796       0.01006          0.00727        0.01179        0.02498  
455              107.31934       167.31576       0.00684          0.00446        0.00910        0.02977  
456              130.01984       166.61772       0.00000          0.03008        0.01307        0.01342  
457              189.91149       167.76098       0.00000          0.00462        0.00911        0.00973  
458              65.04833       165.85742       0.00579          0.00241        0.00528        0.01177  
459              85.58706       168.10413       0.02340          0.00680        0.03092        0.04252  
460              201.01727       168.57880       0.00000          0.00126        0.00567        0.02779  
461              216.23200       168.34385       0.01572          0.01046        0.01969        0.02299  
462              248.59922       167.33316       0.01006          0.00337        0.00943        0.03583  
463              48.40474       169.37359       0.00000          0.00321        0.00885        0.01412  
464              119.87979       168.79050       0.00000          0.02302        0.01036        0.02884  
465              208.25405       170.40786       0.03357          0.00483        0.03823        0.02779  
466              223.22658       169.99893       0.00497          0.01586        0.01560        0.01028  
467              235.54207       169.88851       0.00000          0.00575        0.01415        0.06792  
468              45.50554       169.15220       0.00000          0.01227        0.01524        0.00940  
469              55.17647       171.13231       0.01623          0.00425        0.01869        0.01412  
470              98.87702       170.75863       0.00443          0.00198        0.00669        0.01632  
471              152.71930       171.23377       0.00000          0.00193        0.00515        0.01772  
472              193.76354       171.37320       0.00712          0.00240        0.00830        0.01337  
473              114.81375       171.37944       0.00000          0.01137        0.01568        0.00977  
474              165.51424       172.14657       0.03875          0.00988        0.03912        0.03156  
475              185.31162       171.94773       0.03516          0.03296        0.03169        0.00973  
476              109.26569       173.55119       0.05049          0.01260        0.03524        0.02977  
477              138.23370       173.03236       0.00000          0.00217        0.00557        0.03992  
478              143.30334       173.99128       0.00000          0.01271        0.03134        0.03992  
479              229.24173       173.81174       0.00000          0.00301        0.00498        0.02399  
480              67.74476       173.70370       0.00000          0.00174        0.00773        0.02791  
481              102.26604       173.92890       0.01373          0.00258        0.01683        0.01632  
482              204.13599       173.75094       0.00847          0.00180        0.01116        0.02779  
483              80.78665       175.14352       0.00000          0.00127        0.00725        0.04252  
484              127.61344       174.66015       0.01050          0.00430        0.01680        0.01654  
485              52.54712       175.52810       0.00381          0.00295        0.00867        0.01412  
486              143.06203       175.31129       0.00000          0.01782        0.03872        0.03992  
487              148.85469       176.21204       0.00494          0.00354        0.00735        0.03992  
488              117.96193       176.89371       0.00861          0.00251        0.01041        0.00977  
489              132.92564       177.05532       0.00000          0.00787        0.00530        0.01090  
490              64.14628       177.98237       0.00000          0.00479        0.00557        0.02791  
491              170.57453       177.61464       0.00000          0.00172        0.00544        0.03156  
492              229.45972       177.95305       0.00000          0.00824        0.02915        0.02399  
493              124.72174       178.50357       0.00707          0.00219        0.00813        0.01654  
494              177.08786       178.88751       0.00156          0.00152        0.00434        0.00973  
495              191.32550       178.92542       0.00000          0.02570        0.03901        0.01337  
496              88.28525       179.43405       0.00000          0.00317        0.00962        0.04251  
497              184.32654       179.20511       0.00640          0.00681        0.00605        0.01337  
498              248.99758       179.51629       0.01006          0.01862        0.02441        0.03583  
499              61.99090       181.05398       0.00000          0.01130        0.00876        0.02791  
500              110.48800       180.44846       0.01079          0.01010        0.01862        0.00881  
501              133.65263       181.37482       0.01860          0.01423        0.01460        0.01090  
502              158.50385       181.61824       0.00000          0.00600        0.02322        0.01611  
503              207.00475       180.48271       0.00675          0.00210        0.01153        0.02779  
504              56.68477       181.44374       0.00195          0.00375        0.00651        0.01412  
505              202.41279       182.38427       0.00618          0.00249        0.01007        0.00911  
506              237.15571       182.31866       0.00990          0.00284        0.01064        0.02399  
507              72.13592       183.34232       0.00000          0.00300        0.00642        0.01116  
508              165.98085       183.30728       0.00000          0.00149        0.00904        0.01249  
509              174.42601       182.54193       0.00294          0.00128        0.00687        0.03156  
510              81.79021       184.37946       0.00000          0.00136        0.00465        0.01116  
511              92.64348       183.73863       0.02127          0.02030        0.01889        0.04251  
512              103.74048       183.70496       0.00000          0.00192        0.00697        0.00881  
513              66.83832       185.28850       0.01267          0.02952        0.01591        0.02791  
514              123.52521       185.94517       0.00000          0.00220        0.00438        0.02150  
515              231.10856       184.98262       0.03918          0.00274        0.00618        0.02399  
516              150.78103       186.29280       0.00000          0.01272        0.01187        0.01611  
517              197.81494       186.26722       0.00000          0.00309        0.00857        0.00911  
518              228.44742       186.34753       0.00000          0.00183        0.01016        0.02399  
519              74.32679       187.59211       0.01249          0.01095        0.01564        0.01116  
520              124.00984       187.62452       0.00000          0.00782        0.00563        0.02150  
521              161.39318       186.78130       0.02091          0.01314        0.02224        0.01249  
522              57.68897       188.27811       0.00195          0.00395        0.01074        0.02791  
523              110.02283       188.18953       0.02968          0.00886        0.03367        0.00881  
524              140.65100       187.49165       0.03240          0.06311        0.03563        0.01466  
525              183.81971       188.38382       0.00931          0.00336        0.00893        0.01309  
526              217.34413       187.96951       0.00673          0.00110        0.00448        0.03534  
527              242.42790       187.81226       0.00467          0.00230        0.01111        0.06801  
528              248.93963       187.85614       0.00467          0.00270        0.00502        0.00969  
529              174.89514       189.08291       0.00613          0.00183        0.01050        0.01249  
530              104.72292       190.42241       0.00000          0.00366        0.00688        0.00866  
531              154.87919       189.35521       0.00000          0.00667        0.00552        0.01249  
532              189.36234       189.77947       0.00706          0.00283        0.01142        0.01309  
533              196.11039       190.94128       0.00000          0.00447        0.01041        0.00911  
534              220.22607       190.38384       0.00535          0.00195        0.00651        0.03534  
535              128.83681       191.03891       0.03143          0.01137        0.03575        0.01106  
536              142.82185       190.61133       0.02174          0.04703        0.00733        0.01466  
537              231.30397       192.90392       0.03918          0.00374        0.00481        0.01947  
538              122.32945       193.08686       0.00294          0.00878        0.01104        0.02150  
539              194.41872       192.07554       0.00000          0.00309        0.01170        0.01309  
540              67.12507       194.22720       0.00000          0.00312        0.00951        0.00873  
541              72.67285       194.85995       0.00000          0.00461        0.01086        0.00873  
542              80.38355       194.04545       0.02481          0.00728        0.02293        0.01797  
543              107.14230       193.71633       0.03230          0.00637        0.03334        0.00866  
544              118.23247       193.99331       0.00757          0.00316        0.00594        0.02150  
545              136.31287       193.55325       0.00943          0.00622        0.02071        0.01472  
546              150.53648       194.03271       0.00000          0.01040        0.00708        0.01259  
547              198.98836       195.21154       0.01489          0.00887        0.01869        0.01371  
548              219.48647       193.62017       0.00944          0.00186        0.00849        0.03534  
549              233.70813       194.05806       0.00990          0.00401        0.00630        0.01947  
550              240.93499       194.94279       0.00467          0.00288        0.00724        0.06801  
551              113.65567       195.80183       0.00000          0.00740        0.00467        0.03595  
552              210.56247       194.47817       0.00944          0.00230        0.01471        0.02299  
553              225.98850       194.97414       0.00535          0.00352        0.02895        0.03534  
554              178.49584       196.35075       0.00369          0.00149        0.01215        0.02054  
555              201.63333       196.96144       0.01452          0.00791        0.02219        0.02546  
556              71.24065       197.80684       0.02933          0.01286        0.02673        0.00873  
557              98.95940       198.35858       0.00572          0.00218        0.00478        0.01157  
558              163.79083       197.64429       0.00000          0.00518        0.00882        0.01611  
559              127.64057       199.68019       0.00000          0.00302        0.00589        0.01473  
560              149.08856       198.41217       0.02133          0.03443        0.02680        0.01259  
561              168.36830       198.79100       0.00000          0.00774        0.00787        0.03156  
562              112.21773       199.76481       0.03708          0.05961        0.06153        0.03595  
563              134.38961       202.01438       0.17939          0.02229        0.00494        0.01473  
564              224.27554       199.76502       0.00535          0.00321        0.02582        0.02015  
565              213.18285       201.33007       0.00944          0.00345        0.00640        0.02299  
566              117.04264       202.69543       0.01161          0.02486        0.01715        0.01080  
567              158.24389       201.41805       0.01481          0.01344        0.01763        0.01611  
568              87.64986       203.13666       0.01006          0.00704        0.00771        0.01853  
569              131.98205       204.41612       0.01463          0.05270        0.13832        0.01473  
570              149.80892       205.31245       0.00000          0.03925        0.04445        0.04047  
571              179.67960       205.41357       0.00000          0.02048        0.01016        0.02054  
572              98.49947       205.68002       0.04309          0.02778        0.03288        0.01157  
573              108.86089       207.03231       0.00000          0.01436        0.00861        0.01625  
574              144.02747       205.43133       0.00000          0.00685        0.00572        0.04047  
575              171.48641       206.95641       0.00000          0.01002        0.01070        0.02294  
576              209.06559       206.17180       0.00944          0.00458        0.02891        0.01039  
577              118.49637       207.49292       0.00000          0.00425        0.00718        0.01294  
578              121.14682       208.14867       0.00000          0.00581        0.00455        0.01294  
579              155.34699       208.61562       0.00000          0.01310        0.00502        0.04047  
580              165.46505       206.70663       0.00759          0.00998        0.01754        0.03156  
581              177.98821       207.68968       0.00000          0.01093        0.01444        0.03906  
582              183.28595       208.12256       0.00000          0.01133        0.00599        0.02054  
583              200.38825       207.63685       0.01516          0.00605        0.01767        0.01742  
584              190.02845       208.56165       0.01090          0.00774        0.01588        0.01092  
585              82.61697       209.69640       0.02184          0.00874        0.02532        0.01853  
586              111.27620       210.08689       0.00000          0.00615        0.01046        0.01294  
587              171.72154       210.07686       0.02581          0.02186        0.02155        0.02294  
588              63.84129       211.40464       0.00000          0.00426        0.01857        0.01179  
589              152.21518       210.23359       0.00000          0.02353        0.01250        0.04047  
590              162.56853       211.62280       0.00000          0.00502        0.01210        0.01050  
591              77.57578       213.37785       0.02184          0.00404        0.00822        0.04379  
592              118.26330       212.05335       0.00000          0.00416        0.01013        0.01294  
593              180.86660       212.55648       0.00000          0.01266        0.00689        0.03906  
594              194.10841       212.89472       0.00802          0.00354        0.00659        0.01092  
595              108.15213       212.85403       0.00000          0.00745        0.00547        0.01625  
596              207.83349       212.70663       0.01761          0.00229        0.00835        0.01039  
597              79.74677       214.32844       0.02184          0.01120        0.01528        0.04379  
598              130.54539       214.25738       0.00766          0.00848        0.00447        0.01243  
599              135.60099       213.95371       0.00000          0.02938        0.02156        0.01472  
600              142.58289       213.71143       0.00000          0.01963        0.01510        0.03992  
601              159.19640       212.63903       0.00000          0.00982        0.00636        0.01050  
602              163.53007       212.88403       0.00000          0.00574        0.00882        0.01050  
603              184.71598       213.70641       0.00000          0.00410        0.00471        0.01555  
604              173.15658       215.17960       0.00000          0.01706        0.01713        0.00976  
605              98.77294       216.53931       0.00000          0.04056        0.02301        0.01157  
606              153.89675       216.53463       0.00000          0.00282        0.00556        0.01958  
607              86.97701       216.33936       0.02184          0.01398        0.01079        0.01853  
608              75.18839       217.82864       0.00000          0.00255        0.01310        0.04379  
609              113.46083       218.60237       0.01406          0.00288        0.00465        0.01192  
610              129.82714       218.51806       0.00000          0.02575        0.01080        0.01243  
611              181.81421       218.73889       0.00000          0.03446        0.02854        0.01555  
612              91.32085       219.44357       0.01006          0.02467        0.01133        0.02962  
613              156.30081       220.31643       0.03674          0.00601        0.03269        0.01958  
614              161.83621       220.02197       0.00000          0.00438        0.00759        0.01958  
615              175.31448       219.38397       0.00000          0.01797        0.00928        0.00976  
616              203.71651       218.68983       0.01761          0.01447        0.02040        0.01313  
617              97.34426       221.58372       0.03662          0.02749        0.03213        0.02962  
618              120.68722       222.42947       0.00000          0.00738        0.02310        0.01027  
619              147.87758       221.57191       0.00000          0.00468        0.00455        0.02690  
620              199.60832       223.17416       0.00000          0.00533        0.00605        0.01371  
621              210.68085       222.19913       0.00000          0.00545        0.00939        0.01313  
622              112.74874       223.40387       0.01406          0.00685        0.01231        0.01192  
623              167.12620       222.96919       0.00000          0.00205        0.00851        0.02294  
624              127.42605       223.74055       0.00000          0.02042        0.00432        0.01243  
625              184.68810       224.02643       0.00000          0.00739        0.00501        0.01555  
626              199.84671       223.77505       0.00000          0.00619        0.00595        0.01371  
627              131.27778       226.25682       0.00412          0.02754        0.02474        0.01243  
628              147.15475       226.01177       0.00000          0.00386        0.00575        0.02668  
629              161.35012       224.16143       0.03674          0.00544        0.01130        0.02690  
630              172.17164       226.93782       0.00000          0.01689        0.01637        0.02294  
631              190.69536       226.50391       0.00836          0.00410        0.01159        0.02711  
632              155.81333       228.17609       0.03674          0.02844        0.01718        0.02690  
633              105.30463       229.12123       0.00000          0.01857        0.01437        0.01312  
634              126.95151       229.62112       0.00000          0.02078        0.01241        0.03102  
635              203.67348       229.54983       0.00000          0.02945        0.01863        0.01932  
636              208.47797       230.88968       0.02097          0.02367        0.02242        0.02779  
637              113.24784       232.16292       0.00000          0.00497        0.00788        0.01294  
638              136.09224       232.49356       0.00000          0.01401        0.00856        0.01472  
639              145.47010       233.27156       0.00000          0.00986        0.01165        0.02668  
640              195.72827       231.98044       0.00130          0.00680        0.00645        0.02318  
641              118.29812       232.45345       0.00000          0.00747        0.01164        0.01294  
642              188.03012       233.03595       0.03937          0.01585        0.02810        0.02711  
643              132.96802       234.89555       0.00000          0.01637        0.00558        0.01472  
644              144.98907       235.31154       0.00000          0.01509        0.02032        0.01028  
645              202.21187       234.34418       0.00000          0.01322        0.01517        0.02318  
646              185.86171       234.58978       0.03937          0.01309        0.00843        0.00973  
647              111.57635       237.62649       0.00000          0.00571        0.00742        0.01631  
648              128.88375       237.77913       0.00000          0.01029        0.01318        0.01106  
649              176.47704       238.28662       0.00000          0.00646        0.00942        0.01259  
650              105.56766       237.94066       0.00000          0.01062        0.00858        0.01656  
651              139.94182       240.71210       0.00000          0.01767        0.00875        0.01266  
652              187.77012       239.75528       0.03937          0.01784        0.01458        0.02711  
653              199.06190       240.99243       0.00130          0.00382        0.00970        0.00856  
654              205.31009       241.07662       0.00000          0.00300        0.01546        0.01266  
655              112.07035       243.86551       0.00000          0.02019        0.03756        0.03595  
656              182.95236       243.94207       0.03937          0.02478        0.02632        0.01055  
657              192.32047       244.80930       0.00000          0.00203        0.00708        0.00856  
658              107.74866       245.25533       0.00000          0.00870        0.01109        0.01631  
659              136.82007       245.99332       0.00000          0.01204        0.01657        0.01515  
660              127.70081       255.24055       0.00000          0.00241        0.01087        0.01473  
