Field,IAU,RA,Dec,F350,e_F350
CD-Abell-2218,2HERMES S350 SF J163551.7+661732,248.96568,66.29243,0.47335634,0.42243996
CD-Abell-2218,2HERMES S350 SF J163551.9+660422,248.96626,66.07291,6.7732377,0.5775336
CD-Abell-2218,2HERMES S350 SF J163552.4+661945,248.96857,66.32934,7.375516,0.45493904
CD-Abell-2218,2HERMES S350 SF J163552.5+660829,248.96896,66.14159,9.339733,0.41954708
CD-Abell-2218,2HERMES S350 SF J163552.8+661633,248.97002,66.27611,28.127666,0.47414088
CD-Abell-2218,2HERMES S350 SF J163552.9+660706,248.97072,66.11844,12.665915,0.50957394
CD-Abell-2218,2HERMES S350 SF J163552.9+661218,248.97066,66.20528,29.51042,0.61077005
CD-Abell-2218,2HERMES S350 SF J163553.2+660352,248.97185,66.064476,34.402893,0.586797
CD-Abell-2218,2HERMES S350 SF J163553.2+661651,248.97192,66.28088,26.712404,0.46797118
CD-Abell-2218,2HERMES S350 SF J163553.6+661515,248.97359,66.25436,10.440911,0.48707336
CD-Abell-2218,2HERMES S350 SF J163553.8+660549,248.9745,66.09712,42.521523,0.52889997
CD-Abell-2218,2HERMES S350 SF J163553.8+661022,248.97429,66.17292,7.359379,0.48034334
CD-Abell-2218,2HERMES S350 SF J163553.8+661827,248.97423,66.30775,10.050795,0.40482166
CD-Abell-2218,2HERMES S350 SF J163554.1+662039,248.97548,66.344315,16.401037,0.56144935
CD-Abell-2218,2HERMES S350 SF J163554.2+661257,248.9761,66.21588,39.075237,0.49322516
CD-Abell-2218,2HERMES S350 SF J163554.4+661622,248.97688,66.27298,0,29.30143
CD-Abell-2218,2HERMES S350 SF J163554.6+661229,248.97784,66.20814,98.76385,0.56617707
CD-Abell-2218,2HERMES S350 SF J163554.9+661049,248.97896,66.18041,14.725976,0.42712742
CD-Abell-2218,2HERMES S350 SF J163555.2+661151,248.98021,66.19765,39.22423,0.39327404
CD-Abell-2218,2HERMES S350 SF J163555.2+661406,248.98038,66.235275,16.079948,0.40016523
CD-Abell-2218,2HERMES S350 SF J163555.4+660418,248.98085,66.07193,3.6942492,0.6017977
CD-Abell-2218,2HERMES S350 SF J163555.5+660740,248.98145,66.127914,8.948007,0.42491198
CD-Abell-2218,2HERMES S350 SF J163555.7+661551,248.98235,66.26438,3.4748201,0.41166475
CD-Abell-2218,2HERMES S350 SF J163555.9+661801,248.98326,66.30048,55.23059,0.45066968
CD-Abell-2218,2HERMES S350 SF J163556.2+661321,248.98439,66.2226,23.41626,0.4105487
CD-Abell-2218,2HERMES S350 SF J163556.7+660703,248.98625,66.11761,9.520348,0.7478243
CD-Abell-2218,2HERMES S350 SF J163556.9+661016,248.98738,66.17133,12.782912,0.6537277
CD-Abell-2218,2HERMES S350 SF J163557.1+660621,248.98814,66.10594,11.142412,0.48437536
CD-Abell-2218,2HERMES S350 SF J163557.2+661256,248.98843,66.215675,16.101934,0.48603573
CD-Abell-2218,2HERMES S350 SF J163558.2+661422,248.99275,66.239494,13.620323,0.4117057
CD-Abell-2218,2HERMES S350 SF J163558.2+661727,248.99258,66.291016,5.378047,0.49423757
CD-Abell-2218,2HERMES S350 SF J163558.4+660702,248.99345,66.11731,10.829559,0.6972491
CD-Abell-2218,2HERMES S350 SF J163559.0+660401,248.99597,66.067055,11.553992,0.62031853
CD-Abell-2218,2HERMES S350 SF J163559.1+661054,248.99661,66.18171,9.440038,0.44613102
CD-Abell-2218,2HERMES S350 SF J163559.2+661017,248.99702,66.171616,13.216713,0.6945979
CD-Abell-2218,2HERMES S350 SF J163559.5+661157,248.99821,66.19932,9.940725,0.42852768
CD-Abell-2218,2HERMES S350 SF J163559.7+660908,248.99904,66.15229,16.765524,0.4150124
CD-Abell-2218,2HERMES S350 SF J163559.7+661838,248.99913,66.31067,13.652627,0.4509021
CD-Abell-2218,2HERMES S350 SF J163559.7+661912,248.999,66.320274,4.6827645,0.4471496
CD-Abell-2218,2HERMES S350 SF J163600.2+660732,249.00117,66.12561,8.331593,0.3935786
CD-Abell-2218,2HERMES S350 SF J163600.3+660630,249.00159,66.108536,5.69502,0.47392327
CD-Abell-2218,2HERMES S350 SF J163600.6+661033,249.00258,66.17589,11.578557,0.54096705
CD-Abell-2218,2HERMES S350 SF J163600.6+661715,249.00262,66.287766,14.390672,0.49411163
CD-Abell-2218,2HERMES S350 SF J163600.6+661759,249.00267,66.299965,8.17859,0.41559252
CD-Abell-2218,2HERMES S350 SF J163600.8+662040,249.00337,66.34445,22.723875,0.52811897
CD-Abell-2218,2HERMES S350 SF J163601.0+662014,249.00424,66.33725,10.265911,0.5067287
CD-Abell-2218,2HERMES S350 SF J163601.8+660536,249.00764,66.09354,8.6581135,0.4759458
CD-Abell-2218,2HERMES S350 SF J163601.8+660733,249.00766,66.12604,0,8.772267
CD-Abell-2218,2HERMES S350 SF J163602.0+660604,249.00847,66.10123,15.5445175,0.52678627
CD-Abell-2218,2HERMES S350 SF J163602.0+660946,249.00839,66.16293,32.255264,0.4042026
CD-Abell-2218,2HERMES S350 SF J163602.3+661435,249.00963,66.24326,3.7524714,0.38439494
CD-Abell-2218,2HERMES S350 SF J163603.3+662126,249.01395,66.35746,6.367849,0.5724808
CD-Abell-2218,2HERMES S350 SF J163603.7+661701,249.01576,66.283646,5.826289,0.44802028
CD-Abell-2218,2HERMES S350 SF J163603.8+661948,249.01608,66.33008,56.27403,0.8342844
CD-Abell-2218,2HERMES S350 SF J163604.0+661730,249.0167,66.2918,6.1847544,0.43009788
CD-Abell-2218,2HERMES S350 SF J163604.3+661938,249.0182,66.327446,46.93583,0.8194314
CD-Abell-2218,2HERMES S350 SF J163604.9+661254,249.02074,66.2152,28.981995,0.40216815
CD-Abell-2218,2HERMES S350 SF J163604.9+662041,249.02051,66.344826,10.080797,0.5516354
CD-Abell-2218,2HERMES S350 SF J163605.2+661042,249.02199,66.17851,23.349413,0.42296407
CD-Abell-2218,2HERMES S350 SF J163605.3+662155,249.02238,66.36547,24.223242,0.5709941
CD-Abell-2218,2HERMES S350 SF J163606.1+660816,249.02557,66.1378,3.4752307,0.39011645
CD-Abell-2218,2HERMES S350 SF J163606.2+661003,249.02586,66.16774,4.777746,0.43667915
CD-Abell-2218,2HERMES S350 SF J163606.3+660932,249.02661,66.159004,13.219246,0.44265428
CD-Abell-2218,2HERMES S350 SF J163606.4+661559,249.02672,66.266464,20.036932,0.4130436
CD-Abell-2218,2HERMES S350 SF J163606.7+661229,249.02797,66.20832,28.493599,0.40864697
CD-Abell-2218,2HERMES S350 SF J163606.8+660639,249.02867,66.11091,0.33049795,0.41982827
CD-Abell-2218,2HERMES S350 SF J163606.8+660711,249.02858,66.11978,1.6975869,0.39387003
CD-Abell-2218,2HERMES S350 SF J163606.8+661450,249.02875,66.247314,19.210665,0.39893454
CD-Abell-2218,2HERMES S350 SF J163606.8+662109,249.02835,66.35266,19.876808,0.5980106
CD-Abell-2218,2HERMES S350 SF J163606.9+661140,249.02878,66.19472,5.78433,0.4149507
CD-Abell-2218,2HERMES S350 SF J163607.1+661531,249.02994,66.258644,38.70253,0.3968938
CD-Abell-2218,2HERMES S350 SF J163607.6+661822,249.0318,66.306175,14.373095,0.44830972
CD-Abell-2218,2HERMES S350 SF J163607.8+662304,249.03291,66.384514,17.136744,0.5726452
CD-Abell-2218,2HERMES S350 SF J163608.6+661647,249.03613,66.27973,11.096478,0.4110345
CD-Abell-2218,2HERMES S350 SF J163608.9+661305,249.03734,66.218124,6.128591,0.38842392
CD-Abell-2218,2HERMES S350 SF J163609.1+662131,249.03795,66.358665,7.285289,0.5665926
CD-Abell-2218,2HERMES S350 SF J163609.4+661914,249.03938,66.32075,4.055026,0.4932941
CD-Abell-2218,2HERMES S350 SF J163609.6+662214,249.04019,66.37075,16.808334,0.5139738
CD-Abell-2218,2HERMES S350 SF J163610.4+661025,249.04367,66.17368,71.81575,0.41635177
CD-Abell-2218,2HERMES S350 SF J163610.6+660936,249.04457,66.16008,6.3782153,0.48084202
CD-Abell-2218,2HERMES S350 SF J163610.7+661449,249.0447,66.24699,0,31.732208
CD-Abell-2218,2HERMES S350 SF J163610.9+661352,249.04576,66.23138,0,29.79086
CD-Abell-2218,2HERMES S350 SF J163611.0+660622,249.04625,66.10619,0,0.48807076
CD-Abell-2218,2HERMES S350 SF J163611.3+660742,249.04732,66.128586,2.8279335,0.4229433
CD-Abell-2218,2HERMES S350 SF J163611.7+660957,249.049,66.165886,16.35339,0.46019897
CD-Abell-2218,2HERMES S350 SF J163612.2+662114,249.05089,66.35406,7.4336867,0.5322328
CD-Abell-2218,2HERMES S350 SF J163612.3+660710,249.05128,66.11964,1.598181,0.43550506
CD-Abell-2218,2HERMES S350 SF J163612.3+661806,249.05127,66.301735,13.360257,0.5442961
CD-Abell-2218,2HERMES S350 SF J163612.4+661822,249.05206,66.30623,10.152929,0.5722353
CD-Abell-2218,2HERMES S350 SF J163613.4+661544,249.05623,66.26232,8.605582,0.4367556
CD-Abell-2218,2HERMES S350 SF J163613.9+661416,249.05824,66.23798,365.88693,0.40489402
CD-Abell-2218,2HERMES S350 SF J163614.0+660903,249.05844,66.15111,13.3303795,0.4460353
CD-Abell-2218,2HERMES S350 SF J163614.0+661608,249.05853,66.269,13.489286,0.42929813
CD-Abell-2218,2HERMES S350 SF J163614.1+660926,249.05882,66.15739,35.880295,0.48349988
CD-Abell-2218,2HERMES S350 SF J163614.8+662054,249.06183,66.34835,6.105649,0.5316045
CD-Abell-2218,2HERMES S350 SF J163614.9+661509,249.06247,66.25251,2.528099,0.4227685
CD-Abell-2218,2HERMES S350 SF J163615.0+661841,249.06268,66.31161,6.11475,0.4664221
CD-Abell-2218,2HERMES S350 SF J163615.2+660415,249.06361,66.070854,5.749376,0.7658883
CD-Abell-2218,2HERMES S350 SF J163615.4+661351,249.06418,66.23103,0,63.635048
CD-Abell-2218,2HERMES S350 SF J163615.6+662133,249.06508,66.35924,18.41967,0.56202435
CD-Abell-2218,2HERMES S350 SF J163615.9+661427,249.06642,66.24085,0,331.83173
CD-Abell-2218,2HERMES S350 SF J163616.0+660727,249.06685,66.12428,8.606418,0.43772188
CD-Abell-2218,2HERMES S350 SF J163616.0+661411,249.06671,66.236626,0,249.95221
CD-Abell-2218,2HERMES S350 SF J163616.1+661014,249.06732,66.17078,14.16419,0.45888886
CD-Abell-2218,2HERMES S350 SF J163616.1+662236,249.06726,66.37692,9.034657,0.62925166
CD-Abell-2218,2HERMES S350 SF J163616.3+660529,249.06801,66.091606,7.2744937,0.5116054
CD-Abell-2218,2HERMES S350 SF J163616.6+662010,249.06926,66.33633,9.299901,0.56920284
CD-Abell-2218,2HERMES S350 SF J163616.8+661444,249.0703,66.24573,105.87721,0.40336388
CD-Abell-2218,2HERMES S350 SF J163617.5+661132,249.07292,66.19236,0,10.854905
CD-Abell-2218,2HERMES S350 SF J163618.1+660447,249.07568,66.07998,10.746744,0.6388804
CD-Abell-2218,2HERMES S350 SF J163618.1+661620,249.07549,66.27236,5.579533,0.44734132
CD-Abell-2218,2HERMES S350 SF J163618.2+661516,249.07622,66.25465,0,12.733205
CD-Abell-2218,2HERMES S350 SF J163618.3+662156,249.07654,66.36569,6.1174173,0.57908386
CD-Abell-2218,2HERMES S350 SF J163618.4+661210,249.07695,66.20278,4.4492493,0.42044207
CD-Abell-2218,2HERMES S350 SF J163618.5+660625,249.0772,66.10719,1.8177238,0.5154923
CD-Abell-2218,2HERMES S350 SF J163618.5+661345,249.07724,66.22917,0,20.185038
CD-Abell-2218,2HERMES S350 SF J163618.5+661701,249.07745,66.28376,5.1842318,0.3821462
CD-Abell-2218,2HERMES S350 SF J163618.7+662227,249.07822,66.37426,9.529671,0.80021083
CD-Abell-2218,2HERMES S350 SF J163619.0+661110,249.07924,66.186356,34.605988,0.4423203
CD-Abell-2218,2HERMES S350 SF J163619.1+661930,249.07964,66.32524,7.317692,0.51596326
CD-Abell-2218,2HERMES S350 SF J163619.1+662031,249.07974,66.34208,7.4611106,0.46936515
CD-Abell-2218,2HERMES S350 SF J163619.2+661009,249.08022,66.169235,13.351407,0.47721714
CD-Abell-2218,2HERMES S350 SF J163619.4+661554,249.08105,66.26521,31.060286,0.4274851
CD-Abell-2218,2HERMES S350 SF J163619.4+661840,249.081,66.31129,7.32875,0.48421448
CD-Abell-2218,2HERMES S350 SF J163620.0+660556,249.0834,66.099045,61.9429,0.5403403
CD-Abell-2218,2HERMES S350 SF J163620.3+661951,249.08495,66.330925,7.942666,0.5005877
CD-Abell-2218,2HERMES S350 SF J163620.5+661412,249.08545,66.23681,17.245407,0.434031
CD-Abell-2218,2HERMES S350 SF J163620.6+660937,249.08603,66.16055,6.732477,0.46257728
CD-Abell-2218,2HERMES S350 SF J163621.2+660409,249.08856,66.06922,14.975854,0.9596282
CD-Abell-2218,2HERMES S350 SF J163621.2+660427,249.0884,66.07442,14.598182,0.73217064
CD-Abell-2218,2HERMES S350 SF J163622.0+661153,249.09206,66.198166,12.129346,0.43394187
CD-Abell-2218,2HERMES S350 SF J163622.3+661754,249.0931,66.29838,0,4.145841
CD-Abell-2218,2HERMES S350 SF J163622.4+662139,249.09355,66.36098,7.474955,0.6169057
CD-Abell-2218,2HERMES S350 SF J163622.5+661624,249.09389,66.27358,11.024545,0.43529174
CD-Abell-2218,2HERMES S350 SF J163622.8+661352,249.095,66.23137,18.929512,0.4311555
CD-Abell-2218,2HERMES S350 SF J163622.9+660636,249.09564,66.11001,15.665583,0.49561128
CD-Abell-2218,2HERMES S350 SF J163623.0+662105,249.09589,66.351616,3.1946914,0.63262224
CD-Abell-2218,2HERMES S350 SF J163623.1+662230,249.09653,66.37514,7.938969,0.59298086
CD-Abell-2218,2HERMES S350 SF J163624.0+660941,249.10016,66.16159,37.7341,0.45206824
CD-Abell-2218,2HERMES S350 SF J163624.3+661916,249.10129,66.3212,67.91121,0.52654094
CD-Abell-2218,2HERMES S350 SF J163625.3+661721,249.10551,66.2893,12.424071,0.43640664
CD-Abell-2218,2HERMES S350 SF J163625.5+661958,249.10661,66.3329,6.2347713,0.57750094
CD-Abell-2218,2HERMES S350 SF J163626.2+661320,249.10939,66.22243,12.409714,0.41799563
CD-Abell-2218,2HERMES S350 SF J163626.4+660520,249.11028,66.08901,5.8065886,0.5146573
CD-Abell-2218,2HERMES S350 SF J163626.4+662135,249.11021,66.359795,9.362187,0.6989528
CD-Abell-2218,2HERMES S350 SF J163626.5+661804,249.11058,66.30131,18.177597,0.41377416
CD-Abell-2218,2HERMES S350 SF J163626.6+660736,249.11104,66.12674,6.3418093,0.44810385
CD-Abell-2218,2HERMES S350 SF J163626.6+661525,249.11092,66.25696,4.7414,0.41020155
CD-Abell-2218,2HERMES S350 SF J163626.8+661437,249.1118,66.24384,3.0408,0.39539155
CD-Abell-2218,2HERMES S350 SF J163626.9+661117,249.11209,66.1881,8.147063,0.40767708
CD-Abell-2218,2HERMES S350 SF J163627.1+661639,249.11322,66.27767,24.817272,0.436516
CD-Abell-2218,2HERMES S350 SF J163627.6+661703,249.1154,66.28434,11.843338,0.46278068
CD-Abell-2218,2HERMES S350 SF J163627.9+661053,249.11647,66.18147,2.7628584,0.43402043
CD-Abell-2218,2HERMES S350 SF J163628.2+660920,249.11769,66.155655,9.47946,0.41595054
CD-Abell-2218,2HERMES S350 SF J163628.7+662002,249.11987,66.33413,13.281093,0.59610665
CD-Abell-2218,2HERMES S350 SF J163628.8+661600,249.12029,66.26674,5.333909,0.3949721
CD-Abell-2218,2HERMES S350 SF J163629.0+660628,249.12102,66.1079,18.805037,0.5331089
CD-Abell-2218,2HERMES S350 SF J163629.1+661841,249.12157,66.31143,15.354839,0.428592
CD-Abell-2218,2HERMES S350 SF J163629.3+661410,249.12233,66.236305,8.527679,0.38342795
CD-Abell-2218,2HERMES S350 SF J163629.3+662302,249.12233,66.38413,18.455366,0.63198787
CD-Abell-2218,2HERMES S350 SF J163629.4+660411,249.12265,66.06993,6.153126,0.5961045
CD-Abell-2218,2HERMES S350 SF J163630.0+660554,249.1254,66.098404,9.621289,0.5211969
CD-Abell-2218,2HERMES S350 SF J163630.2+661151,249.12587,66.19761,5.8841133,0.38734734
CD-Abell-2218,2HERMES S350 SF J163630.4+660722,249.12668,66.12287,8.7379465,0.49438635
CD-Abell-2218,2HERMES S350 SF J163630.8+661227,249.12839,66.207504,15.503162,0.5138623
CD-Abell-2218,2HERMES S350 SF J163630.8+661334,249.1284,66.226135,6.73039,0.39701092
CD-Abell-2218,2HERMES S350 SF J163631.0+660443,249.12921,66.07867,2.689602,0.51227033
CD-Abell-2218,2HERMES S350 SF J163631.5+662216,249.1316,66.37137,16.622662,0.6905342
CD-Abell-2218,2HERMES S350 SF J163631.7+660846,249.13242,66.146164,9.331676,0.43117687
CD-Abell-2218,2HERMES S350 SF J163631.7+661520,249.13249,66.25569,16.00562,0.42449483
CD-Abell-2218,2HERMES S350 SF J163631.7+661817,249.13246,66.30482,2.9914985,0.46980628
CD-Abell-2218,2HERMES S350 SF J163631.8+661057,249.1325,66.1825,7.5489364,0.46085864
CD-Abell-2218,2HERMES S350 SF J163632.3+660351,249.13496,66.06438,13.073974,0.8212479
CD-Abell-2218,2HERMES S350 SF J163632.4+661243,249.13535,66.21199,11.61177,0.459612
CD-Abell-2218,2HERMES S350 SF J163632.4+661734,249.13509,66.293015,0,0.42910594
CD-Abell-2218,2HERMES S350 SF J163632.5+660333,249.13568,66.059265,15.459027,0.68810254
CD-Abell-2218,2HERMES S350 SF J163632.5+660645,249.13571,66.11268,8.458162,0.50334996
CD-Abell-2218,2HERMES S350 SF J163632.6+661924,249.13593,66.32334,2.1749046,0.47587344
CD-Abell-2218,2HERMES S350 SF J163632.7+661213,249.13658,66.203804,22.311853,0.4735841
CD-Abell-2218,2HERMES S350 SF J163632.7+662011,249.1366,66.33641,23.79639,0.55330396
CD-Abell-2218,2HERMES S350 SF J163633.7+660826,249.14082,66.14063,10.549552,0.44799668
CD-Abell-2218,2HERMES S350 SF J163633.8+660915,249.14098,66.15442,15.155276,0.39882016
CD-Abell-2218,2HERMES S350 SF J163634.0+661316,249.14204,66.22129,5.324635,0.41190568
CD-Abell-2218,2HERMES S350 SF J163634.1+661501,249.14232,66.25031,7.0221186,0.4222138
CD-Abell-2218,2HERMES S350 SF J163634.3+661643,249.14333,66.27871,8.343579,0.40992802
CD-Abell-2218,2HERMES S350 SF J163634.4+661043,249.14339,66.17868,17.906536,0.45011213
CD-Abell-2218,2HERMES S350 SF J163634.7+660713,249.14487,66.120476,20.765594,0.63318527
CD-Abell-2218,2HERMES S350 SF J163635.9+660740,249.1496,66.12797,33.73122,0.4450713
CD-Abell-2218,2HERMES S350 SF J163635.9+661533,249.1499,66.25924,2.7825212,0.42743438
CD-Abell-2218,2HERMES S350 SF J163636.2+661139,249.15091,66.194374,25.016172,0.42467487
CD-Abell-2218,2HERMES S350 SF J163636.4+660355,249.15196,66.0653,5.901796,0.6426338
CD-Abell-2218,2HERMES S350 SF J163636.5+660955,249.15216,66.16553,6.4158435,0.40086964
CD-Abell-2218,2HERMES S350 SF J163637.0+660709,249.1543,66.11932,6.3262844,0.6069019
CD-Abell-2218,2HERMES S350 SF J163637.0+661939,249.15445,66.32752,23.5924,0.56838095
CD-Abell-2218,2HERMES S350 SF J163637.3+661621,249.15549,66.27259,1.4553314,0.41946012
CD-Abell-2218,2HERMES S350 SF J163637.4+660303,249.15604,66.05106,12.458116,0.6325916
CD-Abell-2218,2HERMES S350 SF J163637.4+662055,249.1562,66.3487,29.693373,0.584585
CD-Abell-2218,2HERMES S350 SF J163637.5+661909,249.1565,66.319176,5.603753,0.49272156
CD-Abell-2218,2HERMES S350 SF J163637.7+660806,249.15714,66.13518,0,8.497643
CD-Abell-2218,2HERMES S350 SF J163637.8+661958,249.15768,66.33281,26.376093,0.63173544
CD-Abell-2218,2HERMES S350 SF J163637.9+661443,249.15826,66.24554,6.4284506,0.40780893
CD-Abell-2218,2HERMES S350 SF J163638.1+660852,249.15907,66.148,27.482569,0.47810894
CD-Abell-2218,2HERMES S350 SF J163638.5+660433,249.16052,66.07588,11.556845,0.54318017
CD-Abell-2218,2HERMES S350 SF J163638.5+661056,249.16043,66.1824,16.599998,0.4661402
CD-Abell-2218,2HERMES S350 SF J163639.2+662125,249.16345,66.35717,26.672235,0.6969431
CD-Abell-2218,2HERMES S350 SF J163639.5+660527,249.16492,66.0911,11.168878,0.5174998
CD-Abell-2218,2HERMES S350 SF J163639.9+660637,249.16647,66.11053,24.155127,0.50207114
CD-Abell-2218,2HERMES S350 SF J163640.1+661137,249.1672,66.19365,13.5176735,0.4231695
CD-Abell-2218,2HERMES S350 SF J163640.2+661843,249.16786,66.31215,0,0.43545943
CD-Abell-2218,2HERMES S350 SF J163640.8+660611,249.17029,66.10327,12.898647,0.6124803
CD-Abell-2218,2HERMES S350 SF J163641.3+660845,249.17242,66.14601,22.983627,0.47638562
CD-Abell-2218,2HERMES S350 SF J163641.3+660914,249.17218,66.15414,2.4082143,0.41281977
CD-Abell-2218,2HERMES S350 SF J163641.6+661021,249.17337,66.17262,21.433203,0.5291322
CD-Abell-2218,2HERMES S350 SF J163641.6+661226,249.17339,66.20742,12.674588,0.44938663
CD-Abell-2218,2HERMES S350 SF J163642.1+660740,249.1756,66.12784,6.2320576,0.45898262
CD-Abell-2218,2HERMES S350 SF J163642.2+661339,249.17613,66.22766,9.552501,0.43903995
CD-Abell-2218,2HERMES S350 SF J163643.5+660309,249.18166,66.052765,17.819214,0.50722355
CD-Abell-2218,2HERMES S350 SF J163643.5+660539,249.18156,66.09421,27.84033,0.60211754
CD-Abell-2218,2HERMES S350 SF J163643.5+661740,249.18134,66.29466,22.490578,0.38788605
CD-Abell-2218,2HERMES S350 SF J163643.8+661307,249.18271,66.21865,35.275436,0.40762207
CD-Abell-2218,2HERMES S350 SF J163643.9+660608,249.18324,66.102455,22.852962,0.77153593
CD-Abell-2218,2HERMES S350 SF J163643.9+661015,249.1832,66.171,18.581802,0.5565499
CD-Abell-2218,2HERMES S350 SF J163644.1+661045,249.18382,66.17936,15.660874,0.41382185
CD-Abell-2218,2HERMES S350 SF J163644.1+661200,249.18378,66.20022,10.761028,0.4282661
CD-Abell-2218,2HERMES S350 SF J163644.1+661357,249.18393,66.23261,4.336666,0.510845
CD-Abell-2218,2HERMES S350 SF J163644.4+661421,249.18536,66.2392,4.8571153,0.429268
CD-Abell-2218,2HERMES S350 SF J163644.6+661233,249.18625,66.20931,7.8056154,0.43610838
CD-Abell-2218,2HERMES S350 SF J163645.2+660649,249.18866,66.11387,0.22947507,0.54107654
CD-Abell-2218,2HERMES S350 SF J163645.3+661139,249.1888,66.19444,12.57672,0.45646933
CD-Abell-2218,2HERMES S350 SF J163645.6+661546,249.1903,66.26302,17.955683,0.4350491
CD-Abell-2218,2HERMES S350 SF J163646.1+661457,249.19241,66.24937,13.529338,0.43847236
CD-Abell-2218,2HERMES S350 SF J163646.2+660621,249.19266,66.1061,1.212564,0.6794115
CD-Abell-2218,2HERMES S350 SF J163647.0+660500,249.19595,66.08361,18.262764,0.5350078
CD-Abell-2218,2HERMES S350 SF J163647.2+661349,249.19681,66.230286,13.616949,0.5244018
CD-Abell-2218,2HERMES S350 SF J163647.4+661710,249.19777,66.28634,7.9450455,0.42365986
CD-Abell-2218,2HERMES S350 SF J163647.5+661003,249.19817,66.167534,26.25893,0.5792404
CD-Abell-2218,2HERMES S350 SF J163647.7+661934,249.19914,66.326324,7.0173726,0.5344876
CD-Abell-2218,2HERMES S350 SF J163647.7+662055,249.19884,66.348724,17.445877,0.69959795
CD-Abell-2218,2HERMES S350 SF J163647.8+660750,249.19951,66.1307,4.1591973,0.50308174
CD-Abell-2218,2HERMES S350 SF J163648.2+661046,249.20119,66.17948,24.285017,0.44980645
CD-Abell-2218,2HERMES S350 SF J163648.7+660415,249.20296,66.07105,16.366446,0.48291868
CD-Abell-2218,2HERMES S350 SF J163649.3+661747,249.20566,66.29655,3.907154,0.44129696
CD-Abell-2218,2HERMES S350 SF J163649.9+660949,249.20816,66.16374,16.280905,0.8171261
CD-Abell-2218,2HERMES S350 SF J163650.2+660937,249.20956,66.16034,14.438077,0.7936096
CD-Abell-2218,2HERMES S350 SF J163650.4+661346,249.21019,66.229515,8.302521,0.48485157
CD-Abell-2218,2HERMES S350 SF J163650.4+661532,249.21039,66.259056,14.991372,0.47051314
CD-Abell-2218,2HERMES S350 SF J163650.6+661602,249.21124,66.267334,13.518224,0.4535395
CD-Abell-2218,2HERMES S350 SF J163650.8+661504,249.21196,66.25119,5.7055197,0.44604477
CD-Abell-2218,2HERMES S350 SF J163651.0+661937,249.21275,66.327156,4.168541,0.52751744
CD-Abell-2218,2HERMES S350 SF J163651.2+661018,249.21344,66.17187,9.742689,0.5258985
CD-Abell-2218,2HERMES S350 SF J163651.3+661407,249.21407,66.23532,11.548069,0.43963233
CD-Abell-2218,2HERMES S350 SF J163651.4+660738,249.21425,66.127266,15.156871,0.6087968
CD-Abell-2218,2HERMES S350 SF J163651.7+660919,249.21547,66.155334,6.9360538,0.5462601
CD-Abell-2218,2HERMES S350 SF J163652.3+661200,249.21814,66.20025,9.558802,0.48556575
CD-Abell-2218,2HERMES S350 SF J163653.1+661216,249.22136,66.204544,10.399531,0.5406611
CD-Abell-2218,2HERMES S350 SF J163653.3+660847,249.22223,66.1465,19.822329,0.5889684
CD-Abell-2218,2HERMES S350 SF J163653.9+662017,249.22466,66.33821,17.492714,0.61271405
CD-Abell-2218,2HERMES S350 SF J163654.2+660832,249.22621,66.14238,14.91841,0.57712257
CD-Abell-2218,2HERMES S350 SF J163654.2+661018,249.22607,66.17193,8.97098,0.5225884
CD-Abell-2218,2HERMES S350 SF J163654.8+660714,249.22855,66.12077,8.821653,0.5452807
CD-Abell-2218,2HERMES S350 SF J163654.9+661448,249.22882,66.24673,7.1555147,0.44020802
CD-Abell-2218,2HERMES S350 SF J163655.3+660753,249.23047,66.131546,16.110806,0.50631166
CD-Abell-2218,2HERMES S350 SF J163655.5+661844,249.23154,66.31228,20.53393,0.49731734
CD-Abell-2218,2HERMES S350 SF J163657.5+661226,249.23993,66.20747,18.453773,0.45377365
CD-Abell-2218,2HERMES S350 SF J163657.9+660936,249.24141,66.16006,8.772498,0.45788312
CD-Abell-2218,2HERMES S350 SF J163657.9+661335,249.24144,66.226494,8.3947315,0.48881525
CD-Abell-2218,2HERMES S350 SF J163658.0+661114,249.24173,66.18736,3.1710706,0.53079355
CD-Abell-2218,2HERMES S350 SF J163658.5+661536,249.24376,66.2602,35.404484,0.4735756
CD-Abell-2218,2HERMES S350 SF J163658.8+661432,249.24521,66.24244,32.55361,0.44148883
CD-Abell-2218,2HERMES S350 SF J163659.1+660903,249.24648,66.15101,8.018955,0.45401642
CD-Abell-2218,2HERMES S350 SF J163659.5+661700,249.2481,66.28352,1.727663,0.47002763
CD-Abell-2218,2HERMES S350 SF J163700.0+661409,249.25027,66.23605,17.797146,0.441675
CD-Abell-2218,2HERMES S350 SF J163700.1+661244,249.25044,66.212265,13.450564,0.5617672
CD-Abell-2218,2HERMES S350 SF J163701.0+661047,249.25421,66.17993,6.0635667,0.49083573
CD-Abell-2218,2HERMES S350 SF J163701.3+661120,249.25575,66.18909,13.454012,0.6079907
CD-Abell-2218,2HERMES S350 SF J163701.5+661027,249.25647,66.17442,1.7456901,0.49986002
CD-Abell-2218,2HERMES S350 SF J163701.8+661204,249.25768,66.20125,4.13796,0.5046027
CD-Abell-2218,2HERMES S350 SF J163702.0+661801,249.25853,66.30045,13.928949,0.5572165
CD-Abell-2218,2HERMES S350 SF J163702.9+661839,249.2622,66.310875,3.0831347,0.640462
