Catalog of Fluxes for Abell 2218 using /data/mercado/SPIRE/hermes_clusters/a2218_PSW_nr_1.fits 
Mean percent error of XID flux with HeDam Flux is: 72.55292814243826 
Source Num     Pixel x          Pixel y     HeDam Flux         XID flux     DAO flux     Peak Flux 
416              176.96829       191.00369       0.00000          0.01867        0.01532        0.02088  
417              208.93778       191.39198       0.00805          0.00308        0.01220        0.01625  
418              65.04549       192.80360       0.01084          0.00944        0.01627        0.01322  
419              72.96285       193.42192       0.00000          0.01246        0.01541        0.01612  
420              98.81430       193.22462       0.00000          0.01294        0.01706        0.01608  
421              125.68538       192.72682       0.00000          0.00343        0.01569        0.01166  
422              172.22996       193.33188       0.00000          0.02249        0.01848        0.04053  
423              59.04747       192.79133       0.02032          0.01917        0.01602        0.02269  
424              80.16046       193.97417       0.03315          0.03470        0.02375        0.01990  
425              165.99204       193.86011       0.00000          0.01772        0.02231        0.01975  
426              191.54370       195.14903       0.03821          0.00489        0.00818        0.02633  
427              208.75788       192.05800       0.01311          0.00478        0.01220        0.01625  
428              95.39540       194.86256       0.01156          0.01561        0.02402        0.02321  
429              199.16129       196.31261       0.00860          0.00164        0.00741        0.02633  
430              204.01962       194.83632       0.01311          0.00508        0.00906        0.01625  
431              211.87713       195.74782       0.01311          0.00698        0.01844        0.01625  
432              222.85356       195.32703       0.00805          0.04870        0.08213        0.07757  
433              78.30102       195.34811       0.00000          0.00581        0.01894        0.01622  
434              114.58904       197.32882       0.01363          0.00948        0.01033        0.01263  
435              128.56444       196.83082       0.00000          0.01305        0.01970        0.01166  
436              160.23410       199.06830       0.00000          0.01869        0.01112        0.02228  
437              200.12102       196.93656       0.00860          0.00265        0.00741        0.01906  
438              90.95678       198.35448       0.00890          0.01874        0.02588        0.12160  
439              103.43271       197.50871       0.00000          0.01621        0.01751        0.01614  
440              149.79751       199.44656       0.00000          0.01622        0.03152        0.02120  
441              194.00308       198.25091       0.03821          0.00792        0.00818        0.02633  
442              64.68530       199.43362       0.00000          0.00223        0.00871        0.01322  
443              98.27435       199.99264       0.00000          0.00903        0.01751        0.01608  
444              156.45533       199.06841       0.00000          0.03078        0.02094        0.01157  
445              83.75909       199.84230       0.00000          0.00770        0.00846        0.01187  
446              119.20751       201.30085       0.02097          0.01460        0.02039        0.01963  
447              129.34421       201.66084       0.00000          0.00557        0.01335        0.01166  
448              172.65011       200.60390       0.01973          0.02145        0.03456        0.03991  
449              190.82423       200.49509       0.03821          0.03276        0.02712        0.02633  
450              141.10040       202.50673       0.01929          0.00191        0.03152        0.03046  
451              146.01880       202.33865       0.01929          0.02415        0.03152        0.03046  
452              162.87336       202.93224       0.00000          0.00607        0.00928        0.02228  
453              204.67994       202.93033       0.00860          0.00705        0.01236        0.01906  
454              64.32515       205.37963       0.00000          0.00606        0.01383        0.01165  
455              132.82311       204.61883       0.00815          0.00426        0.01335        0.01148  
456              187.10563       204.28130       0.03821          0.00808        0.02712        0.01206  
457              66.78437       205.19974       0.03159          0.02363        0.02636        0.01165  
458              164.07304       204.78022       0.00000          0.00602        0.00792        0.02228  
459              169.11149       206.67606       0.00000          0.00200        0.00792        0.03991  
460              54.96801       207.62321       0.00000          0.01701        0.00864        0.01240  
461              116.08851       205.90886       0.02097          0.00109        0.02039        0.01963  
462              151.89701       206.93455       0.00000          0.01083        0.00905        0.01507  
463              85.37832       208.00839       0.00000          0.00310        0.01411        0.12160  
464              122.86632       207.21088       0.02097          0.00573        0.02039        0.01963  
465              156.09570       208.30846       0.00000          0.01283        0.01985        0.06853  
466              180.38799       208.71564       0.00000          0.00140        0.00758        0.01788  
467              108.29097       209.88682       0.00609          0.00851        0.01533        0.01931  
468              168.63171       208.55409       0.00000          0.00176        0.00792        0.03991  
469              172.53049       208.99795       0.00000          0.01171        0.01399        0.03991  
470              195.08342       210.05293       0.00860          0.00130        0.00637        0.02080  
471              62.16558       210.62357       0.00000          0.00476        0.01383        0.02269  
472              90.59656       211.48254       0.03264          0.03042        0.03965        0.12160  
473              139.06120       212.41280       0.00000          0.01647        0.03317        0.02283  
474              176.90908       208.51778       0.00000          0.01118        0.00758        0.01788  
475              73.92181       212.21405       0.01240          0.00580        0.01926        0.02624  
476              106.13162       212.86882       0.00000          0.00450        0.01211        0.01931  
477              111.94979       211.88487       0.00000          0.00699        0.01384        0.01931  
478              195.98334       213.44291       0.00860          0.00130        0.00637        0.02633  
479              97.49432       214.64470       0.00586          0.00233        0.00782        0.12160  
480              126.22527       214.23091       0.01168          0.00089        0.02566        0.03883  
481              134.92252       213.15685       0.01168          0.01239        0.02566        0.01148  
482              57.90669       215.11741       0.00000          0.03639        0.02940        0.02269  
483              119.02754       215.32292       0.00000          0.00076        0.01384        0.03883  
484              163.59353       215.07629       0.00000          0.01157        0.02026        0.01201  
485              171.87090       213.95401       0.00000          0.00459        0.01399        0.03991  
486              81.47928       216.80433       0.05218          0.03454        0.04101        0.01990  
487              108.53080       218.61688       0.00000          0.00715        0.01250        0.01931  
488              66.60384       218.20781       0.01245          0.00094        0.01474        0.02955  
489              101.45301       218.32879       0.00586          0.00228        0.00973        0.01931  
490              70.62251       220.45799       0.01245          0.00743        0.01474        0.01272  
491              86.21778       217.39846       0.01301          0.01604        0.01533        0.01435  
492              100.01345       219.02477       0.00586          0.00114        0.00973        0.01931  
493              79.01994       219.78627       0.00550          0.00109        0.04101        0.01990  
494              110.81007       220.89091       0.03172          0.02511        0.02904        0.01263  
495              62.16501       222.42566       0.01245          0.01356        0.02940        0.02955  
496              129.88418       224.53296       0.00433          0.00186        0.00740        0.01166  
497              80.99922       222.89436       0.05218          0.00188        0.00895        0.01800  
498              75.78071       226.09222       0.01245          0.00251        0.01008        0.01435  
499              86.51747       224.81453       0.01301          0.01754        0.02948        0.01435  
500              105.05179       225.44488       0.01250          0.00612        0.01095        0.02097  
501              118.60764       226.19499       0.00433          0.00646        0.02377        0.02021  
502              128.32467       226.74099       0.00433          0.02650        0.02408        0.01166  
503              80.03934       228.12037       0.05218          0.00107        0.00895        0.01435  
504              92.27563       228.09669       0.02504          0.02342        0.02948        0.02818  
505              133.72304       228.59497       0.00433          0.01299        0.02408        0.05780  
506              82.37860       229.33245       0.02504          0.00115        0.00856        0.01435  
507              68.34280       229.90798       0.01245          0.00282        0.00864        0.01539  
508              101.51281       229.02686       0.01250          0.00582        0.00868        0.02508  
509              83.27826       231.43849       0.02504          0.00197        0.00856        0.01435  
510              105.23165       231.79294       0.01250          0.00276        0.00757        0.01931  
511              120.16715       232.43504       0.00433          0.01945        0.02290        0.01177  
512              78.47961       233.97038       0.01245          0.00321        0.01405        0.02414  
513              97.85380       235.36886       0.02504          0.01232        0.01344        0.01670  
514              66.42318       234.30595       0.01245          0.01129        0.01633        0.01539  
515              83.99789       236.31056       0.02504          0.00236        0.03096        0.01870  
516              85.55741       237.01261       0.02504          0.00584        0.03096        0.01870  
517              105.41150       238.90900       0.02660          0.02083        0.02538        0.01715  
518              75.36029       240.67834       0.01245          0.01975        0.02981        0.02414  
519              82.61815       240.99057       0.02504          0.01965        0.03096        0.01870  
520              92.75509       245.07086       0.02660          0.00291        0.01144        0.12160  
521              94.25467       244.31488       0.02660          0.00370        0.01144        0.01608  
522              110.27001       244.14111       0.02660          0.05535        0.03947        0.01469  
523              77.87935       246.21649       0.02504          0.01306        0.02981        0.01622  
