Field,IAU,RA,Dec,F500,e_F500
CD-Abell-2218,2HERMES S500 SF J163515.1+662106,248.81314,66.35181,25.331467,0.7983361
CD-Abell-2218,2HERMES S500 SF J163515.5+661550,248.81487,66.26391,4.5426044,0.6136838
CD-Abell-2218,2HERMES S500 SF J163515.7+660645,248.81569,66.11259,11.15061,0.83691454
CD-Abell-2218,2HERMES S500 SF J163516.7+662016,248.81987,66.337845,9.463158,0.7071188
CD-Abell-2218,2HERMES S500 SF J163517.1+661945,248.82138,66.32935,14.801568,0.70026743
CD-Abell-2218,2HERMES S500 SF J163517.4+661410,248.82253,66.23618,10.897555,0.51674163
CD-Abell-2218,2HERMES S500 SF J163517.6+661254,248.82375,66.21504,14.152902,0.5632527
CD-Abell-2218,2HERMES S500 SF J163517.6+661456,248.82346,66.24911,14.432953,0.51433164
CD-Abell-2218,2HERMES S500 SF J163519.3+660903,248.83069,66.15092,27.135075,0.51812637
CD-Abell-2218,2HERMES S500 SF J163521.6+661225,248.84041,66.206985,8.358441,0.48141226
CD-Abell-2218,2HERMES S500 SF J163522.4+662105,248.84366,66.35163,10.943112,1.1628388
CD-Abell-2218,2HERMES S500 SF J163522.7+660651,248.84465,66.114174,7.268048,0.8282464
CD-Abell-2218,2HERMES S500 SF J163522.8+661434,248.84517,66.242805,10.077507,0.5333975
CD-Abell-2218,2HERMES S500 SF J163522.9+661341,248.84546,66.228165,18.840338,0.5046757
CD-Abell-2218,2HERMES S500 SF J163523.0+660949,248.84618,66.16377,5.9339814,0.49411225
CD-Abell-2218,2HERMES S500 SF J163523.5+660731,248.84814,66.125435,8.836841,0.75032693
CD-Abell-2218,2HERMES S500 SF J163524.2+662203,248.85098,66.36776,17.615921,0.9483746
CD-Abell-2218,2HERMES S500 SF J163525.2+662012,248.85513,66.33674,19.599722,1.1394117
CD-Abell-2218,2HERMES S500 SF J163525.3+662028,248.85565,66.34124,0.3998713,1.5134398
CD-Abell-2218,2HERMES S500 SF J163526.2+660854,248.85922,66.14852,10.534655,0.5034111
CD-Abell-2218,2HERMES S500 SF J163526.7+660558,248.86153,66.0995,10.625822,0.63171875
CD-Abell-2218,2HERMES S500 SF J163527.9+660632,248.86642,66.10899,5.9200444,0.6207961
CD-Abell-2218,2HERMES S500 SF J163528.1+661431,248.86737,66.2422,6.748653,0.488468
CD-Abell-2218,2HERMES S500 SF J163528.9+660509,248.87062,66.08584,23.824242,0.73825014
CD-Abell-2218,2HERMES S500 SF J163529.1+661128,248.8713,66.191246,5.4030614,0.47939834
CD-Abell-2218,2HERMES S500 SF J163529.9+660747,248.87479,66.12972,5.870754,0.56700045
CD-Abell-2218,2HERMES S500 SF J163530.5+661054,248.8773,66.18185,7.3316436,0.5087311
CD-Abell-2218,2HERMES S500 SF J163530.7+661912,248.8781,66.320114,7.8772926,0.56788814
CD-Abell-2218,2HERMES S500 SF J163531.3+661018,248.88046,66.17173,13.956833,0.50476927
CD-Abell-2218,2HERMES S500 SF J163531.4+661632,248.88086,66.27578,8.725318,0.5378191
CD-Abell-2218,2HERMES S500 SF J163531.5+660924,248.8815,66.15676,5.697104,0.53181416
CD-Abell-2218,2HERMES S500 SF J163532.1+661957,248.88412,66.332596,8.009207,0.60947454
CD-Abell-2218,2HERMES S500 SF J163532.2+660457,248.88445,66.0826,14.964596,0.84153116
CD-Abell-2218,2HERMES S500 SF J163532.3+660424,248.88484,66.07336,13.491967,0.705656
CD-Abell-2218,2HERMES S500 SF J163532.4+660857,248.88512,66.14932,9.899575,0.547062
CD-Abell-2218,2HERMES S500 SF J163532.4+661327,248.88509,66.22431,14.652153,0.51952064
CD-Abell-2218,2HERMES S500 SF J163533.2+661507,248.88847,66.252045,3.6610906,0.6306091
CD-Abell-2218,2HERMES S500 SF J163534.3+660736,248.8931,66.12683,12.243222,0.670349
CD-Abell-2218,2HERMES S500 SF J163535.8+660650,248.89955,66.114136,2.6559777,0.52535784
CD-Abell-2218,2HERMES S500 SF J163536.4+662032,248.90169,66.34229,9.889891,0.75571924
CD-Abell-2218,2HERMES S500 SF J163537.4+661749,248.90617,66.29714,11.493906,0.60811377
CD-Abell-2218,2HERMES S500 SF J163537.9+661928,248.90814,66.324486,14.528191,0.5680069
CD-Abell-2218,2HERMES S500 SF J163538.4+661325,248.91026,66.22372,11.484713,0.46281815
CD-Abell-2218,2HERMES S500 SF J163538.4+661548,248.91026,66.2636,4.808698,0.48592517
CD-Abell-2218,2HERMES S500 SF J163538.6+660727,248.91096,66.124306,20.999233,0.5888392
CD-Abell-2218,2HERMES S500 SF J163539.4+661417,248.91426,66.23825,14.847485,0.47818124
CD-Abell-2218,2HERMES S500 SF J163540.4+660446,248.91858,66.07961,5.9683094,0.66200835
CD-Abell-2218,2HERMES S500 SF J163540.9+661145,248.92058,66.19584,21.620213,0.4942065
CD-Abell-2218,2HERMES S500 SF J163542.0+660612,248.92526,66.10346,12.571748,0.5316711
CD-Abell-2218,2HERMES S500 SF J163543.2+661215,248.93034,66.20433,5.333139,0.49603745
CD-Abell-2218,2HERMES S500 SF J163543.6+661039,248.93207,66.17765,3.4053965,0.46944478
CD-Abell-2218,2HERMES S500 SF J163544.5+662006,248.93555,66.33515,17.356443,0.6475694
CD-Abell-2218,2HERMES S500 SF J163544.9+661543,248.93742,66.262146,9.082196,0.4460103
CD-Abell-2218,2HERMES S500 SF J163545.8+660851,248.94107,66.14765,3.2815864,0.44946885
CD-Abell-2218,2HERMES S500 SF J163547.2+661757,248.94681,66.29925,11.42795,0.49891883
CD-Abell-2218,2HERMES S500 SF J163547.8+661859,248.94952,66.31653,23.64574,0.58495957
CD-Abell-2218,2HERMES S500 SF J163547.8+661943,248.94934,66.32876,23.561695,0.6871633
CD-Abell-2218,2HERMES S500 SF J163548.4+660728,248.95192,66.12469,5.1504836,0.53445905
CD-Abell-2218,2HERMES S500 SF J163549.3+661304,248.95578,66.21803,6.5969553,0.4663038
CD-Abell-2218,2HERMES S500 SF J163550.3+660630,248.95963,66.10856,17.932575,0.65588385
CD-Abell-2218,2HERMES S500 SF J163550.3+661210,248.95998,66.202995,34.938705,0.60125595
CD-Abell-2218,2HERMES S500 SF J163550.5+661403,248.96043,66.23428,2.6345387,0.45814884
CD-Abell-2218,2HERMES S500 SF J163551.6+661459,248.96521,66.249756,12.451807,0.5406434
CD-Abell-2218,2HERMES S500 SF J163551.7+660945,248.96564,66.16261,13.262468,0.51403755
CD-Abell-2218,2HERMES S500 SF J163552.2+660658,248.9679,66.11627,12.308565,0.6133563
CD-Abell-2218,2HERMES S500 SF J163552.3+660827,248.96817,66.14087,3.1405704,0.4889602
CD-Abell-2218,2HERMES S500 SF J163552.9+661642,248.97054,66.27861,22.404203,0.51959234
CD-Abell-2218,2HERMES S500 SF J163553.3+660552,248.97243,66.09799,22.240665,0.5608413
CD-Abell-2218,2HERMES S500 SF J163554.2+661217,248.97612,66.20489,54.92656,0.8557328
CD-Abell-2218,2HERMES S500 SF J163554.3+660741,248.97638,66.12819,8.943455,0.53032374
CD-Abell-2218,2HERMES S500 SF J163554.3+661520,248.97629,66.255684,8.738135,0.5586786
CD-Abell-2218,2HERMES S500 SF J163554.6+661238,248.9777,66.21076,67.79186,0.7114247
CD-Abell-2218,2HERMES S500 SF J163554.6+662039,248.97775,66.34418,15.000524,0.62866604
CD-Abell-2218,2HERMES S500 SF J163554.9+661150,248.9791,66.19743,9.901838,0.7127724
CD-Abell-2218,2HERMES S500 SF J163555.3+661825,248.98045,66.30698,6.876062,0.6416787
CD-Abell-2218,2HERMES S500 SF J163555.8+661310,248.98279,66.21964,30.866316,0.53766257
CD-Abell-2218,2HERMES S500 SF J163556.0+661033,248.98346,66.17589,9.659022,0.73425317
CD-Abell-2218,2HERMES S500 SF J163556.1+661412,248.98405,66.23685,10.838313,0.4561995
CD-Abell-2218,2HERMES S500 SF J163556.3+661801,248.98477,66.30046,44.603012,0.55970937
CD-Abell-2218,2HERMES S500 SF J163558.6+660633,248.99455,66.10939,9.806307,0.50495523
CD-Abell-2218,2HERMES S500 SF J163558.9+660717,248.99545,66.12149,11.162268,0.5052745
CD-Abell-2218,2HERMES S500 SF J163601.0+660959,249.00435,66.16649,24.136679,0.55679053
CD-Abell-2218,2HERMES S500 SF J163601.0+661042,249.00423,66.17854,14.675357,0.64865845
CD-Abell-2218,2HERMES S500 SF J163601.0+661721,249.00456,66.28926,17.465588,0.54560924
CD-Abell-2218,2HERMES S500 SF J163601.1+660550,249.00493,66.09738,5.99364,0.60532486
CD-Abell-2218,2HERMES S500 SF J163601.2+660913,249.00513,66.15379,8.115187,0.54289407
CD-Abell-2218,2HERMES S500 SF J163602.5+662035,249.01082,66.34314,23.375368,0.6671489
CD-Abell-2218,2HERMES S500 SF J163602.9+661312,249.01231,66.22007,0,16.717983
CD-Abell-2218,2HERMES S500 SF J163603.9+661944,249.01648,66.329,50.044365,0.60721964
CD-Abell-2218,2HERMES S500 SF J163605.7+661252,249.02393,66.21452,21.185017,0.52191323
CD-Abell-2218,2HERMES S500 SF J163605.9+660936,249.02464,66.16025,15.509175,0.55536705
CD-Abell-2218,2HERMES S500 SF J163605.9+661653,249.02487,66.28154,3.4022613,0.7255427
CD-Abell-2218,2HERMES S500 SF J163606.5+661219,249.02733,66.2053,11.102199,0.7094839
CD-Abell-2218,2HERMES S500 SF J163606.7+661603,249.02824,66.26752,0,18.560818
CD-Abell-2218,2HERMES S500 SF J163606.9+661446,249.02887,66.246376,2.4160376,0.47753677
CD-Abell-2218,2HERMES S500 SF J163606.9+662159,249.02888,66.366554,25.259296,0.85099274
CD-Abell-2218,2HERMES S500 SF J163607.6+661532,249.03177,66.25911,42.6599,0.49570903
CD-Abell-2218,2HERMES S500 SF J163607.8+662112,249.03268,66.3535,24.210558,0.7251801
CD-Abell-2218,2HERMES S500 SF J163608.0+661804,249.03354,66.30132,4.8143163,0.5591753
CD-Abell-2218,2HERMES S500 SF J163610.2+661027,249.04283,66.17432,52.704826,0.56255895
CD-Abell-2218,2HERMES S500 SF J163612.4+661817,249.05208,66.30482,14.163815,0.58506334
CD-Abell-2218,2HERMES S500 SF J163612.7+660946,249.05301,66.163,0,37.766434
CD-Abell-2218,2HERMES S500 SF J163613.4+660956,249.05594,66.16577,20.752443,0.5524592
CD-Abell-2218,2HERMES S500 SF J163614.0+661401,249.05855,66.233635,11.326884,0.5463139
CD-Abell-2218,2HERMES S500 SF J163614.3+661603,249.05986,66.26766,6.258317,0.5676617
CD-Abell-2218,2HERMES S500 SF J163614.6+660921,249.06111,66.155846,29.303377,0.5485827
CD-Abell-2218,2HERMES S500 SF J163615.1+660722,249.06314,66.12302,1.639967,0.5667999
CD-Abell-2218,2HERMES S500 SF J163615.8+661503,249.06607,66.25093,6.45946,0.50655705
CD-Abell-2218,2HERMES S500 SF J163616.6+662004,249.06929,66.33448,7.7942543,0.72725666
CD-Abell-2218,2HERMES S500 SF J163617.3+661019,249.07234,66.1722,11.881181,0.50984097
CD-Abell-2218,2HERMES S500 SF J163619.0+661556,249.07956,66.265755,17.214212,0.5760625
CD-Abell-2218,2HERMES S500 SF J163619.1+661112,249.07962,66.18674,21.702072,0.48942858
CD-Abell-2218,2HERMES S500 SF J163619.4+660553,249.08102,66.09831,32.622192,0.55311084
CD-Abell-2218,2HERMES S500 SF J163620.4+660810,249.0853,66.136215,3.6545959,0.59065264
CD-Abell-2218,2HERMES S500 SF J163620.5+661402,249.08565,66.23412,8.2269945,0.529558
CD-Abell-2218,2HERMES S500 SF J163621.5+661159,249.09,66.19992,9.124453,0.50674564
CD-Abell-2218,2HERMES S500 SF J163621.7+660633,249.09079,66.10937,12.62181,0.57855666
CD-Abell-2218,2HERMES S500 SF J163623.0+661626,249.09601,66.27406,5.552306,0.5600323
CD-Abell-2218,2HERMES S500 SF J163623.1+660943,249.09663,66.16197,26.219028,0.54275966
CD-Abell-2218,2HERMES S500 SF J163624.1+661915,249.10066,66.32103,48.32204,0.5920565
CD-Abell-2218,2HERMES S500 SF J163624.9+660738,249.10393,66.127235,5.4022884,0.5386946
CD-Abell-2218,2HERMES S500 SF J163625.5+661334,249.10655,66.226234,5.9604807,0.49732813
CD-Abell-2218,2HERMES S500 SF J163625.8+661757,249.10757,66.29937,7.4078026,0.48289603
CD-Abell-2218,2HERMES S500 SF J163626.8+661714,249.11179,66.287254,7.435514,0.5186374
CD-Abell-2218,2HERMES S500 SF J163627.5+661414,249.11494,66.237366,5.02612,0.50326055
CD-Abell-2218,2HERMES S500 SF J163627.8+661641,249.116,66.27822,11.130593,0.5383376
CD-Abell-2218,2HERMES S500 SF J163628.3+660927,249.11823,66.1575,8.653769,0.49572107
CD-Abell-2218,2HERMES S500 SF J163629.3+660625,249.12212,66.107086,22.064066,0.7532645
CD-Abell-2218,2HERMES S500 SF J163629.3+661823,249.12244,66.30649,6.827169,0.58928394
CD-Abell-2218,2HERMES S500 SF J163632.3+661155,249.13493,66.19888,8.330367,0.6084861
CD-Abell-2218,2HERMES S500 SF J163632.3+661221,249.13477,66.20602,23.816065,0.5584363
CD-Abell-2218,2HERMES S500 SF J163632.3+661523,249.13467,66.2566,5.088098,0.49537167
CD-Abell-2218,2HERMES S500 SF J163633.3+660715,249.13896,66.120865,20.03815,0.58202
CD-Abell-2218,2HERMES S500 SF J163633.5+660839,249.13962,66.144226,8.357463,0.49778157
CD-Abell-2218,2HERMES S500 SF J163633.5+661047,249.13976,66.17996,20.882471,0.51599973
CD-Abell-2218,2HERMES S500 SF J163634.3+660915,249.14296,66.1542,6.826021,0.4876127
CD-Abell-2218,2HERMES S500 SF J163635.7+660744,249.1489,66.12901,17.615948,0.58513355
CD-Abell-2218,2HERMES S500 SF J163637.0+661139,249.15417,66.19421,19.25789,0.51474494
CD-Abell-2218,2HERMES S500 SF J163639.6+661051,249.16527,66.18097,12.551413,0.5648378
CD-Abell-2218,2HERMES S500 SF J163640.0+660851,249.16672,66.147675,30.561264,0.5118648
CD-Abell-2218,2HERMES S500 SF J163643.0+661233,249.1795,66.20934,11.545498,0.669024
CD-Abell-2218,2HERMES S500 SF J163643.1+661018,249.17984,66.17183,19.508842,0.58711064
CD-Abell-2218,2HERMES S500 SF J163643.8+661308,249.18277,66.21913,23.297281,0.56759614
CD-Abell-2218,2HERMES S500 SF J163644.3+661738,249.18462,66.29411,15.808476,0.48335987
CD-Abell-2218,2HERMES S500 SF J163644.6+661149,249.18605,66.196976,14.974719,0.5448836
CD-Abell-2218,2HERMES S500 SF J163647.2+661048,249.19707,66.18026,22.26269,0.7350999
CD-Abell-2218,2HERMES S500 SF J163647.3+661351,249.1973,66.23102,12.257241,0.5595476
CD-Abell-2218,2HERMES S500 SF J163648.1+661545,249.20058,66.26256,9.953067,0.70331514
CD-Abell-2218,2HERMES S500 SF J163648.2+660954,249.20087,66.16518,20.487679,0.63714135
CD-Abell-2218,2HERMES S500 SF J163650.1+661931,249.20914,66.32552,4.243203,0.61458856
CD-Abell-2218,2HERMES S500 SF J163650.4+661505,249.21,66.251564,5.990845,0.77158433
CD-Abell-2218,2HERMES S500 SF J163651.1+661018,249.21332,66.17179,6.399712,0.6035272
CD-Abell-2218,2HERMES S500 SF J163651.2+660927,249.21342,66.15768,11.608913,0.6099832
CD-Abell-2218,2HERMES S500 SF J163653.4+660743,249.22292,66.12862,13.86281,0.6311709
CD-Abell-2218,2HERMES S500 SF J163653.5+660843,249.2231,66.145294,21.1428,0.4928
CD-Abell-2218,2HERMES S500 SF J163653.6+661216,249.22339,66.20471,14.382568,0.55978125
CD-Abell-2218,2HERMES S500 SF J163655.4+661840,249.23091,66.31128,7.5858936,0.6332754
CD-Abell-2218,2HERMES S500 SF J163657.7+661343,249.24054,66.22887,5.985103,0.65334886
CD-Abell-2218,2HERMES S500 SF J163657.8+661537,249.24113,66.260445,21.133667,0.57585806
CD-Abell-2218,2HERMES S500 SF J163658.4+660912,249.24336,66.15348,6.9572983,0.5764384
CD-Abell-2218,2HERMES S500 SF J163658.8+661430,249.24509,66.241875,28.23592,0.73411447
CD-Abell-2218,2HERMES S500 SF J163701.3+661240,249.25554,66.21116,19.032003,0.8092588
CD-Abell-2218,2HERMES S500 SF J163701.7+661115,249.25735,66.1876,18.512844,0.739575
CD-Abell-2218,2HERMES S500 SF J163705.4+661012,249.27263,66.17026,7.0305786,0.5470678
CD-Abell-2218,2HERMES S500 SF J163706.7+661537,249.27817,66.26041,3.6735675,0.52820575
CD-Abell-2218,2HERMES S500 SF J163708.8+661038,249.28683,66.17728,8.697518,0.54833496
CD-Abell-2218,2HERMES S500 SF J163709.8+661136,249.29106,66.193565,10.083757,0.70969653
CD-Abell-2218,2HERMES S500 SF J163711.1+661506,249.29666,66.251686,9.054228,0.5717746
CD-Abell-2218,2HERMES S500 SF J163713.4+661411,249.30603,66.23641,12.0326395,0.55128586
CD-Abell-2218,2HERMES S500 SF J163715.3+661448,249.31392,66.24692,10.899906,0.5307763
CD-Abell-2218,2HERMES S500 SF J163715.5+661123,249.31479,66.18987,55.922226,0.66399723
CD-Abell-2218,2HERMES S500 SF J163718.7+661212,249.32814,66.203415,28.733042,0.8526173
