#Nsample
#Chi2
#O1 : emass
#O1 : theta (deg)
#O1 : rc (arcsec)
#O1 : sigma (km/s)
#O2 : emass
#O2 : theta (deg)
#O2 : rc (arcsec)
#O2 : sigma (km/s)
#O3 : sigma (km/s)
#O3 : rcut (arcsec)
#O4 : sigma (km/s)
#O4 : rcut (arcsec)
#Redshift of 2.0
#Redshift of 3.0
#Redshift of 5.0
#Redshift of 6.0
#Redshift of 7.0
#Redshift of 8.0
#Redshift of 9.0
1 26412.566193 0.562217 111.811390 15.187533 11.047071 0.899790 144.476657 13.993694 1629.373940 2998.229133 2.776319 14.495653 8.874976 0.946494 1.836137 1.286228 1.612996 2.316854 4.999140 0.876898 
1 26407.267228 0.232339 107.408340 7.660231 29.227128 0.899990 144.404191 14.384745 1637.005740 2998.700161 2.705447 10.301989 85.772048 1.004852 2.741970 1.340200 1.620839 2.666031 4.991028 0.881362 
1 26416.037658 0.683917 78.255980 8.837601 18.325495 0.899765 144.445904 14.223706 1634.824540 2998.401414 2.704014 24.740980 51.096598 0.983866 2.611098 1.273779 1.607341 2.452601 4.988601 0.875321 
1 26411.507927 0.070435 67.517807 10.214659 38.807286 0.899866 144.453051 14.224186 1633.405152 2998.280952 2.747536 27.573003 52.803756 0.979016 2.105314 1.283986 1.609460 2.430171 4.996130 0.862070 
1 26400.302822 0.267376 92.652232 11.954209 16.511065 0.899959 144.482398 13.819023 1628.711731 2999.872477 2.743973 23.347199 28.699591 0.964369 2.152510 1.322255 1.610352 2.373488 4.997284 0.873132 
1 26406.853503 0.603184 103.966149 9.437972 13.140507 0.899921 144.410100 14.444601 1638.621580 2998.572431 2.716519 29.457379 52.975396 0.985076 1.978653 1.249775 1.608142 2.547354 4.995398 0.882630 
1 26400.122106 0.786142 94.211433 8.736830 18.949639 0.899980 144.290262 14.364613 1635.214297 2999.609521 2.713474 12.204371 33.869253 0.993296 2.318194 1.278605 1.630143 2.440838 4.996827 0.903830 
1 26410.607563 0.130627 107.851806 17.714314 12.871885 0.899852 144.201937 13.875662 1631.232765 2999.146281 2.753231 13.175864 63.902605 0.968077 2.537363 1.318639 1.650746 2.283505 4.998378 0.884183 
1 26411.472260 0.691427 114.326642 8.462655 18.508422 0.899993 144.493032 14.403674 1632.430447 2999.653919 2.798360 25.213449 7.460475 0.969545 3.001697 1.282334 1.598148 2.767189 4.993942 0.875536 
1 26394.876335 0.556400 110.851064 8.966847 18.196123 0.899988 144.396308 14.120352 1631.879514 2999.749230 2.728765 19.387990 4.070340 0.977577 2.727544 1.305167 1.616707 2.541141 4.996209 0.885830 
2 26409.242028 0.313556 65.454126 10.491096 23.320619 0.899885 144.431856 14.276032 1631.918988 2997.361740 2.747281 12.564900 39.505225 0.974687 2.583747 1.272475 1.614807 2.408055 4.989246 0.877587 
2 26405.817698 0.176622 70.528069 10.499569 33.910841 0.899997 144.475272 14.191814 1633.056940 2997.890778 2.750004 28.676856 68.102156 0.983057 2.084151 1.324112 1.614953 2.549792 4.997958 0.863451 
2 26405.257831 0.138419 100.288560 8.912693 17.803935 0.899935 144.435807 14.105969 1632.733637 2998.710070 2.721702 26.699077 66.373169 0.981684 2.584743 1.287314 1.604925 2.495056 4.991217 0.873493 
2 26409.734468 0.393890 78.504151 12.069882 25.351212 0.899977 144.336897 14.070632 1627.535987 2999.159376 2.770979 34.052407 74.086086 0.966738 2.401790 1.249820 1.620596 2.290611 4.997973 0.878082 
2 26398.173935 0.854936 111.664075 11.267774 13.396431 0.899995 144.516436 14.363234 1634.385519 2999.585372 2.742147 13.794300 23.959651 0.979338 1.757949 1.311450 1.617902 2.531499 4.996313 0.892775 
2 26408.247715 0.265160 109.858952 10.282294 19.213745 0.899952 144.270088 14.660232 1640.984025 2999.744785 2.702355 22.500387 45.610432 0.993652 1.804399 1.241786 1.630667 2.517315 4.998740 0.896024 
2 26396.468376 0.060762 110.506576 6.547353 14.177914 0.899998 144.433522 14.491597 1638.170120 2999.420935 2.706704 10.868595 7.128861 0.994562 2.013443 1.301150 1.614461 2.645307 4.998299 0.902940 
2 26404.603079 0.090483 67.600625 16.268665 14.601224 0.899972 144.272059 13.845169 1632.700245 2999.667266 2.733645 10.092929 65.790551 0.974759 2.566486 1.372096 1.646628 2.458296 4.999043 0.880653 
2 26410.224225 0.775984 112.667197 7.133284 17.342730 0.899985 144.532198 14.496689 1633.292793 2999.798843 2.782697 31.792035 38.138155 0.973499 2.470362 1.253163 1.591207 2.705168 4.995676 0.881539 
2 26402.083790 0.310323 62.610350 12.465977 10.169378 0.899903 144.480116 13.762929 1628.433969 2999.320736 2.762198 19.760126 77.489168 0.958153 2.141783 1.331156 1.610634 2.405542 4.999754 0.876960 
3 26407.052718 0.809586 112.039571 7.964542 28.084253 0.899993 144.524206 14.153898 1631.098470 2997.447403 2.732437 10.594152 12.490517 0.982109 2.896965 1.325517 1.607965 2.511600 4.988624 0.870248 
3 26406.765339 0.360234 110.396101 12.812890 32.334001 0.899982 144.422538 13.842105 1625.055966 2998.068450 2.781928 19.214059 19.208492 0.971396 2.044443 1.368597 1.623970 2.391805 4.999219 0.870066 
3 26407.988054 0.878662 87.816147 11.574045 15.249735 0.899978 144.422936 13.597957 1628.187200 2999.828972 2.765386 36.937118 65.546196 0.957241 2.307199 1.327539 1.601335 2.408198 4.999225 0.862838 
