#Nsample
# Chi2
#O1 : x
#O1 : y
#O1 : emass
#O1 : theta
#O1 : rc
#O1 : sigma
#O2 : x
#O2 : y
#O2 : emass
#O2 : theta
#O2 : rc
#O2 : sigma
#O3 : x
#O3 : y
#O3 : emass
#O3 : theta
#O3 : rc
#O3 : sigma
#O4 : x
#O4 : y
#O4 : emass
#O4 : theta
#O4 : rc
#O4 : sigma
#O5 : x
#O5 : y
#O5 : emass
#O5 : theta
#O5 : rc
#O5 : sigma
# Pot rcut
# Pot sigma
1 445.951404 3.366196 -10.063572 0.200962 89.139647 42.582572 1431.882874 -55.587796 30.945969 0.519749 49.349827 24.767277 481.970711 -1.047697 -1.590123 0.336619 69.944965 4.597423 519.109120 -45.951406 48.029903 0.592989 114.416879 17.169312 237.753815 -76.284647 54.599359 0.897841 81.535758 26.773950 691.365314 12.482724 185.913136 
1 444.311860 4.508474 -11.574490 0.209058 88.891531 44.180617 1413.566292 -54.980603 30.436163 0.522007 43.628268 25.727549 492.029269 -1.087003 -2.186871 0.349043 64.863470 5.792157 572.255467 -47.491800 51.115205 0.549450 93.990904 15.856466 287.765834 -77.596939 55.842626 0.873155 79.868236 26.107276 697.663181 11.716521 187.133420 
1 472.819521 4.562137 -12.617104 0.228561 89.539490 41.164093 1387.620665 -47.654578 31.113180 0.487466 41.399615 24.169980 491.514100 -1.621309 -1.983997 0.316937 61.522443 5.949492 578.125170 -44.954693 49.383616 0.565188 55.622457 12.514157 308.505019 -79.353001 53.096395 0.878114 81.357620 26.093249 695.767952 11.191794 179.962365 
1 457.822747 4.280966 -12.843806 0.219243 87.140463 42.559400 1391.663354 -51.914585 30.175116 0.532543 39.710019 24.233136 473.536279 -1.075292 -1.752702 0.316663 63.930682 5.515273 576.891791 -43.932350 51.852846 0.540826 75.296854 13.754091 308.918716 -80.838789 55.718133 0.822539 78.266371 26.361189 693.475847 11.050835 191.019498 
1 458.397266 3.199597 -10.214297 0.211810 87.953443 42.354967 1427.282545 -59.135538 25.923669 0.515620 42.567135 26.153607 476.598681 -0.229807 -1.700508 0.353181 66.881351 4.229151 508.890219 -43.688217 53.162170 0.529339 107.954187 16.277530 275.081785 -76.705184 55.813280 0.846375 79.253790 27.360987 694.600151 11.523237 193.342545 
1 441.097428 3.983745 -12.004127 0.216421 90.531219 42.323582 1390.804712 -53.583862 30.759093 0.536688 43.903062 23.353967 485.382103 -1.093380 -1.424090 0.358766 65.535744 5.908802 576.241680 -44.708700 51.055619 0.577189 66.508429 12.741878 287.590723 -79.899516 52.138524 0.880073 80.460975 27.207972 696.753083 12.126101 191.653126 
1 460.115798 3.803775 -10.626994 0.204860 89.507014 43.363104 1407.544498 -55.442300 31.944771 0.561985 47.814333 28.068789 491.321270 -0.899231 -2.596362 0.378387 64.834778 5.270534 571.855232 -48.489913 52.808332 0.561510 120.078387 17.626385 293.833656 -79.508422 59.265062 0.869229 82.277462 24.822612 697.992128 10.592037 190.273066 
1 453.251653 4.398698 -11.500470 0.210745 86.988613 42.648704 1399.878011 -55.019255 28.544012 0.534286 45.614218 25.140164 470.251913 -1.461006 -1.983433 0.348460 65.459014 5.362877 574.677600 -46.777541 54.823449 0.512386 108.277534 15.942327 295.390079 -79.090087 54.451710 0.796760 79.149647 27.795905 699.530998 9.084167 195.168600 
1 449.976446 4.269124 -10.362139 0.209358 87.231167 42.969490 1435.036019 -57.280857 30.060448 0.497260 46.748871 24.997895 498.954041 -1.097125 -1.516457 0.333035 69.033136 4.318230 510.185640 -43.307330 48.861215 0.568817 105.227604 17.034752 253.601727 -75.919116 53.485537 0.887305 82.289059 27.599276 699.935485 13.275719 181.857700 
1 442.548298 3.454855 -10.705357 0.209512 88.555108 42.154176 1424.306308 -55.707138 30.878726 0.493582 46.783593 23.620585 479.856532 -0.836426 -1.143807 0.334316 67.874065 4.663971 512.883849 -43.326978 47.941276 0.567271 98.214125 15.879818 247.303063 -79.489381 52.725796 0.875323 80.469555 28.189473 699.650265 13.822725 184.549811 
