#Nsample
# Chi2
#O1 : x
#O1 : y
#O1 : emass
#O1 : theta
#O1 : rc
#O1 : sigma
#O2 : x
#O2 : y
#O2 : emass
#O2 : theta
#O2 : rc
#O2 : sigma
#O510 : x
#O510 : y
#O510 : emass
#O510 : theta
#O510 : rc
#O510 : sigma
#O510 : rcut
#O366 : x
#O366 : y
#O366 : emass
#O366 : theta
#O366 : rc
#O366 : sigma
#O366 : rcut
#O348 : emass
#O348 : theta
#O348 : rc
#O348 : sigma
#O348 : rcut
# Pot rcut
# Pot sigma
1 574.015744 0.499299 -9.179751 0.208892 94.305713 35.423258 1461.285121 -70.889066 43.631815 0.863092 82.791494 25.949644 646.525284 -0.493893 -0.442352 0.462262 71.227300 2.700585 455.899933 49.776926 -45.054611 31.500215 0.727706 44.728964 4.903812 400.482150 60.846923 0.518678 118.840992 6.666799 247.846189 55.752109 18.245776 159.578601 
1 574.343824 0.197010 -8.636019 0.207957 91.646736 35.420029 1475.014239 -71.723245 47.519700 0.821446 79.764618 22.871318 649.667468 -0.605285 0.340162 0.446310 71.941785 2.147698 437.111563 41.546004 -45.879830 30.766236 0.749574 47.523422 3.998247 380.607889 55.098080 0.525545 116.004522 7.467878 259.584855 53.985802 18.669318 156.199185 
1 566.372637 0.067536 -8.654903 0.201441 89.978883 34.555824 1467.320918 -71.264972 49.071545 0.749741 73.404195 23.131527 649.304010 -0.772835 -0.017730 0.476436 71.720914 2.359439 451.053454 34.973740 -46.147899 31.421195 0.759545 43.651646 4.574495 389.486271 57.372403 0.680657 111.401545 8.669998 245.549650 55.468079 18.869742 154.502145 
1 566.588501 0.444200 -8.034094 0.217122 90.477967 32.288277 1441.569317 -71.026308 47.792393 0.767685 79.561824 21.860156 645.005763 -0.729565 0.166027 0.499532 72.410808 1.738621 430.572232 33.873731 -46.097552 30.772423 0.753509 44.504336 4.137603 386.519049 56.071705 0.626225 100.474247 9.181135 229.821672 43.015001 17.773123 163.698428 
1 566.958546 0.327750 -8.560052 0.209065 89.970106 34.489045 1463.732752 -70.794068 45.767126 0.787147 77.076255 23.204358 647.840478 -0.397506 -0.369278 0.490525 78.291136 2.231703 452.432767 36.159178 -46.157843 31.243041 0.771732 43.981446 5.663743 412.138809 60.666430 0.735025 112.138376 9.708326 240.784563 51.603831 18.480105 157.290336 
1 567.177248 0.332072 -8.978347 0.205596 92.381395 34.838724 1469.344538 -69.852503 44.947957 0.807097 77.347201 23.900696 647.687216 -0.831217 0.227917 0.455902 67.899902 2.102739 444.041827 41.021813 -45.946221 30.985378 0.735363 45.465955 3.997172 379.264359 54.426369 0.589960 120.762469 8.270210 260.013535 57.322310 18.597860 151.875585 
1 563.487570 0.655544 -8.758083 0.204768 90.024437 34.134356 1449.779669 -70.438712 47.583351 0.717549 79.304084 24.478500 648.255385 -0.741611 0.058748 0.497512 72.959547 2.366243 461.002655 34.894936 -45.598815 31.712616 0.792110 42.835444 4.538976 393.932966 60.545073 0.679922 91.919461 9.179855 236.188019 53.146986 19.332103 157.862450 
1 580.528112 0.623529 -8.159318 0.208820 91.601596 35.623014 1483.834404 -72.613401 38.387541 0.815364 80.297516 23.782170 649.753147 -0.974482 -0.697677 0.548894 71.746719 2.531019 445.022174 36.969285 -45.369181 32.503753 0.655831 45.595323 5.628399 394.873490 52.677527 0.574497 116.255316 9.432100 255.413471 53.542484 18.195158 153.251756 
1 558.449348 0.479048 -8.557825 0.202523 89.053370 34.243085 1467.636329 -70.689429 49.181462 0.744446 76.170098 22.186369 649.568007 -0.625147 -0.121291 0.485255 72.202768 2.075563 451.443609 32.803038 -46.334302 31.269999 0.770434 45.207983 5.592472 395.958250 58.149303 0.787499 112.988631 8.400759 246.007692 52.295472 18.657686 152.525623 
1 584.909481 0.639254 -8.525129 0.208236 91.388159 32.973088 1454.255532 -69.580474 47.952090 0.783456 79.680653 22.928838 640.409592 -1.156234 0.207253 0.511608 64.743592 1.906569 443.329893 36.139918 -45.581074 31.371948 0.711542 43.402046 4.092629 369.097837 54.956993 0.611604 115.897825 7.952193 239.428901 49.797736 18.178225 151.159831 
2 576.281526 0.403854 -9.195574 0.208568 93.945702 35.567575 1463.938078 -71.528662 43.394618 0.854147 80.634040 25.887465 646.531638 -0.536025 -0.446966 0.438700 69.542487 2.852599 458.440027 49.455007 -45.114814 31.483327 0.715444 44.207709 4.674641 400.626092 61.455882 0.443264 118.217560 5.743655 247.189113 57.307889 18.494081 157.736761 
2 566.604224 0.269505 -8.541536 0.207717 92.249538 35.054783 1470.223129 -71.034675 46.883182 0.822523 80.574014 23.058921 648.519281 -0.627121 0.507649 0.452484 71.288176 2.090861 435.085911 43.556953 -45.906173 30.628059 0.738800 47.454989 4.152463 382.835790 54.824180 0.553916 115.886718 7.553727 261.351319 53.738905 18.379168 155.601727 
2 569.808808 0.274150 -8.512111 0.201715 89.612041 34.711982 1470.375258 -70.591182 49.714625 0.743529 73.483459 23.057214 648.325693 -0.652073 0.053296 0.490052 72.785003 2.390373 450.139283 33.906931 -46.129981 31.458875 0.758911 43.239436 4.527601 391.874679 57.911351 0.713379 112.280426 8.994009 246.204016 55.919171 18.829641 154.762895 
2 567.450785 0.286948 -8.112880 0.219000 90.201878 32.080680 1442.469515 -71.040756 49.152093 0.769193 77.922859 21.849272 644.048988 -0.840695 0.040400 0.493767 72.346118 1.629258 434.039386 31.839772 -46.218038 30.605627 0.770442 45.138678 4.310757 386.586305 55.544123 0.662282 103.479613 9.125598 230.241796 42.814545 17.590043 163.573020 
2 566.578126 0.339521 -8.456164 0.209542 89.674898 34.534720 1468.149263 -70.775260 47.092672 0.785643 77.055662 22.664450 647.690779 -0.523691 -0.286524 0.494389 77.388276 2.205921 448.277808 34.724568 -46.099471 31.255685 0.761000 43.940953 5.414776 406.610492 59.689661 0.699061 111.488628 9.603165 240.534277 49.893047 18.340248 155.949299 
2 562.285770 0.369441 -8.750824 0.208880 92.130248 34.516678 1465.543890 -69.867157 44.026125 0.793082 77.302104 23.692013 648.645150 -0.694942 0.202083 0.460717 71.331056 2.010703 442.769720 39.019981 -46.095434 31.098282 0.744992 45.247646 3.835194 377.933473 54.606575 0.586670 116.704466 8.960952 258.171152 56.171742 18.671557 153.461145 
2 569.229725 0.640127 -8.600399 0.207520 89.432100 33.624397 1449.316591 -70.121293 47.962288 0.716355 79.775439 24.011732 648.707836 -0.779176 0.178604 0.516696 74.350597 2.267672 455.888706 31.973985 -45.635576 31.810018 0.795833 43.225592 4.637485 396.831250 59.856227 0.676860 88.703671 9.687811 234.865548 50.527254 19.135437 157.701124 
2 577.618471 0.626677 -8.197616 0.209319 92.674951 35.248584 1473.562934 -72.783981 38.485687 0.824255 80.954324 25.018618 648.381332 -0.940987 -0.757242 0.552712 72.049348 2.691091 447.181272 39.933336 -45.055103 32.588291 0.655988 46.821861 5.982664 409.244918 55.393332 0.560194 106.346950 8.974417 249.700168 51.954879 18.252375 155.067379 
2 561.387171 0.588652 -8.446048 0.202975 89.035310 34.108383 1463.051111 -70.629716 49.641891 0.742345 77.219166 22.642883 649.155575 -0.582539 -0.137831 0.493890 72.643322 2.154571 456.858761 33.267756 -46.179364 31.447558 0.773960 44.500479 5.895498 400.123049 60.084984 0.801037 110.831066 8.038056 240.128741 52.179745 18.691879 152.593221 
2 570.655824 0.718600 -8.653231 0.210445 91.272729 33.368878 1453.684751 -69.138124 47.318921 0.777966 80.534006 23.265749 642.106675 -1.143427 0.273980 0.505210 63.789843 2.009646 454.660696 36.143896 -45.570892 31.571213 0.709523 42.208338 4.658253 381.512897 56.828279 0.692014 116.806095 7.531953 240.502548 52.661943 18.150181 150.188034 
3 573.123727 0.456828 -9.167040 0.212038 93.651868 35.677840 1462.431457 -71.916830 41.847614 0.844650 81.711131 26.408697 647.077828 -0.520986 -0.483997 0.442475 70.868617 2.890133 457.714800 49.008149 -45.025372 31.467782 0.721724 43.984060 4.568263 403.319480 60.912914 0.405735 112.109411 6.667974 245.106003 57.283891 18.520416 158.957149 
3 564.373548 0.251550 -8.244087 0.208313 91.679978 34.334664 1464.987932 -71.159704 46.983842 0.813997 80.102825 22.292731 649.810225 -0.617235 0.489365 0.480750 75.258248 1.810228 430.207887 40.641446 -46.281286 30.493472 0.747447 48.892311 4.292943 385.125935 54.372873 0.575698 111.928256 8.892013 261.347996 48.986559 18.201073 157.431956 
3 564.916065 0.233792 -8.562282 0.201176 89.093993 34.642976 1470.326744 -71.005127 51.009769 0.747582 73.498644 22.556348 649.027305 -0.487273 -0.167338 0.497987 73.022475 2.422851 453.795596 32.442280 -46.124762 31.655268 0.763439 44.651520 4.875836 398.625582 59.586708 0.683076 114.132310 8.304761 243.112740 54.882403 18.924814 154.754868 
3 564.166964 0.333138 -8.181555 0.217896 90.241653 32.321836 1441.494464 -70.464824 48.972095 0.763994 78.257260 21.735169 646.577180 -0.671268 0.247514 0.464419 74.459131 1.560040 436.938067 31.814224 -46.406915 30.423755 0.780521 45.564579 3.987952 382.775889 57.122631 0.680886 102.031849 9.277218 235.298460 43.151738 17.809517 164.726312 
3 560.950397 0.527059 -8.646426 0.207673 89.116619 34.634048 1467.267831 -71.293436 45.550511 0.753057 77.805283 23.329662 647.488289 -0.652577 -0.505659 0.507001 76.183759 2.358047 455.628606 32.312865 -45.751690 31.871584 0.758969 43.151461 5.568557 408.096034 59.692463 0.643718 103.056619 9.126715 236.067778 52.092317 18.710723 155.572652 
