#REFERENCE 3 39.9711520 -1.5822620
   #ID       X         Y         R       EPS       TAU       AMP       DMAG  TIME[days]  DTIME    PARITY
 13057  -165.067   428.366   459.069     0.063     0.063     1.010      0.01  -735202.8  483709.1    ++
 13055   686.819  -112.921   696.040     0.026     0.026     1.001      0.00  -976957.5  241954.4    ++
 13054  1092.508   546.485  1221.564     0.010     0.010     1.000      0.00  -1258002.8  -39090.9    ++
 13051   950.966  1062.279  1425.753     0.008     0.008     1.000      0.00  -1335320.9  -116409.0    ++
 13049  1641.528  1709.559  2370.064     0.003     0.003     1.000      0.00  -1615596.0       0.0    ++
 13042   699.555  -448.627   831.050     0.019     0.019     1.001      0.00  -1069230.5  546365.5    ++
 13039  -118.362   350.713   370.148     0.092     0.092     1.020      0.02  -628347.6       0.0    ++
 13037  1062.077  1670.874  1979.855     0.004     0.004     1.000      0.00  -1513963.9  -885616.4    ++
 13033   877.502  1314.926  1580.835     0.006     0.006     1.000      0.00  -1389986.2  -761638.6    ++
 13031   312.109  1797.943  1824.831     0.005     0.005     1.000      0.00  -1466405.8  -838058.3    ++
 13030  1121.456  1623.207  1972.934     0.004     0.004     1.000      0.00  -1512385.5  -884037.9    ++
 13029   843.892   860.453  1205.210     0.010     0.010     1.000      0.00  -1244822.6       0.0    ++
 13028  1501.873  1033.145  1822.913     0.005     0.005     1.000      0.00  -1472971.0  -228148.3    ++
 13023  1489.697   159.780  1498.241     0.007     0.007     1.000      0.00  -1372609.8  -127787.1    ++
 13021  1418.430  1098.101  1793.814     0.005     0.005     1.000      0.00  -1463438.8  -218616.2    ++
 13020   407.256   487.237   635.025     0.035     0.035     1.003      0.00  -903995.8  340826.9    ++
 13017  1799.939   100.806  1802.760     0.005     0.005     1.000      0.00  -1473011.4       0.0    ++
 13014   338.823  -366.871   499.395     0.046     0.046     1.005      0.01  -819085.9  653925.5    ++
 13012  1398.616  1595.724  2121.901     0.003     0.003     1.000      0.00  -1553829.4  -80818.0    ++
 13009  -240.184   142.777   279.417     0.122     0.123     1.024      0.03  -532473.0       0.0    ++
 13008  1265.534   350.008  1313.043     0.008     0.008     1.000      0.00  -1299771.6  -767298.6    ++
 13004   548.768  1619.311  1709.770     0.005     0.005     1.000      0.00  -1430902.1  -898429.1    ++
 13002   878.483  1096.458  1404.975     0.008     0.008     1.000      0.00  -1326518.5  -794045.4    ++
 12998  1138.611  1146.531  1615.849     0.006     0.006     1.000      0.00  -1404463.5       0.0    ++
 12996  1449.099  -652.370  1589.174     0.006     0.006     1.000      0.00  -1407898.2   -3434.7    ++
 12994   509.191  -736.632   895.491     0.017     0.017     1.001      0.00  -1106403.9  298059.6    ++
 12993   154.180   564.672   585.342     0.042     0.042     1.006      0.01  -852405.4  552058.2    ++
 12991   618.081  1455.520  1581.317     0.006     0.006     1.000      0.00  -1388286.4   16177.2    ++
 12988  -719.588  -289.447   775.620     0.022     0.022     1.001      0.00  -1032983.0       0.0    ++
 12984  1001.582  -230.021  1027.656     0.013     0.013     1.000      0.00  -1176509.9  -143526.9    ++
 12983   160.676  1638.846  1646.703     0.006     0.006     1.000      0.00  -1409430.0  -376446.9    ++
 12982  -352.815  1730.097  1765.705     0.005     0.005     1.000      0.00  -1449218.2  -416235.1    ++
 12981   434.338  1629.930  1686.808     0.006     0.006     1.000      0.00  -1423086.6  -390103.6    ++
 12980  1120.829   571.995  1258.346     0.009     0.009     1.000      0.00  -1273761.2  -240778.2    ++
 12979  1054.457  1454.376  1796.410     0.005     0.005     1.000      0.00  -1460815.8       0.0    ++
 12976   436.674  1269.453  1342.459     0.009     0.009     1.000      0.00  -1297693.6  163122.2    ++
 12974  1194.546  -192.875  1210.017     0.010     0.010     1.000      0.00  -1261508.9  199306.9    ++
 12973   518.784  1735.476  1811.357     0.005     0.005     1.000      0.00  -1462678.3   -1862.5    ++
 12970   131.697   990.370   999.088     0.016     0.016     1.001      0.00  -1135677.0  325138.9    ++
 12968  1485.038  -214.607  1500.464     0.006     0.006     1.000      0.00  -1375728.3       0.0    ++
 12967   654.228    94.093   660.959     0.029     0.029     1.002      0.00  -945407.4  430320.9    ++
 12964  -183.649   193.221   266.573     0.139     0.140     1.034      0.04  -498196.7  877531.5    ++
 12962  -530.881  -214.260   572.488     0.037     0.037     1.003      0.00  -882690.0  493038.2    ++
 12960   282.695   281.755   399.127     0.076     0.077     1.013      0.01  -675461.5  700266.8    ++
 12958  1658.108  1215.506  2055.913     0.004     0.004     1.000      0.00  -1538725.6       0.0    ++
 12957  -471.748   765.575   899.250     0.018     0.018     1.001      0.00  -1087358.1  451367.5    ++
 12955   388.083  1150.817  1214.491     0.011     0.011     1.001      0.00  -1242830.5  295895.0    ++
 12953  -638.299  1237.323  1392.262     0.008     0.008     1.000      0.00  -1321522.5  217203.1    ++
 12951  1398.789    45.213  1399.520     0.007     0.007     1.000      0.00  -1336890.2  201835.4    ++
 12947   220.130  1138.045  1159.139     0.012     0.012     1.001      0.00  -1216593.1       0.0    ++
 12945  1606.732   657.433  1736.031     0.005     0.005     1.000      0.00  -1448969.1  -232376.0    ++
 12944  1382.170  1789.155  2260.856     0.003     0.003     1.000      0.00  -1588416.4  -371823.3    ++
 12943  -522.441  1663.347  1743.465     0.005     0.005     1.000      0.00  -1443061.0  -226467.9    ++
 12942  1397.190  -740.925  1581.490     0.006     0.006     1.000      0.00  -1405449.6  -188856.5    ++
 12941   420.044   980.206  1066.415     0.014     0.014     1.001      0.00  -1172890.3   43702.8    ++
 12939   403.002  -300.003   502.406     0.045     0.045     1.004      0.00  -822150.1       0.0    ++
 12938  1163.165  1101.917  1602.240     0.006     0.006     1.000      0.00  -1400248.2  -578098.1    ++
 12936  -684.526  1120.435  1312.993     0.009     0.009     1.000      0.00  -1290674.8  -468524.7    ++
 12935   602.849   497.521   781.636     0.023     0.023     1.002      0.00  -1016897.6  -194747.5    ++
 12933   521.697  -305.415   604.521     0.033     0.033     1.002      0.00  -910694.3  -88544.2    ++
 12926  -643.718  1237.257  1394.696     0.008     0.008     1.000      0.00  -1322524.4       0.0    ++
 12924  1441.207  -312.915  1474.786     0.007     0.007     1.000      0.00  -1366979.7  -44455.3    ++
 12919  -620.688   165.018   642.249     0.031     0.031     1.002      0.00  -931754.3       0.0    ++
 12914   108.268   664.878   673.636     0.033     0.033     1.004      0.00  -925050.1    6704.2    ++
 12912   793.295  1088.521  1346.921     0.008     0.008     1.000      0.00  -1302845.7  -371091.4    ++
 12909  1694.332  -744.643  1850.744     0.004     0.004     1.000      0.00  -1489895.2       0.0    ++
 12908   830.382   302.318   883.703     0.018     0.018     1.001      0.00  -1089203.9  400691.3    ++
 12905  1162.026  1553.192  1939.770     0.004     0.004     1.000      0.00  -1503381.8  -13486.6    ++
 12904   631.123   705.979   946.954     0.016     0.016     1.001      0.00  -1114506.9  375388.3    ++
 12903  -530.397   320.255   619.584     0.034     0.034     1.002      0.00  -906934.5  582960.7    ++
 12902  -679.503  -513.354   851.620     0.018     0.018     1.001      0.00  -1080076.9  409818.3    ++
 12901  1730.052   336.450  1762.464     0.005     0.005     1.000      0.00  -1459432.9   30462.3    ++
 12899  1083.978  -278.635  1119.217     0.011     0.011     1.000      0.00  -1221251.8       0.0    ++
 12898   968.738  1130.750  1488.975     0.007     0.007     1.000      0.00  -1358704.8  -137453.0    ++
 12897  1257.436  1148.892  1703.261     0.005     0.005     1.000      0.00  -1433980.6  -212728.8    ++
 12896  -220.781  -492.309   539.548     0.042     0.042     1.006      0.01  -851226.9  370024.9    ++
 12895   688.105    80.357   692.781     0.027     0.027     1.002      0.00  -969621.8  251630.0    ++
 12890   842.125  1233.449  1493.509     0.007     0.007     1.000      0.00  -1358924.2  -137672.4    ++
 12889  1165.269  1797.672  2142.306     0.003     0.003     1.000      0.00  -1557779.5       0.0    ++
 12887  -378.194   330.539   502.281     0.050     0.050     1.005      0.01  -797056.2  760723.3    ++
 12886  1203.143  1607.320  2007.743     0.004     0.004     1.000      0.00  -1522439.5   35340.0    ++
 12884   987.742   875.634  1319.988     0.009     0.009     1.000      0.00  -1295225.8  262553.7    ++
 12883  1210.276  1303.230  1778.532     0.005     0.005     1.000      0.00  -1456699.4  101080.1    ++
 12882   421.953  1576.539  1632.029     0.006     0.006     1.000      0.00  -1404833.8  152945.7    ++
 12881  1567.275  -370.265  1610.419     0.006     0.006     1.000      0.00  -1414222.8  143556.7    ++
 12880  1678.755   207.025  1691.473     0.005     0.005     1.000      0.00  -1437863.3  119916.1    ++
 12879    40.446   709.887   711.039     0.030     0.030     1.003      0.00  -953509.5       0.0    ++
 12877   382.500  1509.911  1557.606     0.007     0.007     1.000      0.00  -1378996.7  -425487.2    ++
 12876  -284.289  1443.872  1471.593     0.007     0.007     1.000      0.00  -1348645.6  -395136.1    ++
 12875  -302.061  1191.841  1229.523     0.010     0.010     1.001      0.00  -1250751.2  -297241.7    ++
 12873   235.750  1010.245  1037.388     0.014     0.014     1.001      0.00  -1156398.1  -202888.5    ++
 12863  1792.273  -561.563  1878.189     0.004     0.004     1.000      0.00  -1497504.2       0.0    ++
 12859  -505.205   958.839  1083.791     0.013     0.013     1.001      0.00  -1185850.2       0.0    ++
 12856  1618.519   274.602  1641.649     0.006     0.006     1.000      0.00  -1421213.6  -235363.4    ++
 12854   805.450  1619.645  1808.867     0.005     0.005     1.000      0.00  -1463035.8  -277185.6    ++
 12853  -105.573   197.110   223.603     0.191     0.195     1.072      0.08  -409178.4  776671.8    ++
 12852   874.996  -777.187  1170.315     0.010     0.010     1.000      0.00  -1245899.4  -60049.1    ++
 12850   930.968  -137.253   941.031     0.015     0.015     1.001      0.00  -1130091.8   55758.4    ++
 12843  -383.217   477.572   612.316     0.036     0.036     1.003      0.00  -890445.1       0.0    ++
 12841  1081.176   861.152  1382.217     0.008     0.008     1.000      0.00  -1321054.5  -430609.3    ++
 12839   738.079  1612.419  1773.318     0.005     0.005     1.000      0.00  -1451794.9       0.0    ++
 12836  1503.388   952.981  1779.985     0.005     0.005     1.000      0.00  -1460393.9   -8599.0    ++
 12834  -532.348  1799.483  1876.575     0.004     0.004     1.000      0.00  -1483605.8  -31810.9    ++
 12833   558.028   102.633   567.388     0.038     0.038     1.003      0.00  -868625.8  583169.0    ++
 12832  1038.362   179.360  1053.739     0.013     0.013     1.000      0.00  -1184616.3  267178.6    ++
 12831  1314.801  1690.986  2141.993     0.003     0.003     1.000      0.00  -1558476.4  -106681.5    ++
 12829  -715.822   171.716   736.130     0.024     0.024     1.001      0.00  -1000826.8       0.0    ++
 12828  -155.175  1608.042  1615.512     0.006     0.006     1.000      0.00  -1399397.7  -398571.0    ++
 12825   930.571  1254.263  1561.774     0.006     0.006     1.000      0.00  -1383926.9  -383100.2    ++
 12824   -71.972  -352.741   360.009     0.083     0.083     1.019      0.02  -664162.8  336663.9    ++
 12822   -83.848  1614.813  1616.988     0.006     0.006     1.000      0.00  -1399688.7  -398861.9    ++
 12820  -176.942  1786.142  1794.885     0.005     0.005     1.000      0.00  -1457669.7  -456842.9    ++
 12817  -644.496  -381.320   748.852     0.023     0.023     1.001      0.00  -1015286.3       0.0    ++
 12816   -17.811   376.525   376.946     0.093     0.093     1.023      0.02  -630236.8  385049.6    ++
 12815  -207.987   211.230   296.440     0.118     0.119     1.025      0.03  -545701.8  469584.5    ++
 12814   258.301   140.643   294.109     0.116     0.117     1.024      0.03  -548534.1  466752.2    ++
 12809  -703.555  -774.431  1046.295     0.013     0.013     1.001      0.00  -1185403.0       0.0    ++
 12808   268.110  -135.592   300.446     0.101     0.101     1.017      0.02  -590285.7  595117.3    ++
 12807  -513.155  1186.906  1293.087     0.009     0.009     1.000      0.00  -1280276.2  -94873.2    ++
 12805  1046.094  1742.828  2032.673     0.004     0.004     1.000      0.00  -1528331.1  -342928.1    ++
 12803  1663.716   119.104  1667.974     0.005     0.005     1.000      0.00  -1430804.4  -245401.3    ++
 12801  1375.636  1109.529  1767.323     0.005     0.005     1.000      0.00  -1455024.7  -269621.7    ++
 12800   194.061   583.468   614.894     0.039     0.039     1.005      0.01  -878708.8  306694.2    ++
 12798   908.176  1195.794  1501.569     0.007     0.007     1.000      0.00  -1362518.9       0.0    ++
 12797  -619.957  1645.659  1758.562     0.005     0.005     1.000      0.00  -1448358.7  -85839.8    ++
 12796  -549.421  1247.162  1362.820     0.008     0.008     1.000      0.00  -1309011.6   53507.2    ++
 12781  1613.374  1223.334  2024.728     0.004     0.004     1.000      0.00  -1530122.6       0.0    ++
 12777   279.475  -177.786   331.231     0.087     0.088     1.014      0.01  -632903.4       0.0    ++
 12775   394.913  1514.601  1565.239     0.006     0.006     1.000      0.00  -1381724.9  -748821.4    ++
 12774   792.682   803.518  1128.710     0.012     0.012     1.001      0.00  -1209519.0  -576615.6    ++
 12772   -95.017   148.073   175.937     0.257     0.266     1.127      0.13  -319900.5  313002.9    ++
 12770  -240.096  1680.419  1697.485     0.005     0.005     1.000      0.00  -1427020.9  -794117.5    ++
 12769   -43.195  -670.008   671.399     0.029     0.029     1.003      0.00  -957442.0       0.0    ++
 12763  1658.318   507.561  1734.254     0.005     0.005     1.000      0.00  -1449506.5  -492064.5    ++
 12762   730.907   363.432   816.276     0.021     0.021     1.001      0.00  -1045345.4  -87903.4    ++
 12760  -611.669  -769.705   983.151     0.014     0.014     1.001      0.00  -1152780.6  -195338.6    ++
 12758  -526.112  1628.759  1711.622     0.005     0.005     1.000      0.00  -1432959.4       0.0    ++
 12757  1661.461   847.485  1865.123     0.004     0.004     1.000      0.00  -1487113.3  -54153.9    ++
 12755   -76.847    22.844    80.170     0.461     0.520     1.482      0.43  -141167.2  1291792.2    ++
 12752  -130.924   409.100   429.539     0.071     0.072     1.013      0.01  -700401.8  732557.6    ++
 12747   551.431  -207.894   589.319     0.035     0.035     1.002      0.00  -897172.7       0.0    ++
 12746  1577.592   858.639  1796.123     0.005     0.005     1.000      0.00  -1466169.5  -568996.8    ++
 12740  -600.859  -458.174   755.616     0.023     0.023     1.002      0.00  -1019501.6  -122328.9    ++
 12739  -401.076  1051.355  1125.260     0.012     0.012     1.001      0.00  -1204141.7       0.0    ++
 12738  -598.486  1526.877  1639.981     0.006     0.006     1.000      0.00  -1410012.6  -205870.9    ++
 12737  -333.189   105.567   349.512     0.084     0.085     1.012      0.01  -640470.5  563671.2    ++
 12736  1679.665  -740.492  1835.648     0.004     0.004     1.000      0.00  -1485471.9  -281330.2    ++
 12734   305.347  1640.186  1668.367     0.006     0.006     1.000      0.00  -1416754.8  -212613.1    ++
 12732   699.204  1052.479  1263.565     0.010     0.010     1.000      0.00  -1267422.6  -63280.9    ++
 12731  1085.238   690.181  1286.115     0.009     0.009     1.000      0.00  -1283874.6  -79732.9    ++
 12730  1319.197  1130.210  1737.140     0.005     0.005     1.000      0.00  -1445196.0  -241054.3    ++
 12724   184.561  -240.298   302.995     0.101     0.102     1.021      0.02  -595184.1       0.0    ++
 12723   174.556   475.559   506.583     0.055     0.055     1.009      0.01  -779431.4  -184247.3    ++
 12719   553.829  1066.941  1202.119     0.011     0.011     1.001      0.00  -1238837.7       0.0    ++
 12717  -519.725  -157.454   543.052     0.040     0.040     1.003      0.00  -856864.7  381973.0    ++
 12716  -250.347   533.632   589.438     0.040     0.040     1.004      0.00  -863802.1  375035.6    ++
 12715  -560.449    -5.790   560.479     0.038     0.038     1.003      0.00  -869389.3  369448.4    ++
 12714  1620.060   842.037  1825.821     0.005     0.005     1.000      0.00  -1475371.2  -236533.5    ++
 12712   -93.844  1276.506  1279.951     0.010     0.010     1.001      0.00  -1271189.4  -32351.7    ++
 12710   439.511  1215.577  1292.593     0.009     0.009     1.001      0.00  -1277078.0  -38240.3    ++
 12707  -198.109  -218.620   295.029     0.107     0.108     1.025      0.03  -581111.2       0.0    ++
 12706   389.536  1333.938  1389.651     0.008     0.008     1.000      0.00  -1316344.8  -735233.7    ++
 12704  1698.421   897.013  1920.746     0.004     0.004     1.000      0.00  -1503038.0  -921926.9    ++
 12703  1796.170   593.860  1891.797     0.004     0.004     1.000      0.00  -1496621.6  -915510.4    ++
 12701  -227.232  1308.255  1327.843     0.009     0.009     1.000      0.00  -1292034.9  -710923.8    ++
 12700  1258.662   562.095  1378.471     0.008     0.008     1.000      0.00  -1323610.5  -742499.3    ++
 12698  1652.787  -693.648  1792.444     0.005     0.005     1.000      0.00  -1472562.8       0.0    ++
 12694   881.984  -806.441  1195.091     0.010     0.010     1.000      0.00  -1256865.1  215697.7    ++
 12691  1153.029   509.661  1260.647     0.009     0.009     1.000      0.00  -1275678.8  196884.0    ++
 12689  -664.298   587.445   886.783     0.018     0.018     1.001      0.00  -1086635.5       0.0    ++
 12686  1771.891  1134.359  2103.893     0.003     0.003     1.000      0.00  -1552132.8  -465497.3    ++
 12683   826.036    31.881   826.651     0.020     0.020     1.001      0.00  -1060849.8   25785.8    ++
 12682   701.177    21.223   701.498     0.026     0.026     1.001      0.00  -977668.8  108966.7    ++
 12677  -642.688  -410.735   762.726     0.022     0.022     1.001      0.00  -1024450.5       0.0    ++
 12676  -662.492  -448.644   800.110     0.021     0.021     1.001      0.00  -1048539.2  -24088.6    ++
 12674  -151.012  1382.687  1390.909     0.008     0.008     1.000      0.00  -1317009.1  -292558.6    ++
 12670   107.642  1655.756  1659.251     0.006     0.006     1.000      0.00  -1413648.7  -389198.2    ++
 12667  -308.847  1076.782  1120.199     0.012     0.012     1.001      0.00  -1200491.5       0.0    ++
 12666   754.113   990.056  1244.547     0.010     0.010     1.000      0.00  -1260143.6  -59652.1    ++
 12665   104.092  -327.493   343.637     0.087     0.087     1.018      0.02  -646373.8  554117.7    ++
 12664  1423.594   417.467  1483.542     0.007     0.007     1.000      0.00  -1365123.6  -164632.1    ++
 12660  1790.502  1519.402  2348.293     0.003     0.003     1.000      0.00  -1611454.7  -410963.2    ++
 12659  1045.068  1642.549  1946.827     0.004     0.004     1.000      0.00  -1504650.3       0.0    ++
 12658  1021.111   122.729  1028.460     0.013     0.013     1.000      0.00  -1172698.2  331952.0    ++
 12657   411.959   877.243   969.157     0.016     0.016     1.001      0.00  -1121682.4  382967.9    ++
 12655   204.162  -684.299   714.106     0.026     0.026     1.002      0.00  -989903.1  514747.1    ++
 12653   522.520   793.461   950.057     0.017     0.017     1.001      0.00  -1113327.2  391323.1    ++
 12652  1091.036  1441.353  1807.722     0.005     0.005     1.000      0.00  -1464503.8   40146.5    ++
 12651  -602.542  -769.560   977.384     0.015     0.015     1.001      0.00  -1149700.9  354949.4    ++
 12650   285.780   205.793   352.166     0.091     0.091     1.016      0.02  -623673.9  880976.3    ++
 12647   502.987   939.472  1065.647     0.013     0.013     1.001      0.00  -1173635.2       0.0    ++
 12645   532.637   155.728   554.935     0.040     0.040     1.003      0.00  -854768.2  318867.0    ++
 12644    35.470   -78.821    86.434     0.445     0.496     1.416      0.38  -194066.9  979568.3    ++
 12643  1736.292     1.632  1736.293     0.005     0.005     1.000      0.00  -1453138.5  -279503.4    ++
 12642  -234.374   140.533   273.278     0.126     0.127     1.026      0.03  -522748.4  650886.8    ++
 12641   780.050  1431.743  1630.449     0.006     0.006     1.000      0.00  -1406027.5  -232392.3    ++
 12640  1320.462  1226.175  1801.979     0.005     0.005     1.000      0.00  -1464807.8  -291172.6    ++
 12637  1001.099  -574.257  1154.110     0.010     0.010     1.000      0.00  -1238568.8       0.0    ++
 12636  1459.184  1588.941  2157.301     0.003     0.003     1.000      0.00  -1563225.7  -324656.8    ++
 12635   962.482  1499.264  1781.618     0.005     0.005     1.000      0.00  -1455657.1  -217088.3    ++
 12632   -18.351   906.681   906.867     0.019     0.019     1.002      0.00  -1083704.3  154864.6    ++
 12630  1584.589  1419.244  2127.246     0.003     0.003     1.000      0.00  -1556476.4  -317907.6    ++
 12628   137.439  -767.817   780.021     0.022     0.022     1.002      0.00  -1033549.4       0.0    ++
 12627   744.110  -483.068   887.161     0.017     0.017     1.001      0.00  -1102510.7  -68961.3    ++
 12626  -186.161   612.973   640.619     0.035     0.035     1.004      0.00  -903192.5  130356.9    ++
 12621  1502.652   195.652  1515.336     0.006     0.006     1.000      0.00  -1378457.5  -344908.1    ++
 12619   533.403   370.491   649.448     0.032     0.032     1.003      0.00  -923635.3       0.0    ++
 12616   348.934   277.886   446.067     0.062     0.062     1.008      0.01  -733860.8  189774.5    ++
 12614   -56.039  -162.895   172.264     0.227     0.233     1.112      0.12  -377676.1  545959.2    ++
 12613  -516.077   822.534   971.029     0.016     0.016     1.001      0.00  -1128395.1  -204759.8    ++
 12611   -37.131   242.252   245.081     0.183     0.186     1.075      0.08  -433570.2  490065.1    ++
 12610  1565.491   602.804  1677.538     0.005     0.005     1.000      0.00  -1430582.3  -506947.0    ++
 12608   231.765  1713.880  1729.480     0.005     0.005     1.000      0.00  -1436598.2       0.0    ++
 12607  -180.125  1666.182  1675.890     0.006     0.006     1.000      0.00  -1419740.0   16858.1    ++
 12604   -99.611  1512.438  1515.715     0.007     0.007     1.000      0.00  -1364052.2   72546.0    ++
 12603    72.055   606.970   611.232     0.039     0.039     1.005      0.01  -873976.9  562621.3    ++
 12602   782.820   852.821  1157.632     0.011     0.011     1.001      0.00  -1222494.6  214103.5    ++
 12601   752.862   576.832   948.439     0.016     0.016     1.001      0.00  -1119463.9  317134.3    ++
 12600   153.668  -595.070   614.591     0.034     0.034     1.004      0.00  -915448.3  521149.8    ++
 12599  -174.502   114.616   208.777     0.184     0.188     1.056      0.06  -410129.1       0.0    ++
 12595  -160.684  1526.332  1534.766     0.007     0.007     1.000      0.00  -1371150.2  -961021.1    ++
 12594   -69.771  -401.828   407.840     0.068     0.068     1.014      0.01  -719874.2  -309745.1    ++
 12592   248.583  -684.051   727.818     0.025     0.025     1.002      0.00  -999821.8  -589692.7    ++
 12590   -98.064  1735.486  1738.254     0.005     0.005     1.000      0.00  -1439715.6  -1029586.5    ++
 12587  1142.880   918.385  1466.153     0.007     0.007     1.000      0.00  -1353003.9       0.0    ++
 12584   901.729   -31.506   902.279     0.017     0.017     1.001      0.00  -1106982.5  246021.4    ++
 12583   115.894  1166.766  1172.508     0.011     0.011     1.001      0.00  -1222696.4  130307.5    ++
 12581  1331.744  -550.216  1440.930     0.007     0.007     1.000      0.00  -1355475.6   -2471.7    ++
 12579   716.481  -517.162   883.630     0.017     0.017     1.001      0.00  -1100516.7       0.0    ++
 12578  -485.620  1060.045  1165.985     0.011     0.011     1.001      0.00  -1224401.0  -123884.3    ++
 12577  1066.158   450.370  1157.379     0.011     0.011     1.000      0.00  -1230317.1  -129800.3    ++
 12576   329.054   306.302   449.553     0.062     0.062     1.009      0.01  -734541.1  365975.6    ++
 12574   497.574  1411.641  1496.766     0.007     0.007     1.000      0.00  -1357537.8  -257021.0    ++
 12572  1378.887  1203.681  1830.349     0.005     0.005     1.000      0.00  -1473773.0  -373256.2    ++
 12571   658.030  1071.953  1257.810     0.010     0.010     1.000      0.00  -1264436.1  -163919.4    ++
 12567   632.009  -769.980   996.145     0.014     0.014     1.001      0.00  -1161573.5       0.0    ++
 12566  -292.433    76.525   302.280     0.105     0.105     1.017      0.02  -578003.5  583570.1    ++
 12565   339.421  -367.095   499.965     0.046     0.046     1.005      0.01  -819626.7  341946.8    ++
 12562   708.671  -194.354   734.839     0.024     0.024     1.001      0.00  -1005390.7  156182.8    ++
 12560  -298.210  -580.454   652.576     0.030     0.030     1.003      0.00  -944125.2  217448.3    ++
 12557   647.904  -137.349   662.302     0.029     0.029     1.002      0.00  -952836.3       0.0    ++
 12552  -481.274  -604.378   772.591     0.022     0.022     1.002      0.00  -1029528.2  -76691.9    ++
 12551   414.737  -507.465   655.384     0.029     0.029     1.002      0.00  -949956.8    2879.5    ++
 12546  -217.856  1021.805  1044.771     0.014     0.014     1.001      0.00  -1161850.9       0.0    ++
 12544  1775.176   758.133  1930.289     0.004     0.004     1.000      0.00  -1506696.3  -344845.4    ++
 12537   649.754   862.409  1079.782     0.013     0.013     1.001      0.00  -1183233.8       0.0    ++
 12536  -652.880  1769.512  1886.113     0.004     0.004     1.000      0.00  -1486991.6  -303757.8    ++
 12535    12.124  1266.386  1266.444     0.010     0.010     1.001      0.00  -1264995.8  -81762.0    ++
 12533   252.224    73.386   262.683     0.131     0.133     1.028      0.03  -510835.5  672398.3    ++
 12532  1772.903  1669.858  2435.490     0.003     0.003     1.000      0.00  -1631180.6  -447946.8    ++
 12531  1542.588  1524.334  2168.680     0.003     0.003     1.000      0.00  -1566631.3  -383397.5    ++
 12530  1002.321   478.981  1110.887     0.012     0.012     1.000      0.00  -1207658.0  -24424.2    ++
 12529  1288.046   247.530  1311.615     0.008     0.008     1.000      0.00  -1300321.0       0.0    ++
 12528  -395.681   838.811   927.452     0.017     0.017     1.001      0.00  -1101487.7  198833.3    ++
 12524  1106.901  -112.575  1112.611     0.011     0.011     1.000      0.00  -1216802.5   83518.5    ++
 12523  -528.340  1572.044  1658.453     0.006     0.006     1.000      0.00  -1415668.8  -115347.8    ++
 12519  1455.986  -623.484  1583.865     0.006     0.006     1.000      0.00  -1406051.4       0.0    ++
 12517  -136.577  1741.988  1747.334     0.005     0.005     1.000      0.00  -1442695.9  -36644.5    ++
 12513  1477.548  1120.338  1854.267     0.004     0.004     1.000      0.00  -1481753.7  -75702.3    ++
 12511  1786.079  -216.974  1799.209     0.005     0.005     1.000      0.00  -1473302.8  -67251.4    ++
 12507  -116.881  -337.782   357.433     0.083     0.084     1.019      0.02  -661248.6       0.0    ++
 12506   280.527  -214.990   353.435     0.079     0.080     1.012      0.01  -661596.4    -347.8    ++
 12504   384.060  -181.601   424.831     0.060     0.060     1.006      0.01  -742977.1  -81728.5    ++
 12501   836.622  1033.986  1330.062     0.009     0.009     1.000      0.00  -1296721.9  -635473.3    ++
 12500  -352.212  -172.064   391.994     0.068     0.068     1.009      0.01  -705317.2  -44068.6    ++
 12499  -467.011  -213.246   513.393     0.044     0.044     1.004      0.00  -830462.1       0.0    ++
 12498   372.755   976.038  1044.795     0.014     0.014     1.001      0.00  -1161348.8  -330886.7    ++
 12495   597.815  1151.995  1297.874     0.009     0.009     1.000      0.00  -1280625.8  -450163.7    ++
 12494  1601.450  1700.578  2335.938     0.003     0.003     1.000      0.00  -1607454.7  -776992.6    ++
 12493   829.196  1607.606  1808.857     0.005     0.005     1.000      0.00  -1463156.5  -632694.4    ++
 12492   436.747    33.054   437.996     0.059     0.059     1.006      0.01  -747103.8   83358.3    ++
 12490  -111.985  -428.835   443.215     0.059     0.059     1.011      0.01  -758015.6   72446.5    ++
 12489  1693.837  1083.829  2010.913     0.004     0.004     1.000      0.00  -1527259.5       0.0    ++
 12487  1271.291  1336.414  1844.501     0.005     0.005     1.000      0.00  -1476891.8   50367.8    ++
 12485  -565.916  -659.426   868.967     0.018     0.018     1.001      0.00  -1089438.2  437821.3    ++
 12482   278.231  -793.502   840.867     0.019     0.019     1.001      0.00  -1072645.0  454614.6    ++
 12476  -308.777   896.946   948.607     0.017     0.017     1.001      0.00  -1111568.7       0.0    ++
 12474   788.915  -260.814   830.909     0.019     0.019     1.001      0.00  -1067952.4   43616.3    ++
 12472   493.110   152.853   516.257     0.046     0.046     1.004      0.00  -818854.9  292713.8    ++
 12469  1112.920  1782.070  2101.039     0.004     0.004     1.000      0.00  -1546837.1       0.0    ++
 12468  1299.682  -579.534  1423.036     0.007     0.007     1.000      0.00  -1348915.1  197922.1    ++
 12466   572.037  1165.236  1298.076     0.009     0.009     1.000      0.00  -1280456.1  266381.1    ++
 12462    68.923  1469.847  1471.462     0.007     0.007     1.000      0.00  -1347344.4  199492.7    ++
 12461  -664.044  1776.259  1896.325     0.004     0.004     1.000      0.00  -1490019.1   56818.0    ++
 12457   834.133  1230.469  1486.551     0.007     0.007     1.000      0.00  -1356323.0       0.0    ++
