#REFERENCE 3 39.9711520 -1.5822620
   #ID       X         Y         R       EPS       TAU       AMP       DMAG  TIME[days]  DTIME    PARITY
 24042  1328.296  1536.279  2030.893     0.004     0.004     1.000      0.00  -1529417.5  -524759.1    ++
 24041  1705.799  1388.019  2199.170     0.004     0.004     1.000      0.00  -1575284.2  -570625.8    ++
 24040  -267.759  -166.467   315.288     0.110     0.111     1.021      0.02  -607870.4  396788.0    ++
 24038   479.672  -374.826   608.753     0.038     0.038     1.003      0.00  -913666.4       0.0    ++
 24036  -349.171  -666.918   752.794     0.027     0.027     1.002      0.00  -1014948.2  -101281.8    ++
 24035  1727.786  1482.797  2276.825     0.003     0.003     1.000      0.00  -1594216.6  -680550.2    ++
 24034  -461.316   996.987  1098.542     0.014     0.014     1.001      0.00  -1191984.2  -278317.8    ++
 24032   160.881   527.022   551.031     0.055     0.055     1.008      0.01  -820634.1   93032.2    ++
 24029    -7.351  -140.477   140.669     0.333     0.354     1.214      0.21  -310851.5       0.0    ++
 24028   545.135  1650.836  1738.514     0.006     0.006     1.000      0.00  -1439972.0  -1129120.4    ++
 24025  1234.424  -156.233  1244.272     0.011     0.011     1.000      0.00  -1275749.6  -964898.1    ++
 24022  -276.385   671.970   726.589     0.032     0.032     1.003      0.00  -970593.5  -659742.0    ++
 24019  -216.676  1390.812  1407.588     0.009     0.009     1.000      0.00  -1323716.0       0.0    ++
 24016     8.630  -369.864   369.965     0.091     0.092     1.020      0.02  -675204.8  648511.2    ++
 24013   276.059  -557.942   622.501     0.037     0.037     1.004      0.00  -922593.2  401122.9    ++
 24012  -235.977   331.652   407.036     0.085     0.085     1.013      0.01  -684062.3  639653.7    ++
 24010   842.348  -505.670   982.473     0.016     0.016     1.001      0.00  -1154566.3  169149.7    ++
 24009  1514.817   971.203  1799.418     0.005     0.005     1.000      0.00  -1466169.2       0.0    ++
 24004  1434.806  -604.205  1556.834     0.007     0.007     1.000      0.00  -1396682.3   69486.9    ++
 24003  1223.070  -130.241  1229.985     0.011     0.011     1.000      0.00  -1269455.8  196713.5    ++
 24002   702.656  1463.321  1623.278     0.007     0.007     1.000      0.00  -1402990.1   63179.1    ++
 23996  -338.979   399.130   523.652     0.055     0.055     1.006      0.01  -811489.6       0.0    ++
 23993  1620.945  1797.658  2420.544     0.003     0.003     1.000      0.00  -1626956.8  -815467.2    ++
 23991   284.479  -292.544   408.057     0.074     0.074     1.010      0.01  -724419.0   87070.7    ++
 23990   137.745  1299.145  1306.427     0.011     0.011     1.001      0.00  -1281692.2  -470202.5    ++
 23989  -328.966   385.854   507.052     0.058     0.058     1.006      0.01  -795466.0       0.0    ++
 23987  1742.720  1089.600  2055.310     0.004     0.004     1.000      0.00  -1539309.9  -743843.9    ++
 23985   985.395  1424.885  1732.426     0.006     0.006     1.000      0.00  -1440460.7  -644994.7    ++
 23984   427.463  -472.428   637.113     0.035     0.035     1.003      0.00  -935636.7  -140170.8    ++
 23983  1619.873   524.151  1702.564     0.006     0.006     1.000      0.00  -1439184.6  -643718.6    ++
 23981   813.907   209.255   840.376     0.022     0.022     1.001      0.00  -1064821.6  -269355.6    ++
 23976  1173.316   857.957  1453.534     0.008     0.008     1.000      0.00  -1348849.0       0.0    ++
 23975  1326.802   -50.219  1327.752     0.009     0.009     1.000      0.00  -1309370.8   39478.3    ++
 23973    64.993  1796.307  1797.482     0.006     0.006     1.000      0.00  -1457915.3  -109066.3    ++
 23970  1259.951  -710.425  1446.437     0.008     0.008     1.000      0.00  -1357670.1   -8821.1    ++
 23968   487.714  -269.252   557.101     0.044     0.044     1.003      0.00  -870202.5       0.0    ++
 23965  1789.884   771.268  1948.984     0.005     0.005     1.000      0.00  -1511848.5  -641646.0    ++
 23964  1101.089   427.302  1181.095     0.012     0.012     1.000      0.00  -1241411.5  -371209.0    ++
 23963    42.483  -293.129   296.192     0.127     0.128     1.035      0.04  -579959.1  290243.4    ++
 23962  1443.762   521.727  1535.138     0.007     0.007     1.000      0.00  -1382622.8  -512420.4    ++
 23960  -599.479   -41.039   600.882     0.039     0.039     1.003      0.00  -903383.5  -33181.0    ++
 23959  1687.673  -539.697  1771.867     0.005     0.005     1.000      0.00  -1465928.5       0.0    ++
 23958   -61.975  1728.833  1729.944     0.006     0.006     1.000      0.00  -1436868.7   29059.9    ++
 23957  1354.196  1764.571  2224.311     0.004     0.004     1.000      0.00  -1579270.0  -113341.4    ++
 23956  -212.391  1056.158  1077.302     0.015     0.015     1.001      0.00  -1178044.6  287883.9    ++
 23954  1402.596  1734.150  2230.371     0.004     0.004     1.000      0.00  -1581015.5  -115087.0    ++
 23953  -493.984   835.885   970.939     0.018     0.018     1.001      0.00  -1127473.7  338454.8    ++
 23951  1244.870  -645.556  1402.300     0.008     0.008     1.000      0.00  -1341107.9  124820.6    ++
 23950  -252.024  1495.559  1516.645     0.008     0.008     1.000      0.00  -1364876.0  101052.5    ++
 23946   300.228  1057.459  1099.252     0.015     0.015     1.001      0.00  -1187877.0       0.0    ++
 23945   -35.225  -207.297   210.268     0.206     0.211     1.086      0.09  -443967.9  743909.1    ++
 23942  -426.176  1296.221  1364.483     0.010     0.010     1.000      0.00  -1308264.6  -120387.6    ++
 23938  -701.997   282.604   756.747     0.027     0.027     1.001      0.00  -1011562.9       0.0    ++
 23937   160.970  1787.850  1795.081     0.006     0.006     1.000      0.00  -1457120.2  -445557.3    ++
 23935   -20.643   515.561   515.974     0.062     0.062     1.010      0.01  -786049.3  225513.5    ++
 23934  1167.120    16.616  1167.238     0.012     0.012     1.000      0.00  -1240476.1  -228913.2    ++
 23932   862.293   889.065  1238.542     0.011     0.011     1.000      0.00  -1259264.2  -247701.3    ++
 23928  1459.064  1432.281  2044.577     0.004     0.004     1.000      0.00  -1534003.1       0.0    ++
 23926  -587.512  1790.959  1884.862     0.005     0.005     1.000      0.00  -1486200.5   47802.7    ++
 23925   829.574  1617.889  1818.175     0.006     0.006     1.000      0.00  -1465875.8   68127.3    ++
 23922  1496.246  1626.792  2210.250     0.004     0.004     1.000      0.00  -1576597.1  -42594.0    ++
 23920  1391.477  -117.894  1396.462     0.009     0.009     1.000      0.00  -1336704.0  197299.2    ++
 23919   535.087   830.245   987.737     0.018     0.018     1.001      0.00  -1133686.3       0.0    ++
 23918  1181.790   963.812  1524.979     0.008     0.008     1.000      0.00  -1374172.6  -240486.3    ++
 23917   396.140  -683.690   790.164     0.025     0.025     1.002      0.00  -1041889.7   91796.7    ++
 23916   884.592  1156.765  1456.231     0.008     0.008     1.000      0.00  -1345626.1  -211939.8    ++
 23913  1778.568  1644.693  2422.462     0.003     0.003     1.000      0.00  -1628230.7  -494544.4    ++
 23909   826.782  -310.434   883.141     0.020     0.020     1.001      0.00  -1098972.4       0.0    ++
 23908   461.737  -131.936   480.216     0.057     0.057     1.005      0.01  -797043.6  301928.8    ++
 23907  -404.034  -730.537   834.822     0.023     0.023     1.002      0.00  -1067532.9   31439.5    ++
 23905  -647.484  1348.991  1496.333     0.008     0.008     1.000      0.00  -1360399.3  -261426.9    ++
 23904  -531.976  1793.086  1870.336     0.005     0.005     1.000      0.00  -1481670.9  -382698.6    ++
 23903   144.679  -234.715   275.723     0.135     0.136     1.033      0.04  -553430.5  545541.8    ++
 23901   -97.875  -507.972   517.315     0.053     0.053     1.008      0.01  -829568.2  269404.1    ++
 23900  -377.845  -209.465   432.021     0.068     0.068     1.008      0.01  -748516.9  350455.5    ++
 23893  1000.254   759.434  1255.885     0.011     0.011     1.000      0.00  -1269414.5       0.0    ++
 23891  -409.294  1445.036  1501.883     0.008     0.008     1.000      0.00  -1360453.4  -91038.9    ++
 23890  1026.661  -480.183  1133.406     0.013     0.013     1.000      0.00  -1228629.3   40785.2    ++
 23888  1194.760  -189.601  1209.711     0.011     0.011     1.000      0.00  -1261142.1       0.0    ++
 23886   554.670  -639.618   846.623     0.021     0.021     1.001      0.00  -1077889.1  183253.0    ++
 23885  -515.726  1637.036  1716.351     0.006     0.006     1.000      0.00  -1434299.4  -173157.3    ++
 23883     9.642  -765.288   765.349     0.027     0.027     1.003      0.00  -1022732.8  238409.2    ++
 23881  -520.114  -802.497   956.305     0.018     0.018     1.001      0.00  -1137677.3  123464.8    ++
 23879  -465.928  -408.893   619.906     0.038     0.038     1.003      0.00  -920262.9       0.0    ++
 23878  -532.751  1037.016  1165.859     0.013     0.013     1.001      0.00  -1224830.8  -304567.9    ++
 23877  -458.902   810.066   931.020     0.020     0.020     1.001      0.00  -1104680.0  -184417.1    ++
 23876  1037.386   609.642  1203.259     0.012     0.012     1.000      0.00  -1248497.9  -328235.0    ++
 23875  1238.082  1668.517  2077.690     0.004     0.004     1.000      0.00  -1541287.1  -621024.2    ++
 23874  -580.102   548.115   798.090     0.025     0.025     1.001      0.00  -1030331.1  -110068.2    ++
 23873   397.482  1397.762  1453.180     0.009     0.009     1.000      0.00  -1340728.3  -420465.4    ++
 23872   884.433   789.312  1185.426     0.012     0.012     1.001      0.00  -1236857.2  -316594.3    ++
 23871  -598.427  -352.046   694.299     0.031     0.031     1.002      0.00  -976921.1  -56658.2    ++
 23869  -280.271  1267.215  1297.839     0.011     0.011     1.001      0.00  -1279756.4       0.0    ++
 23866  1598.981  1778.851  2391.871     0.003     0.003     1.000      0.00  -1620320.2  -340563.7    ++
 23865   137.476    20.263   138.961     0.322     0.340     1.164      0.16  -278040.7  1001715.7    ++
 23864  -477.032  -286.929   556.676     0.045     0.045     1.004      0.00  -868426.0  411330.4    ++
 23862  -344.505  -267.537   436.188     0.067     0.067     1.009      0.01  -752707.9  527048.5    ++
 23861  1428.214  -359.076  1472.661     0.008     0.008     1.000      0.00  -1366262.6  -86506.2    ++
 23857   684.927  1764.198  1892.490     0.005     0.005     1.000      0.00  -1487319.1       0.0    ++
 23855   405.913   768.863   869.434     0.023     0.023     1.002      0.00  -1063774.1  423545.0    ++
 23854   353.323  1477.740  1519.393     0.008     0.008     1.000      0.00  -1365092.2  122226.9    ++
 23850    -8.616  -440.868   440.953     0.069     0.069     1.013      0.01  -754710.4  732608.7    ++
 23848  1418.353  -300.825  1449.904     0.008     0.008     1.000      0.00  -1357711.5       0.0    ++
 23845  1382.177   616.444  1513.412     0.008     0.008     1.000      0.00  -1373902.9  -16191.4    ++
 23844  1602.275   709.042  1752.149     0.006     0.006     1.000      0.00  -1453548.6  -95837.1    ++
 23843    -0.252   252.032   252.032     0.208     0.213     1.089      0.09  -439749.4  917962.1    ++
 23841  -577.374  1677.709  1774.280     0.006     0.006     1.000      0.00  -1452884.5  -95173.0    ++
 23839  1608.494   154.458  1615.893     0.007     0.007     1.000      0.00  -1413312.6       0.0    ++
 23838   655.752   998.229  1194.350     0.012     0.012     1.001      0.00  -1236499.0  176813.6    ++
 23836   448.408    99.763   459.371     0.064     0.064     1.006      0.01  -764057.8  649254.8    ++
 23835   -54.581   565.539   568.167     0.052     0.052     1.008      0.01  -836430.8  576881.8    ++
 23832   -14.150   344.388   344.678     0.125     0.126     1.035      0.04  -585002.1  828310.5    ++
 23829   427.532   493.031   652.582     0.038     0.038     1.004      0.00  -917910.9       0.0    ++
 23828   168.121  -103.053   197.191     0.205     0.209     1.064      0.07  -421980.4  495930.5    ++
 23827  1491.907    91.690  1494.722     0.008     0.008     1.000      0.00  -1371693.6  -453782.7    ++
 23824  1661.050  1159.747  2025.858     0.004     0.004     1.000      0.00  -1530793.1  -612882.3    ++
 23822  1737.418   840.784  1930.166     0.005     0.005     1.000      0.00  -1506036.7  -588125.8    ++
 23819   420.968    -3.075   420.979     0.072     0.072     1.008      0.01  -729627.7       0.0    ++
 23813  1678.427   356.231  1715.814     0.006     0.006     1.000      0.00  -1444583.4  -714955.7    ++
 23812   262.576  1466.125  1489.453     0.008     0.008     1.000      0.00  -1353932.6  -624305.0    ++
 23810   960.944  1204.373  1540.756     0.008     0.008     1.000      0.00  -1376806.1  -647178.4    ++
 23809   -15.596  1537.273  1537.352     0.008     0.008     1.000      0.00  -1371500.0       0.0    ++
 23807   987.339   189.913  1005.438     0.016     0.016     1.001      0.00  -1159387.4  212112.6    ++
 23805  1750.416  1709.472  2446.682     0.003     0.003     1.000      0.00  -1633501.7  -262001.7    ++
 23801  -467.177  1065.409  1163.336     0.013     0.013     1.001      0.00  -1222673.4  148826.6    ++
 23799    -8.608  -623.932   623.991     0.038     0.038     1.005      0.01  -920759.2       0.0    ++
 23796  1044.720   353.404  1102.875     0.014     0.014     1.000      0.00  -1205756.7  -284997.4    ++
 23794  1476.567  -726.720  1645.713     0.006     0.006     1.000      0.00  -1426618.3  -505859.1    ++
 23793  1352.505  -447.492  1424.612     0.008     0.008     1.000      0.00  -1348952.3  -428193.1    ++
 23791  1293.102  -307.944  1329.264     0.009     0.009     1.000      0.00  -1311617.6  -390858.3    ++
 23789   156.137   207.298   259.521     0.180     0.183     1.060      0.06  -468226.2       0.0    ++
 23788  1341.124  1085.579  1725.426     0.006     0.006     1.000      0.00  -1441739.2  -973512.9    ++
 23787  1003.056  -711.980  1230.056     0.011     0.011     1.000      0.00  -1271920.9  -803694.7    ++
 23784   323.329   330.639   462.454     0.069     0.069     1.010      0.01  -745375.6  -277149.4    ++
 23783  -538.261   939.906  1083.120     0.015     0.015     1.001      0.00  -1185875.4  -717649.2    ++
 23781   195.686   997.506  1016.519     0.017     0.017     1.001      0.00  -1144901.5  -676675.3    ++
 23780   704.386    66.214   707.491     0.030     0.030     1.002      0.00  -980132.7  -511906.5    ++
 23779  1327.734  -388.304  1383.350     0.009     0.009     1.000      0.00  -1333122.0       0.0    ++
 23777   108.197  1270.844  1275.441     0.011     0.011     1.001      0.00  -1268526.3   64595.7    ++
 23776   771.235   284.057   821.883     0.023     0.023     1.001      0.00  -1051057.4  282064.6    ++
 23775   911.773  1574.870  1819.765     0.005     0.005     1.000      0.00  -1466812.8  -133690.7    ++
 23774   -64.044  1743.603  1744.779     0.006     0.006     1.000      0.00  -1441603.5  -108481.5    ++
 23773  1263.321   551.464  1378.439     0.009     0.009     1.000      0.00  -1323558.5    9563.6    ++
 23771  -569.077   792.042   975.284     0.018     0.018     1.001      0.00  -1131693.0  201429.1    ++
 23767  1217.374   326.508  1260.399     0.011     0.011     1.000      0.00  -1277828.4       0.0    ++
 23765   911.730  1120.464  1444.538     0.009     0.009     1.000      0.00  -1341632.5  -63804.0    ++
 23764   719.996   -85.244   725.025     0.028     0.028     1.001      0.00  -996240.1  281588.4    ++
 23762  1732.895    41.533  1733.393     0.006     0.006     1.000      0.00  -1451929.7  -174101.3    ++
 23759   576.426   115.520   587.888     0.042     0.042     1.003      0.00  -884940.2       0.0    ++
 23758  1310.997  -257.990  1336.141     0.009     0.009     1.000      0.00  -1314082.0  -429141.8    ++
 23756  1131.802  1732.729  2069.620     0.004     0.004     1.000      0.00  -1538575.6  -653635.4    ++
 23754  1434.146   -35.561  1434.586     0.008     0.008     1.000      0.00  -1350545.1  -465605.0    ++
 23753  -631.506   303.103   700.479     0.031     0.031     1.002      0.00  -970742.1  -85801.9    ++
 23752   950.784  -308.652   999.629     0.016     0.016     1.001      0.00  -1162540.9  -277600.7    ++
 23750  1046.310   475.447  1149.267     0.013     0.013     1.000      0.00  -1225852.2  -340912.0    ++
 23749   904.562  1644.423  1876.795     0.005     0.005     1.000      0.00  -1483695.0       0.0    ++
 23748   963.581   532.157  1100.763     0.014     0.014     1.001      0.00  -1201405.1  282289.9    ++
 23747  -287.108  1213.669  1247.166     0.012     0.012     1.001      0.00  -1258135.2  225559.8    ++
 23746  -689.379  -690.510   975.729     0.017     0.017     1.001      0.00  -1149074.3  334620.7    ++
 23744  1051.334   606.454  1213.709     0.012     0.012     1.000      0.00  -1253281.6  230413.4    ++
 23742  -564.518  -599.941   823.777     0.023     0.023     1.002      0.00  -1062029.3  421665.7    ++
 23736   600.743   824.770  1020.362     0.017     0.017     1.001      0.00  -1152183.2       0.0    ++
 23735  1716.824  -225.447  1731.563     0.006     0.006     1.000      0.00  -1452547.9  -300364.7    ++
 23734  -570.161  1063.716  1206.887     0.012     0.012     1.001      0.00  -1243851.2  -91668.0    ++
 23733  -429.374  1508.264  1568.191     0.007     0.007     1.000      0.00  -1384243.7  -232060.5    ++
 23731   539.626  1645.106  1731.350     0.006     0.006     1.000      0.00  -1437674.1  -285490.9    ++
 23730  1319.472  1321.538  1867.477     0.005     0.005     1.000      0.00  -1483898.6  -331715.4    ++
 23727   271.920   824.537   868.218     0.023     0.023     1.002      0.00  -1060691.8       0.0    ++
 23726  1426.926   434.137  1491.507     0.008     0.008     1.000      0.00  -1367731.7  -307039.9    ++
 23723   -81.271   973.217   976.605     0.019     0.019     1.001      0.00  -1123751.3  -63059.5    ++
 23721  1550.846  -606.929  1665.379     0.006     0.006     1.000      0.00  -1432768.9  -372077.1    ++
 23719  -369.452  1373.034  1421.871     0.009     0.009     1.000      0.00  -1330241.9       0.0    ++
 23717  1724.403   871.357  1932.053     0.005     0.005     1.000      0.00  -1506374.4  -176132.4    ++
 23716  1768.673  -767.453  1928.001     0.005     0.005     1.000      0.00  -1511926.5  -181684.6    ++
 23715  -592.810  -554.053   811.417     0.023     0.023     1.002      0.00  -1054649.1  275592.9    ++
 23713   387.586  1573.252  1620.292     0.007     0.007     1.000      0.00  -1400632.7  -70390.8    ++
 23711   609.536     1.300   609.537     0.039     0.039     1.003      0.00  -907507.0  422735.0    ++
 23708   778.199  1453.171  1648.423     0.007     0.007     1.000      0.00  -1411876.8       0.0    ++
 23707   696.138  -764.651  1034.069     0.015     0.015     1.001      0.00  -1180829.3  231047.5    ++
 23706   604.911   977.445  1149.485     0.013     0.013     1.001      0.00  -1215308.9  196567.9    ++
 23705  -244.111   371.180   444.258     0.074     0.074     1.011      0.01  -725318.2  686558.7    ++
 23704  -475.194  -193.987   513.264     0.051     0.051     1.005      0.01  -829329.6  582547.3    ++
 23703    23.935   501.364   501.935     0.065     0.065     1.012      0.01  -771269.1  640607.7    ++
 23702   591.748   890.849  1069.475     0.015     0.015     1.001      0.00  -1176765.0  235111.9    ++
 23697  1488.978   295.136  1517.946     0.007     0.007     1.000      0.00  -1378472.8       0.0    ++
 23696   134.281  -631.495   645.614     0.036     0.036     1.004      0.00  -938695.3  439777.5    ++
 23693  1348.392   976.822  1665.035     0.006     0.006     1.000      0.00  -1422953.1  -44480.2    ++
 23692  1249.799   353.920  1298.944     0.010     0.010     1.000      0.00  -1293719.8   84753.0    ++
 23690   835.971  1692.719  1887.894     0.005     0.005     1.000      0.00  -1486595.3  -108122.5    ++
 23688   130.104   983.190   991.761     0.018     0.018     1.001      0.00  -1131363.6       0.0    ++
 23687   728.689  1016.980  1251.094     0.011     0.011     1.001      0.00  -1262337.8  -130974.2    ++
 23686  -318.029  -660.843   733.386     0.029     0.029     1.003      0.00  -1001635.7  129727.8    ++
 23684  -589.087  -642.596   871.753     0.021     0.021     1.001      0.00  -1090860.5   40503.1    ++
 23682   779.530  -649.785  1014.834     0.015     0.015     1.001      0.00  -1171393.2  -40029.6    ++
 23680  -263.406   834.674   875.251     0.023     0.023     1.002      0.00  -1067643.5   63720.1    ++
 23678  1032.573  1489.146  1812.116     0.006     0.006     1.000      0.00  -1465292.5       0.0    ++
 23677  1740.806  1457.161  2270.181     0.003     0.003     1.000      0.00  -1592722.8  -127430.3    ++
 23674  -116.305   -58.939   130.387     0.331     0.350     1.187      0.19  -283206.8  1182085.7    ++
 23672  1492.676   222.950  1509.234     0.007     0.007     1.000      0.00  -1375931.9   89360.6    ++
 23671   912.535  1095.343  1425.656     0.009     0.009     1.000      0.00  -1334606.2  130686.3    ++
 23670  1294.564   288.403  1326.300     0.010     0.010     1.000      0.00  -1305686.4  159606.1    ++
 23667  1366.475  -301.461  1399.333     0.008     0.008     1.000      0.00  -1338827.6       0.0    ++
 23665   453.796   212.910   501.260     0.057     0.057     1.006      0.01  -798743.5  540084.1    ++
 23663    31.205   763.389   764.026     0.030     0.030     1.003      0.00  -991163.7  347663.8    ++
 23662    70.021  -690.732   694.272     0.032     0.032     1.003      0.00  -974137.7  364689.8    ++
 23661  1241.437  -538.091  1353.037     0.009     0.009     1.000      0.00  -1321912.4   16915.2    ++
 23660  -379.336   342.817   511.292     0.056     0.056     1.006      0.01  -804237.8  534589.7    ++
 23659   353.764  -459.598   579.982     0.042     0.042     1.004      0.00  -889395.3       0.0    ++
 23655  -253.317  1072.374  1101.888     0.015     0.015     1.001      0.00  -1190685.6  -301290.2    ++
 23654  -272.464  1286.769  1315.299     0.010     0.010     1.001      0.00  -1286983.2  -397587.9    ++
 23651   780.595  -458.080   905.078     0.019     0.019     1.001      0.00  -1112302.8  -222907.4    ++
 23647   411.233   523.433   665.653     0.037     0.037     1.004      0.00  -926842.0       0.0    ++
 23644   537.398  1149.757  1269.148     0.011     0.011     1.001      0.00  -1267728.8  -340886.8    ++
 23643  -231.284  -647.029   687.123     0.032     0.032     1.004      0.00  -968582.2  -41740.3    ++
 23642  -308.066  -792.849   850.596     0.022     0.022     1.002      0.00  -1076541.1  -149699.1    ++
 23641  -594.219   407.008   720.244     0.030     0.030     1.002      0.00  -981208.1  -54366.2    ++
 23639  -222.397   241.217   328.095     0.118     0.118     1.023      0.02  -587853.4       0.0    ++
 23638  1676.763   468.141  1740.888     0.006     0.006     1.000      0.00  -1451757.9  -863904.6    ++
 23636  1474.661  1080.225  1827.980     0.005     0.005     1.000      0.00  -1474022.4  -886169.1    ++
 23634   771.702   502.729   921.011     0.019     0.019     1.001      0.00  -1105344.5  -517491.1    ++
 23632  1620.922  -252.269  1640.435     0.006     0.006     1.000      0.00  -1423555.7  -835702.3    ++
 23629  1186.580  1422.703  1852.581     0.005     0.005     1.000      0.00  -1478451.5       0.0    ++
 23627  -341.222   341.282   482.603     0.062     0.062     1.007      0.01  -773873.2  704578.3    ++
 23624   672.870   678.399   955.499     0.019     0.019     1.001      0.00  -1120058.7  358392.7    ++
 23619   289.996   163.763   333.040     0.112     0.112     1.020      0.02  -601405.5       0.0    ++
 23618  1275.702  -269.776  1303.916     0.010     0.010     1.000      0.00  -1301225.3  -699819.8    ++
 23617   935.576   298.169   981.940     0.017     0.017     1.001      0.00  -1144808.5  -543403.0    ++
 23614   782.262  1672.581  1846.473     0.005     0.005     1.000      0.00  -1474135.8  -872730.3    ++
 23610   305.244  1663.353  1691.128     0.006     0.006     1.000      0.00  -1424130.7  -822725.2    ++
 23609   348.790    92.545   360.859     0.094     0.095     1.013      0.01  -649463.5       0.0    ++
 23608   717.878   309.093   781.592     0.026     0.026     1.001      0.00  -1023766.6  -374303.0    ++
 23605   276.575  -134.905   307.723     0.113     0.113     1.019      0.02  -598293.1   51170.4    ++
 23602    60.994   969.294   971.211     0.019     0.019     1.002      0.00  -1120034.8  -470571.3    ++
 23601  1093.398   240.203  1119.472     0.013     0.013     1.000      0.00  -1215528.5  -566065.0    ++
 23599   477.668  1241.180  1329.922     0.010     0.010     1.001      0.00  -1292652.2       0.0    ++
 23598  1294.847   751.812  1497.281     0.008     0.008     1.000      0.00  -1366546.4  -73894.2    ++
 23596   599.157  1612.049  1719.793     0.006     0.006     1.000      0.00  -1434199.9  -141547.7    ++
 23594   -32.824  1667.531  1667.854     0.007     0.007     1.000      0.00  -1416571.3  -123919.1    ++
 23590  -202.773  -282.683   347.889     0.098     0.099     1.020      0.02  -649212.1  643440.1    ++
 23586   291.645   687.106   746.439     0.031     0.031     1.003      0.00  -981171.4       0.0    ++
 23585  -197.094   195.722   277.764     0.150     0.152     1.035      0.04  -515067.2  466104.2    ++
 23582   551.104  1151.771  1276.829     0.011     0.011     1.001      0.00  -1271125.8  -289954.4    ++
 23581   593.314  1391.740  1512.931     0.008     0.008     1.000      0.00  -1363798.9  -382627.5    ++
 23580  1050.090   126.156  1057.641     0.014     0.014     1.000      0.00  -1187096.0  -205924.6    ++
 23579   820.172  1616.281  1812.469     0.006     0.006     1.000      0.00  -1464100.8       0.0    ++
 23576   761.890   399.335   860.200     0.022     0.022     1.001      0.00  -1071701.5  392399.3    ++
 23575   509.202  -677.081   847.187     0.021     0.022     1.001      0.00  -1077922.1  386178.7    ++
 23574  -347.917  -238.328   421.719     0.071     0.071     1.009      0.01  -737310.4  726790.4    ++
 23572  1614.165  -623.861  1730.530     0.006     0.006     1.000      0.00  -1453413.9   10686.8    ++
 23571   248.841    -2.422   248.853     0.157     0.159     1.034      0.04  -498471.7  965629.0    ++
 23570  -464.751  -110.986   477.819     0.057     0.057     1.006      0.01  -794497.1  669603.6    ++
 23568  1474.448   340.526  1513.260     0.007     0.007     1.000      0.00  -1376423.0       0.0    ++
 23567  1768.364  1482.829  2307.789     0.003     0.003     1.000      0.00  -1601811.7  -225388.7    ++
 23566  1211.188  -161.375  1221.891     0.011     0.011     1.000      0.00  -1266211.2  110211.8    ++
 23565   145.865   520.905   540.942     0.057     0.057     1.009      0.01  -810786.7  565636.2    ++
 23562   876.228  1119.240  1421.434     0.009     0.009     1.000      0.00  -1332555.4   43867.6    ++
 23558  1104.196  1298.107  1704.209     0.006     0.006     1.000      0.00  -1432575.4       0.0    ++
 23557   804.032    79.228   807.926     0.024     0.024     1.001      0.00  -1047616.3  384959.2    ++
 23555  -464.833   336.961   574.119     0.045     0.045     1.004      0.00  -865513.2  567062.3    ++
 23554  -253.056  -316.590   405.298     0.077     0.077     1.013      0.01  -717817.7  714757.7    ++
 23553   285.472  1105.289  1141.559     0.014     0.014     1.001      0.00  -1208297.0  224278.4    ++
 23549  -587.593   700.409   914.242     0.020     0.020     1.001      0.00  -1098978.1       0.0    ++
 23546   549.733  1609.913  1701.183     0.006     0.006     1.000      0.00  -1428013.2  -329035.1    ++
 23539   190.145  -665.812   692.431     0.032     0.032     1.003      0.00  -973897.8       0.0    ++
 23531   239.817  -719.340   758.263     0.027     0.027     1.002      0.00  -1019718.5  -45820.7    ++
 23529   475.912   619.440   781.152     0.027     0.027     1.002      0.00  -1010363.8       0.0    ++
 23527   188.298   304.742   358.223     0.111     0.112     1.026      0.03  -612281.5  398082.3    ++
 23524  1420.628    39.221  1421.169     0.008     0.008     1.000      0.00  -1344991.1  -334627.2    ++
 23522  1522.451  -759.175  1701.236     0.006     0.006     1.000      0.00  -1444469.8  -434106.0    ++
 23518  -105.549  -685.960   694.032     0.032     0.032     1.004      0.00  -973271.5       0.0    ++
 23515  -471.321   587.704   753.352     0.029     0.029     1.002      0.00  -996720.5  -23449.1    ++
 23514  1360.067     2.773  1360.069     0.009     0.009     1.000      0.00  -1321776.6  -348505.2    ++
 23512   666.666  1689.289  1816.078     0.006     0.006     1.000      0.00  -1464499.1  -491227.6    ++
 23508  1560.897  1384.498  2086.440     0.004     0.004     1.000      0.00  -1545750.6       0.0    ++
 23505  -554.922  1528.987  1626.573     0.007     0.007     1.000      0.00  -1405094.5  140656.1    ++
 23502   615.568  1774.831  1878.549     0.005     0.005     1.000      0.00  -1483003.1   62747.5    ++
 23500   965.681  1486.417  1772.561     0.006     0.006     1.000      0.00  -1452791.9   92958.7    ++
 23498  1578.413  -106.235  1581.984     0.007     0.007     1.000      0.00  -1403388.0       0.0    ++
 23497   124.210   224.865   256.890     0.190     0.194     1.070      0.07  -457136.8  946251.2    ++
 23496   907.165  -379.878   983.492     0.016     0.016     1.001      0.00  -1154601.6  248786.4    ++
 23495    -5.244   731.478   731.497     0.032     0.032     1.004      0.00  -968240.4  435147.6    ++
 23494  1125.600  -421.521  1201.938     0.011     0.011     1.000      0.00  -1259113.3  144274.7    ++
 23491  1455.366   108.350  1459.393     0.008     0.008     1.000      0.00  -1358714.6   44673.5    ++
 23486  -362.411  -259.619   445.807     0.065     0.065     1.008      0.01  -762937.3       0.0    ++
 23485  -651.328   913.292  1121.753     0.014     0.014     1.001      0.00  -1206561.1  -443623.9    ++
