   #ID       X         Y         R       EPS       TAU       AMP       DMAG  TIME[days]  DTIME
  7734  -782.061   387.053   874.000     0.023     0.023     1.001      0.00  -1025273.9  -103739.3
  7733  -514.432  -434.712   674.068     0.035     0.035     1.003      0.00  -905316.4   16218.2
  7732  -342.436   866.153   932.428     0.022     0.022     1.002      0.00  -1043428.6  -121894.0
  7731  -246.832  -290.781   381.758     0.092     0.093     1.017      0.02  -639809.6  281725.0
  7730   512.066   658.366   833.782     0.027     0.027     1.002      0.00  -987468.0  -65933.4
  7729  -274.734  -417.202   499.709     0.060     0.060     1.009      0.01  -761234.0       0.0
  7728  -766.871  -108.116   775.611     0.027     0.027     1.001      0.00  -973543.8  -212309.7
  7727   289.052  -642.777   703.697     0.033     0.033     1.003      0.00  -927209.8  -165975.8
  7726  -320.401  -793.244   855.402     0.024     0.024     1.002      0.00  -1021131.2  -259897.1
  7725  -725.757   905.020  1161.350     0.014     0.014     1.001      0.00  -1164620.0  -403385.9
  7724  -689.120  -405.037   800.106     0.026     0.026     1.002      0.00  -990147.2  -228913.2
  7723   893.348  -683.400  1123.395     0.014     0.014     1.001      0.00  -1163904.2  -402670.2
  7722   524.953   670.186   851.024     0.026     0.026     1.002      0.00  -998190.5  -236956.4
  7721   855.888  -757.769  1141.784     0.014     0.014     1.001      0.00  -1172134.8  -410900.7
  7720   524.270   727.099   896.171     0.023     0.023     1.002      0.00  -1024290.4  -263056.3
  7719  -502.431  -494.098   705.137     0.033     0.033     1.003      0.00  -927035.1       0.0
  7718  -530.873   572.038   781.729     0.029     0.029     1.002      0.00  -960022.5  -32987.4
  7717   620.737   229.707   660.915     0.038     0.038     1.003      0.00  -884562.9   42472.1
  7716   845.292   178.494   862.833     0.023     0.023     1.001      0.00  -1021802.2  -94767.1
  7715  -490.930  -668.127   829.342     0.025     0.025     1.002      0.00  -1006624.5  -79589.4
  7714  -362.601  -417.867   553.610     0.050     0.050     1.006      0.01  -810017.7  117017.4
  7713  -186.458   337.782   386.980     0.104     0.104     1.020      0.02  -603632.9  323402.2
  7712  -790.513  -637.042  1015.838     0.017     0.017     1.001      0.00  -1110076.1  -183041.0
  7711   -87.955   772.818   778.568     0.031     0.031     1.003      0.00  -944944.8  -17909.7
  7710  -199.477  -549.207   584.157     0.047     0.047     1.006      0.01  -833917.7   93117.4
  7709  -401.303   -89.998   412.361     0.080     0.080     1.010      0.01  -673324.4       0.0
  7708   702.884   693.229   986.769     0.019     0.019     1.001      0.00  -1078281.4  -404957.0
  7707  -820.729   773.320  1129.001     0.015     0.015     1.001      0.00  -1152245.8  -478921.5
  7706   101.223    97.783   140.275     0.403     0.440     1.303      0.29  -202783.3  470541.1
  7705   370.784   298.975   475.720     0.070     0.070     1.009      0.01  -712407.4  -39083.0
  7704   774.856   219.320   804.259     0.026     0.026     1.001      0.00  -984789.0  -311464.6
  7703  -133.772   150.482   202.644     0.256     0.265     1.103      0.11  -333507.5  339816.9
  7702   389.276   244.274   458.840     0.073     0.073     1.009      0.01  -699825.7  -26501.3
  7701   392.912   782.325   875.443     0.025     0.025     1.002      0.00  -1008978.6  -335654.2
  7700  -457.095   -55.967   461.679     0.067     0.067     1.007      0.01  -723825.2  -50500.8
  7699  -305.818  -229.516   382.996     0.090     0.091     1.014      0.02  -641998.5       0.0
  7698   563.846   -54.368   565.153     0.047     0.047     1.004      0.00  -819267.4  -177268.8
  7697  -378.733   457.766   595.408     0.048     0.048     1.005      0.00  -820595.4  -178596.8
  7696   230.452  -278.577   360.264     0.098     0.098     1.017      0.02  -619494.7   22503.9
  7695  -788.812   640.315  1017.352     0.018     0.018     1.001      0.00  -1099197.4  -457198.9
  7694   824.490   352.380   895.727     0.022     0.022     1.001      0.00  -1036663.3  -394664.8
  7693   340.366  -877.457   940.126     0.020     0.020     1.001      0.00  -1070884.6  -428886.0
  7692  -378.442   152.877   409.551     0.084     0.084     1.010      0.01  -657048.9  -15050.3
  7691  -277.652  -837.224   881.868     0.023     0.023     1.002      0.00  -1036303.9  -394305.4
  7690   838.612    91.479   842.407     0.024     0.024     1.001      0.00  -1011609.5  -369611.0
  7689   117.427   316.025   337.285     0.139     0.141     1.040      0.04  -528334.3       0.0
  7688   527.461   330.607   621.776     0.043     0.043     1.004      0.00  -848016.9  -319682.7
  7687     3.562   509.413   510.040     0.069     0.070     1.012      0.01  -726495.4  -198161.1
  7686   -54.033    63.335    84.541     0.618     0.787     2.111      0.81  -78104.5  450229.8
  7685  -519.853   827.796   978.688     0.020     0.020     1.001      0.00  -1072353.6  -544019.4
  7684  -814.484  -635.845  1033.895     0.016     0.016     1.001      0.00  -1119106.2  -590772.0
  7683  -292.357  -905.608   951.424     0.020     0.020     1.002      0.00  -1074681.1  -546346.8
  7682  -894.346  -783.535  1189.561     0.013     0.013     1.001      0.00  -1190956.4  -662622.2
  7681  -629.315    22.790   631.005     0.040     0.040     1.003      0.00  -870120.0  -341785.7
  7680  -545.438   888.396  1043.660     0.017     0.017     1.001      0.00  -1105957.0  -577622.8
  7679  -760.229    12.608   761.599     0.028     0.028     1.001      0.00  -962978.0       0.0
  7678  -276.493   178.577   330.539     0.121     0.122     1.021      0.02  -552611.0  410367.0
  7677   531.808  -837.190   990.622     0.018     0.018     1.001      0.00  -1098609.3  -135631.4
  7676   732.415  -482.088   875.445     0.022     0.022     1.001      0.00  -1037602.0  -74624.1
  7675   102.656  -276.961   294.356     0.136     0.137     1.036      0.04  -531825.0  431152.9
  7674  -349.607  -799.949   872.942     0.023     0.023     1.002      0.00  -1031417.0  -68439.0
  7673  -579.839  -613.121   844.289     0.024     0.024     1.002      0.00  -1016122.4  -53144.4
  7672   349.806  -462.056   578.281     0.046     0.046     1.004      0.00  -834336.5  128641.4
  7671   882.547  -808.645  1195.649     0.012     0.012     1.000      0.00  -1195790.1  -232812.1
  7670  -720.244  -795.762  1073.689     0.015     0.015     1.001      0.00  -1137826.0  -174848.0
  7669   308.986   353.754   469.340     0.074     0.074     1.011      0.01  -699003.0       0.0
  7668  -306.016   554.982   634.911     0.044     0.044     1.004      0.00  -847409.9  -148406.9
  7667    45.596  -715.780   716.531     0.033     0.033     1.004      0.00  -933512.7  -234509.6
  7666  -539.992  -281.921   609.981     0.042     0.042     1.003      0.00  -857373.1  -158370.1
  7665   453.186   139.732   473.224     0.066     0.067     1.007      0.01  -724399.8  -25396.8
  7664  -356.913   121.061   378.274     0.095     0.095     1.013      0.01  -622594.2   76408.8
  7663  -397.335  -436.046   590.312     0.045     0.045     1.005      0.01  -840688.6  -141685.6
  7662  -762.925   142.483   777.464     0.028     0.028     1.001      0.00  -970975.8  -271972.8
  7661  -505.967   564.401   759.293     0.031     0.031     1.002      0.00  -944683.4  -245680.3
  7660  -829.933  -158.465   846.042     0.023     0.023     1.001      0.00  -1017273.1  -318270.1
  7659  -285.927   292.042   410.032     0.089     0.090     1.013      0.01  -642094.5       0.0
  7658   246.714   265.784   362.247     0.114     0.114     1.023      0.02  -576911.2   65183.3
  7657  -826.355   -33.973   828.282     0.024     0.024     1.001      0.00  -1005512.8  -363418.3
  7656   894.785   819.901  1213.118     0.013     0.013     1.001      0.00  -1187738.6  -545644.2
  7655  -157.263   634.382   654.491     0.043     0.043     1.005      0.01  -856766.8  -214672.3
  7654   192.515  -158.801   248.196     0.164     0.166     1.041      0.04  -466525.7  175568.7
  7653   462.283   791.565   916.573     0.023     0.023     1.002      0.00  -1034205.3  -392110.8
  7652  -648.778   100.295   657.820     0.037     0.037     1.002      0.00  -888627.4  -246532.9
  7651   638.549   833.810  1049.962     0.017     0.017     1.001      0.00  -1108102.0  -466007.5
  7650  -718.089   212.705   750.309     0.030     0.030     1.002      0.00  -951425.8  -309331.3
  7649   297.542    51.594   300.853     0.132     0.134     1.024      0.03  -525130.9       0.0
  7648  -601.725   -43.695   604.516     0.042     0.042     1.003      0.00  -850731.5  -325600.6
  7647  -153.368   -25.709   156.645     0.293     0.306     1.131      0.13  -289547.6  235583.3
  7646    82.446   666.559   672.103     0.042     0.042     1.005      0.01  -867325.1  -342194.3
  7645   364.678   100.587   377.253     0.095     0.096     1.013      0.01  -620664.2  -95533.3
  7644   -51.607   686.292   688.945     0.040     0.040     1.005      0.01  -880879.1  -355748.2
  7643  -128.000   -61.078   142.695     0.324     0.342     1.173      0.17  -266487.0  258643.9
  7642  -822.378   -48.159   825.004     0.025     0.025     1.001      0.00  -1003685.6  -478554.7
  7641  -371.076   818.219   899.517     0.023     0.023     1.002      0.00  -1025468.0  -500337.1
  7640  -196.915  -518.716   554.701     0.051     0.051     1.007      0.01  -809337.6  -284206.7
  7639   356.410   -23.072   355.864     0.100     0.101     1.014      0.01  -606027.0       0.0
  7638  -761.701  -510.883   917.860     0.020     0.020     1.001      0.00  -1058859.0  -452832.0
  7637  -388.079   107.850   404.162     0.085     0.085     1.010      0.01  -654452.3  -48425.4
  7636   515.500   334.885   614.013     0.044     0.044     1.004      0.00  -841245.1  -235218.2
  7635   777.173  -863.332  1160.309     0.013     0.013     1.001      0.00  -1180092.9  -574065.9
  7634   154.207   562.812   583.826     0.054     0.054     1.008      0.01  -795995.7  -189968.8
  7633   715.282  -310.056   778.193     0.027     0.027     1.001      0.00  -978459.5  -372432.5
  7632   236.707  -704.731   742.433     0.030     0.030     1.003      0.00  -952724.7  -346697.8
  7631   566.974  -218.717   606.303     0.042     0.042     1.003      0.00  -856586.6  -250559.6
  7630   801.769   461.392   924.273     0.021     0.021     1.001      0.00  -1050084.1  -444057.2
  7629   443.333   775.829   893.482     0.024     0.024     1.002      0.00  -1020632.5       0.0
  7628   811.287  -197.113   833.523     0.024     0.024     1.001      0.00  -1011253.9    9378.6
  7627   179.082   614.574   640.381     0.045     0.045     1.006      0.01  -843572.5  177060.0
  7626   371.961   389.886   538.441     0.058     0.058     1.007      0.01  -768091.7  252540.8
  7625  -408.085  -698.982   809.486     0.026     0.026     1.002      0.00  -994046.9   26585.6
  7624  -866.425  -630.435  1072.163     0.015     0.015     1.001      0.00  -1137773.1  -117140.6
  7623   -20.904   418.379   419.587     0.098     0.098     1.022      0.02  -630051.9  390580.6
  7622  -667.947   294.218   731.274     0.031     0.031     1.002      0.00  -936013.5   84619.0
  7621  -338.155   565.295   659.895     0.041     0.041     1.004      0.00  -867991.1  152641.4
  7620   515.895  -145.045   534.521     0.052     0.052     1.004      0.00  -795683.4  224949.1
  7619  -104.150   470.525   482.793     0.075     0.075     1.013      0.01  -702215.8       0.0
  7618  -606.602  -177.335   633.023     0.039     0.039     1.003      0.00  -874745.7  -172529.8
  7617   322.534  -566.945   651.108     0.038     0.038     1.003      0.00  -890207.8  -187992.0
  7616   689.793  -901.878  1134.172     0.014     0.014     1.001      0.00  -1168080.5  -465864.7
  7615   424.935  -594.203   729.276     0.031     0.031     1.002      0.00  -946106.9  -243891.0
  7614   184.033  -331.129   377.681     0.092     0.093     1.016      0.02  -638674.6   63541.2
  7613   443.611  -349.710   563.507     0.047     0.047     1.004      0.00  -822991.1  -120775.2
  7612  -142.192  -820.156   831.994     0.025     0.025     1.002      0.00  -1006955.8  -304740.0
  7611  -219.221  -806.881   835.860     0.025     0.025     1.002      0.00  -1009304.1  -307088.3
  7610  -396.505  -276.064   483.819     0.062     0.062     1.007      0.01  -747849.2  -45633.4
  7609   703.531   731.263  1014.321     0.018     0.018     1.001      0.00  -1092157.6       0.0
  7608    94.132   505.923   514.990     0.068     0.068     1.012      0.01  -731529.7  360627.8
  7607  -149.319   102.170   182.315     0.274     0.285     1.113      0.12  -308187.1  783970.4
  7606   866.235  -705.627  1115.895     0.014     0.014     1.001      0.00  -1160445.7  -68288.2
  7605   620.598   546.797   826.591     0.026     0.026     1.002      0.00  -987592.0  104565.6
  7604   710.398  -397.831   812.809     0.025     0.025     1.001      0.00  -1000462.7   91694.9
  7603   917.114   614.262  1103.123     0.015     0.015     1.001      0.00  -1140593.8  -48436.3
  7602   844.881   265.430   884.583     0.022     0.022     1.001      0.00  -1032456.9   59700.7
  7601   367.992  -508.492   626.441     0.040     0.040     1.004      0.00  -872382.1  219775.5
  7600   547.108   121.170   559.276     0.050     0.050     1.004      0.00  -806746.3  285411.3
  7599   562.104    -5.144   560.867     0.048     0.048     1.004      0.00  -813868.5       0.0
  7598   228.911  -268.663   351.672     0.101     0.102     1.018      0.02  -609165.3  204703.2
  7597  -448.413   430.108   622.680     0.043     0.043     1.004      0.00  -846491.4  -32622.9
  7596  -581.450  -135.816   598.183     0.043     0.043     1.003      0.00  -847104.2  -33235.7
  7595   -60.354   822.259   825.185     0.028     0.028     1.003      0.00  -975059.3  -161190.8
  7594    53.330   867.750   869.932     0.026     0.026     1.002      0.00  -1002248.5  -188380.0
  7593   -13.518  -632.205   631.756     0.041     0.041     1.005      0.01  -871766.3  -57897.8
  7592  -199.803  -598.489   630.769     0.041     0.041     1.005      0.01  -870751.3  -56882.8
  7591   335.190  -400.594   521.048     0.054     0.054     1.006      0.01  -785599.6   28268.9
  7590   747.097   560.432   933.306     0.021     0.021     1.001      0.00  -1052295.3  -238426.8
