#REFERENCE 3 248.9546040 66.2122420
5 46.461 -9.113 0.953 0.547 172.11 1.500 3.40 84.921 -15.322 0.71 2.69
15 62.085 -32.734 0.991 0.644 156.70 1.500 3.75 97.803 -51.102 0.49 3.26
22 45.968 6.986 0.969 0.520 9.26 1.500 4.11 84.362 14.626 0.74 3.37
24 3.686 -11.780 0.728 0.373 145.82 1.500 4.83 29.819 -33.488 1.42 3.41
89 33.533 97.563 1.034 0.740 71.39 1.500 4.21 45.166 138.077 0.29 3.92
99 -78.184 -40.175 0.989 0.586 22.29 1.500 4.56 -113.435 -57.476 0.59 3.97
124 72.555 55.830 1.023 0.686 37.44 1.500 4.45 102.757 83.363 0.39 4.06
125 -73.830 25.184 1.000 0.662 152.44 1.500 4.51 -107.479 48.414 0.45 4.06
135 110.668 75.132 1.034 0.764 34.82 1.500 4.36 141.402 99.887 0.26 4.11
137 -3.118 -3.033 0.417 0.215 56.85 1.500 6.75 23.640 -10.883 2.46 4.28
137 -3.118 -3.033 0.417 0.215 56.85 1.500 6.75 -12.940 23.412 2.81 3.93
137 -3.118 -3.033 0.417 0.215 56.85 1.500 6.75 9.063 19.884 2.62 4.13
168 71.896 -79.867 1.023 0.750 136.18 1.500 4.52 99.542 -109.950 0.29 4.24
188 -55.474 -24.351 0.898 0.479 25.80 1.500 5.26 -91.718 -35.056 0.92 4.34
217 77.993 -101.202 1.031 0.784 131.26 1.500 4.66 103.028 -133.065 0.23 4.43
237 -50.746 -85.600 1.015 0.683 66.01 1.500 4.87 -65.193 -124.656 0.40 4.47
358 -44.584 63.919 1.012 0.708 119.59 1.500 5.29 -63.049 102.413 0.36 4.93
437 12.893 33.224 0.933 0.512 67.90 1.500 6.07 25.690 73.223 0.80 5.27
439 11.253 64.000 1.003 0.655 79.61 1.500 5.74 17.702 106.681 0.46 5.28
471 -66.557 100.294 1.036 0.785 119.10 1.500 5.64 -84.903 137.616 0.23 5.42
