#Nsample
#Chi2
#Evidence
#O1 : emass
#O1 : theta (deg)
#O1 : sigma (km/s)
#O2 : sigma (km/s)
#O3 : rc (arcsec)
#O3 : sigma (km/s)
#O723 : sigma (km/s)
#O723 : rcut (arcsec)
#Pot rcut (arcsec)
#Pot sigma (km/s)
1 92.541476 -69.947038 0.815722 32.521463 818.214799 835.305435 2.883529 349.496336 749.676057 4.602226 5.816699 20.925385 
1 84.611080 -69.947038 0.790919 32.588326 829.093564 817.953436 2.165700 337.525551 628.902787 6.286574 3.640271 51.874674 
1 92.455939 -69.947038 0.787131 32.501859 849.260059 775.173801 3.459131 337.527940 535.488980 6.070527 2.751704 147.956492 
1 85.465602 -69.947038 0.802326 33.146270 825.996558 805.803562 2.215773 348.760814 651.007777 5.967620 6.151367 43.578718 
1 83.250403 -69.947038 0.794323 33.172559 849.044427 805.292660 2.168333 314.269334 776.801060 2.473450 0.537622 351.368545 
1 86.006609 -69.947038 0.766141 32.575824 840.609434 804.258001 2.481305 343.800147 660.645835 4.684493 0.156049 305.473573 
1 91.742034 -69.947038 0.749338 33.036405 871.122823 735.900408 2.663945 345.444251 543.984380 6.678416 0.818850 139.316286 
1 82.011222 -69.947038 0.793079 32.906286 848.009141 782.667267 2.182665 347.008071 770.226920 3.557571 12.635747 14.755334 
1 88.527537 -69.947038 0.812414 32.314417 831.619927 787.620111 2.570390 355.489420 519.210126 10.965318 6.300926 0.384542 
1 84.835313 -69.947038 0.802601 32.522757 833.571662 809.639678 2.458990 328.406803 740.176112 3.585357 3.734256 113.089886 
2 90.787860 -69.964614 0.810994 32.345737 818.672780 838.830259 2.939764 348.665938 754.461970 4.280625 4.900352 42.792066 
2 87.128048 -69.964614 0.786022 32.529053 822.404119 826.718015 2.203184 341.966547 613.749636 6.360441 2.348640 71.750368 
2 91.116267 -69.964614 0.778057 32.525659 849.933453 778.538000 3.538666 338.771104 554.653957 5.106174 1.862069 188.008119 
2 89.130526 -69.964614 0.810066 33.187458 822.540310 815.718454 2.256923 334.427989 664.763266 5.488100 2.273535 120.848642 
2 81.399590 -69.964614 0.794774 33.182567 847.924791 807.863298 2.168993 314.226905 782.644129 2.316537 0.551174 353.557218 
2 86.516044 -69.964614 0.761902 32.777010 842.903517 800.996857 2.504034 340.515906 647.464243 5.037120 0.099325 302.052328 
2 84.749362 -69.964614 0.749617 33.350912 865.783453 743.297540 2.178689 339.664397 567.308769 6.141415 1.535144 103.205430 
2 80.690737 -69.964614 0.781628 32.917808 857.123292 766.361140 2.294475 350.617049 748.756452 3.446294 12.157232 28.314452 
2 87.671678 -69.964614 0.813356 32.390763 829.813527 785.622324 2.184902 353.749120 523.319541 11.095331 6.317041 1.133310 
2 80.047192 -69.964614 0.780983 32.419187 842.457018 805.435567 2.204203 322.282984 705.387929 3.479339 1.028545 213.537590 
3 90.000851 -69.964653 0.819191 32.547926 813.982048 841.062150 2.778096 352.490807 781.326414 3.998194 5.634700 38.208105 
3 85.851647 -69.964653 0.782937 32.322212 826.382181 819.464052 2.232844 339.787599 597.198891 6.737707 2.704605 70.706016 
3 94.330486 -69.964653 0.785043 32.580252 850.779380 770.784923 3.640191 340.552771 514.168078 6.706916 3.293845 135.253305 
3 90.079939 -69.964653 0.806806 33.288474 824.834981 810.737112 2.369707 336.794394 704.644178 4.601194 3.626283 108.748601 
3 81.083848 -69.964653 0.795780 33.231406 848.056866 805.896726 2.166065 314.968551 783.879295 2.255691 0.589451 346.646974 
3 84.398900 -69.964653 0.762630 32.641129 852.664036 790.249118 2.408593 335.882535 635.471167 4.934529 0.128213 311.588515 
3 84.614850 -69.964653 0.748280 33.272394 865.338534 744.978351 2.202189 340.887424 571.853339 6.040008 1.713342 92.247914 
3 80.818242 -69.964653 0.784208 32.973345 856.120682 768.718890 2.256904 349.099844 762.097506 3.272480 12.184052 33.872396 
3 87.673488 -69.964653 0.807485 32.729897 832.162162 782.241933 2.292330 357.292457 529.218054 10.552894 6.680481 7.132667 
3 84.158604 -69.964653 0.783420 32.686935 834.859837 821.789560 2.573343 326.106408 696.463300 3.586595 2.021835 161.153285 
