#Nsample
#Chi2
#O1 : emass
#O1 : theta (deg)
#O1 : rc (arcsec)
#O1 : sigma (km/s)
#Redshift of 4.0
#Redshift of 5.0
#Redshift of 6.0
#Redshift of 7.0
1 418.604964 0.813960 30.550266 6.573814 1136.117806 2.795576 3.564869 3.293013 3.379105 
1 408.933133 0.803327 30.855192 7.874279 1148.017003 2.819407 3.326923 3.325054 3.504708 
1 414.035340 0.804895 30.632520 7.280146 1145.338622 2.789056 3.314977 3.260480 3.395229 
1 407.386516 0.814764 30.534330 6.389750 1135.094129 2.867325 3.452273 3.358131 3.480276 
1 407.877668 0.802811 31.048030 7.774975 1146.429359 2.781232 3.461656 3.270782 3.606559 
1 408.844429 0.807395 30.836960 7.078537 1139.760085 2.896788 3.427715 3.298537 3.564555 
1 406.568680 0.810074 30.697594 6.887104 1138.491380 2.849038 3.348362 3.342434 3.553102 
1 409.713390 0.815922 30.456266 6.680243 1137.629654 2.816870 3.462399 3.432137 3.574528 
1 411.539209 0.808645 30.815907 6.605500 1135.079037 2.844754 3.624115 3.363859 3.651866 
1 408.202777 0.807213 30.962091 7.311138 1140.937350 2.893638 3.554555 3.467713 3.585049 
2 410.841753 0.812037 30.665211 6.654923 1136.167079 2.792347 3.413604 3.274391 3.671686 
2 405.564352 0.800864 30.953514 7.971075 1148.772371 2.813550 3.412820 3.355033 3.548914 
2 411.662829 0.806955 30.513545 7.188448 1144.246056 2.761755 3.355096 3.371043 3.401522 
2 407.805637 0.817462 30.523680 6.397448 1134.731173 2.831785 3.451331 3.374028 3.562994 
2 410.390219 0.809371 30.898290 6.677729 1134.448759 2.880972 3.502942 3.334966 3.671612 
2 413.241947 0.806987 30.699218 6.640373 1136.675717 2.816956 3.465483 3.253193 3.634389 
2 407.201459 0.808132 30.780699 7.101905 1141.157076 2.842054 3.367522 3.349775 3.451179 
2 412.892565 0.811969 30.616249 7.233601 1141.852450 2.859385 3.355947 3.368778 3.599600 
2 407.393956 0.808571 30.715598 7.017190 1140.148032 2.773792 3.425372 3.227509 3.511488 
2 407.518823 0.805017 30.818777 7.612354 1144.981039 2.825707 3.431016 3.424492 3.643021 
3 411.669231 0.809590 30.653731 7.408655 1144.375039 2.779673 3.432073 3.215960 3.481848 
3 403.684961 0.806145 30.896081 7.532976 1144.050444 2.846188 3.523976 3.412311 3.573035 
3 409.589765 0.808337 30.844515 7.023082 1139.236072 2.878456 3.438041 3.352555 3.460509 
3 407.745097 0.814450 30.624382 6.275675 1132.693073 2.819688 3.559859 3.398105 3.540024 
3 411.492208 0.805552 30.908437 6.898147 1137.493687 2.775263 3.487130 3.221117 3.594989 
3 406.482602 0.807716 30.719021 7.152984 1141.544386 2.786723 3.426832 3.416573 3.643514 
3 412.571634 0.805454 30.590795 7.153293 1143.287652 2.736693 3.412119 3.322527 3.381756 
3 406.364009 0.812137 30.604843 7.307376 1143.616536 2.843236 3.431764 3.385193 3.520382 
3 407.429411 0.809092 30.809098 6.875390 1137.896478 2.813355 3.476336 3.249254 3.639985 
3 408.060426 0.810953 30.597850 6.713688 1137.719519 2.870052 3.380254 3.296236 3.586820 
4 411.745511 0.817361 30.655548 6.340514 1133.083695 2.831456 3.495981 3.385274 3.534292 
4 405.602179 0.805117 30.860324 7.588750 1145.337026 2.849717 3.388804 3.376915 3.483504 
4 409.642496 0.813411 30.580990 6.029687 1130.808348 2.844584 3.382768 3.356214 3.576467 
4 411.589305 0.818829 30.545294 6.091195 1131.533002 2.848786 3.516424 3.557094 3.605695 
4 406.489718 0.810734 30.769414 6.898409 1138.757899 2.806062 3.414536 3.302390 3.634585 
4 407.381850 0.803765 30.948947 7.644146 1145.041119 2.766225 3.387091 3.411801 3.575000 
4 406.117716 0.803208 30.817578 8.095785 1151.473276 2.773689 3.396559 3.378634 3.519132 
4 414.930203 0.810417 30.784664 6.707036 1136.726988 2.760287 3.486843 3.183412 3.536693 
4 410.228765 0.807169 30.916342 6.901681 1137.268823 2.830740 3.559953 3.244741 3.601669 
4 412.686710 0.814204 30.361125 6.483449 1137.369698 2.862344 3.382740 3.335294 3.535654 
5 408.035603 0.807834 30.598430 7.217175 1142.924632 2.816162 3.342724 3.404463 3.564568 
5 406.841837 0.808244 30.748664 7.039260 1140.358538 2.869699 3.506701 3.396848 3.492305 
5 409.432138 0.813633 30.753754 6.438828 1133.431333 2.842425 3.415986 3.415378 3.534770 
5 409.512151 0.805925 30.897549 7.183032 1140.206548 2.826360 3.536654 3.463717 3.728727 
5 408.908200 0.800864 30.984109 8.418754 1154.071215 2.767563 3.402363 3.405570 3.499552 
5 410.200269 0.804477 30.659321 7.631313 1147.457036 2.806733 3.358656 3.440766 3.435482 
5 405.287260 0.805023 31.012562 7.666912 1144.953131 2.826019 3.514854 3.462855 3.599103 
5 410.614774 0.815914 30.333016 6.435341 1137.611492 2.779593 3.378245 3.303960 3.469392 
5 407.195873 0.803496 30.799115 7.382905 1143.507720 2.788972 3.509286 3.282689 3.510108 
5 410.344910 0.809781 30.906028 6.960952 1138.328357 2.862211 3.388007 3.489982 3.599912 
6 408.663135 0.811251 30.731277 7.081308 1140.176544 2.912604 3.427852 3.419663 3.609757 
6 418.578344 0.810686 30.464431 6.958311 1141.409012 2.882512 3.509937 3.352281 3.584810 
6 407.484471 0.812952 30.619739 6.612429 1136.640444 2.825870 3.396974 3.317177 3.447208 
6 405.427659 0.801509 30.924628 8.120020 1150.500831 2.801593 3.451501 3.381542 3.563219 
6 410.324686 0.808096 30.935317 7.464331 1143.850783 2.858920 3.420171 3.359083 3.536962 
6 406.803284 0.799414 31.003734 8.122798 1150.400935 2.802836 3.407865 3.300072 3.518431 
6 414.572733 0.808246 30.819701 7.923828 1148.953019 2.819035 3.618181 3.288148 3.534678 
6 409.146486 0.808377 30.780425 6.903898 1139.052789 2.736684 3.482943 3.280234 3.597923 
6 408.986253 0.804637 30.777743 8.208903 1152.740503 2.782673 3.393570 3.418253 3.466700 
6 408.570865 0.813750 30.676916 7.034095 1139.827865 2.842749 3.569210 3.376329 3.612847 
7 412.047932 0.800639 31.118487 7.936830 1146.549741 2.857593 3.518971 3.407903 3.677065 
7 408.982194 0.805187 30.863094 6.873322 1137.428922 2.769572 3.432866 3.305345 3.590034 
